row,col,rep,line,grid,entry,name,breeder,irrigation,Tier,Row,Name/Code,Breeder,Weight per row (lbs),cc_0412,cc_0415,cc_0427,cc_0506,cc_0516,cc_0520,cc_0523,cc_0527,cc_0531,cc_0602,cc_0607,cc_0614,cc_0617,cc_0620,cc_0623,cc_0627,cc_0630,cc_0708,cc_0713,cc_0716,cc_0719,cc_0721,cc_0725,cc_0728,cc_0802,cc_0808,cc_0812
1,3,436.000000,1,1,C,PHY_499,Visual_Check,No,7,5,PHY499,Visual Check,3.780000,0.081568,0.021485,0.506667,0.673716,14.172633,16.969178,34.136392,46.896722,61.735096,51.582851,76.510525,75.444875,83.276751,83.404228,81.462459,95.344382,90.355690,88.205059,95.142249,97.508155,95.755090,93.039407,87.399581,90.716689,71.085950,43.122621,2.161944
1,3,436.000000,2,1,C,PHY_499,Visual_Check,No,7,6,PHY499,Visual Check,6.520000,0.186077,0.012533,3.188473,1.353307,32.203893,39.788772,52.741367,64.031636,77.997307,62.571832,91.186141,84.924012,93.648501,94.075082,90.155922,100.014484,95.097403,93.136481,97.695084,99.125388,97.005323,93.538342,80.589630,84.889585,57.892665,29.066069,0.582856
1,4,437.000000,1,1,3,13Q-18,Smith,No,7,7,13Q-18,Smith,5.860000,0.661464,0.134284,5.517654,2.679195,37.030305,47.496274,59.823817,69.709963,80.347351,65.176293,93.418227,88.526773,94.277008,94.642403,89.576022,100.039528,98.435653,95.653768,99.558789,99.967329,99.168135,96.778720,88.793139,92.063589,69.637483,38.082146,0.873887
1,4,437.000000,2,1,3,13Q-18,Smith,No,7,8,13Q-18,Smith,5.680000,0.336467,0.044761,1.549694,2.653735,34.965418,45.643148,57.256623,71.006852,81.622227,65.827899,95.703645,91.424724,94.352466,93.261425,90.892528,99.642990,99.144647,95.809015,97.526391,99.262519,96.541733,90.696649,73.390052,80.839203,52.699078,27.300706,0.902222
1,5,438.000000,1,1,29,DPL_1044,Commercial,No,7,9,DPL 1044,Commercial,6.280000,0.067548,0.016114,0.807326,1.306303,33.111192,41.835922,51.598181,64.158216,75.900381,61.914338,93.270781,87.902436,88.420756,88.658787,82.695164,98.745563,98.289832,92.466525,97.646630,99.228045,94.780455,91.092250,70.627109,76.937257,42.302940,15.922434,0.485934
1,5,438.000000,2,1,29,DPL_1044,Commercial,No,7,10,DPL 1044,Commercial,7.200000,0.165685,0.048342,1.952429,3.828821,33.751515,41.584483,51.604814,61.528908,73.332052,61.727884,92.812756,89.162607,91.235695,91.392750,83.507191,97.206022,97.883655,95.018195,96.914428,99.186676,95.065180,91.906586,76.288085,79.830480,44.330637,16.888358,0.614899
1,6,439.000000,1,1,C,PHY_499,Visual_Check,No,7,11,PHY499,Visual Check,5.700000,0.091764,0.069827,1.260171,1.335681,21.399737,23.601629,36.086664,48.513391,65.508635,56.114653,80.607651,82.306394,86.110095,87.024007,82.642370,94.289730,94.302368,91.487117,95.249028,96.837820,93.519271,89.900050,77.688753,78.925662,52.927107,27.012106,0.970280
1,6,439.000000,2,1,C,PHY_499,Visual_Check,No,7,12,PHY499,Visual Check,4.220000,0.075195,0.000000,0.452845,0.822560,13.146447,13.508424,30.244693,42.948319,57.167373,52.797743,75.155274,81.971233,86.964975,87.349346,82.646560,92.569313,93.766572,89.356384,93.536071,95.386831,93.539348,88.864394,80.301675,82.429410,62.236116,36.809561,1.383655
1,7,440.000000,1,1,4,13Q-51,Smith,No,7,13,13Q-51,Smith,7.320000,0.873031,0.599800,2.564883,3.515464,30.954532,36.448788,47.522953,57.753720,72.173286,61.841719,90.400283,82.867059,91.128030,91.681387,89.125176,97.774393,94.416902,95.999687,96.474748,96.943541,83.022787,80.325435,59.103944,63.374027,37.121047,20.359795,0.228270
1,7,440.000000,2,1,4,13Q-51,Smith,No,7,14,13Q-51,Smith,5.480000,0.568426,0.211273,1.688888,2.258123,28.989761,38.339531,48.316771,61.879779,75.842326,61.107681,92.288851,82.499178,88.507256,87.241729,84.837942,96.906184,95.541572,94.251339,97.154009,97.342678,82.451513,83.906662,64.354674,67.661262,45.215465,18.998863,0.575706
1,8,441.000000,1,1,2,12_BB_2139,Smith,No,7,15,12 BB 2139,Smith,6.580000,0.768522,0.589057,3.513259,3.728938,29.434024,37.846552,51.133830,61.575543,73.970651,63.362787,92.988437,86.350436,91.864203,90.501957,88.897238,99.900392,96.684678,97.919951,99.242937,100.090671,100.046036,98.106642,95.491463,95.396313,81.411536,48.815683,1.678128
1,8,441.000000,2,1,2,12_BB_2139,Smith,No,7,16,12 BB 2139,Smith,5.120000,0.145293,0.085941,0.833309,1.476691,20.029403,25.411200,39.403453,53.367839,72.960504,64.098788,94.133498,90.038978,91.360845,92.691616,86.634625,97.909355,98.723944,95.871530,98.389599,99.336065,99.359777,96.321427,91.664865,93.059405,75.423164,48.415178,1.723147
1,9,442.000000,1,1,C,PHY_499,Visual_Check,No,7,17,PHY499,Visual Check,6.240000,0.341565,0.247082,1.549694,1.870345,30.816873,39.343308,52.069165,62.876872,76.794419,59.563061,88.527401,85.863170,89.851691,90.942999,89.517362,97.175412,96.374039,95.781925,96.336563,97.616941,93.061156,87.989908,81.701633,81.365185,58.303116,31.450645,1.978163
1,9,442.000000,2,1,C,PHY_499,Visual_Check,No,7,18,PHY499,Visual Check,4.580000,0.172057,0.171883,0.868571,2.358005,22.048404,27.363318,40.590864,49.454968,65.694410,55.107804,76.781889,73.583359,81.186021,83.982746,81.801013,91.397787,92.530162,86.895361,92.346244,94.898060,89.314107,87.646746,77.802513,79.190266,53.461901,31.487947,1.431057
1,10,443.000000,1,1,14,CA_4001,Dever,No,7,19,CA 4001,Dever ,5.160000,0.043333,0.010743,0.898266,1.267134,24.565897,30.099452,43.445513,53.145769,73.833643,56.884019,90.113233,77.341763,83.964152,86.265714,83.839041,92.526876,92.043532,89.008381,91.264093,93.882981,87.525452,85.864615,75.731372,80.848884,60.741654,35.946119,0.957039
1,10,443.000000,2,1,14,CA_4001,Dever,No,7,20,CA 4001,Dever ,3.120000,0.029313,0.000000,0.289524,0.910691,11.315163,15.569433,30.218159,45.348895,67.338511,52.487641,80.792743,67.336450,73.638413,75.446187,70.047994,81.549736,85.344682,74.247454,83.671987,86.073380,83.141423,83.238074,75.617613,78.397099,64.150383,36.519391,2.838545
1,11,444.000000,1,1,15,CA_4002,Dever,No,7,21,CA 4002,Dever ,7.280000,0.785090,0.245291,2.030378,5.708958,38.934590,51.135214,66.868677,66.954076,84.455284,64.316644,88.412895,87.681354,93.899720,93.185533,89.518200,98.692691,92.329588,97.933496,96.919812,98.618997,98.532980,96.206525,91.504890,93.828048,79.266511,51.274078,2.292762
1,11,444.000000,2,1,15,CA_4002,Dever,No,7,22,CA 4002,Dever ,6.440000,0.463917,0.145026,7.811573,7.238527,37.445369,46.625146,65.051077,68.779491,85.251791,64.652260,96.753024,87.950190,91.786905,92.962213,88.619859,97.902398,97.305956,97.366690,98.205651,99.458640,98.304835,96.795685,92.430611,93.341435,79.217398,51.322374,1.549958
1,12,445.000000,1,1,C,PHY_499,Visual_Check,No,7,23,PHY499,Visual Check,2.080000,0.016568,0.001790,2.440537,3.407748,22.803443,41.297407,65.639254,51.549087,74.488497,50.265901,91.973567,71.713001,73.447008,75.253347,66.886201,85.386413,90.512686,82.043124,91.113345,95.733107,95.229444,92.368505,85.453576,86.901223,62.636042,40.135716,2.388890
1,12,445.000000,2,1,C,PHY_499,Visual_Check,No,7,24,PHY499,Visual Check,7.460000,0.254899,0.093103,2.596434,3.239319,38.233780,46.248978,65.869218,66.116872,89.705728,67.421585,96.898901,88.151817,95.083117,91.291976,90.120726,99.923350,92.130690,97.639674,98.048623,98.599845,92.818410,90.215451,77.206696,84.049305,49.874647,25.547907,1.245951
1,13,446.000000,1,1,18,DPL_491,Check,No,7,25,DPL 491,Check,5.640000,0.248527,0.048342,2.824712,2.788870,32.671100,40.317388,53.944256,62.610389,80.632979,62.293133,97.093405,89.969116,88.429958,88.982259,85.385160,96.433121,97.976399,96.494600,98.556498,99.273245,98.693594,96.167197,90.251399,92.856757,69.223914,40.611218,1.958037
1,13,446.000000,2,1,18,DPL_491,Check,No,7,26,DPL 491,Check,6.700000,0.239605,0.048342,0.786911,1.852718,23.785829,30.978500,42.751199,55.526359,74.962221,60.320651,90.287345,79.306745,86.311622,88.271242,89.717645,94.197205,95.181208,95.823602,97.268864,97.553355,94.333291,91.788599,83.969721,84.973484,58.474235,32.425600,1.194313
1,14,447.000000,1,1,13,7-7-519CT,Dever,No,7,27,7-7-519CT,Dever ,1.960000,0.005098,0.000000,0.610598,0.037211,8.217833,14.359753,31.914144,46.494776,74.876301,57.270664,86.952549,52.018964,58.691351,63.824821,68.842943,69.099145,85.797791,75.207065,81.478074,79.039071,71.867422,72.669445,64.862327,72.038205,52.337352,33.416262,0.840256
1,14,447.000000,2,1,13,7-7-519CT,Dever,No,7,28,7-7-519CT,Dever ,1.380000,0.003823,0.001790,0.100220,0.039170,10.355721,19.804303,38.914780,55.888333,81.640804,70.868031,85.889053,37.026911,43.397367,48.658946,51.164391,59.203788,60.299701,63.341643,70.990362,69.709532,62.398502,65.856323,58.363794,65.078466,43.620047,25.640573,0.421584
1,15,448.000000,1,1,C,PHY_499,Visual_Check,No,7,29,PHY499,Visual Check,4.140000,0.540387,0.327652,1.265738,3.019970,32.990219,41.663677,57.661271,63.951691,84.987063,61.639564,89.454431,79.179402,86.398122,87.315132,87.082120,94.580525,88.933791,86.526520,86.303785,86.542998,68.532858,68.276196,61.227699,65.331453,33.853422,18.689846,0.892159
1,15,448.000000,2,1,C,PHY_499,Visual_Check,No,7,30,PHY499,Visual Check,4.700000,0.158038,0.091313,0.747936,2.070109,30.975390,45.316475,65.656944,63.052308,84.569071,62.728845,94.349962,78.456904,81.770358,83.181529,81.779225,92.675752,92.144657,90.449361,95.568469,96.658553,84.908175,86.109841,74.588086,78.168635,44.898564,28.299613,0.723208
1,16,449.000000,1,1,25,5435,Stelly,No,7,31,5435,Stelly,2.752000,0.498328,0.299005,1.074578,1.382684,33.134135,43.318820,61.853692,61.229114,82.263148,63.659150,93.102943,83.757580,88.212787,87.116073,87.395534,96.430339,93.667123,95.414126,96.954807,97.867455,94.161727,93.551451,85.324174,88.794112,64.183906,41.346655,1.870648
1,16,449.000000,2,1,25,5435,Stelly,No,7,32,5435,Stelly,2.722000,0.350487,0.046552,1.967277,2.305126,33.853717,44.526520,60.060415,67.258312,86.224783,68.412733,96.919293,91.392888,95.453044,94.364341,91.769081,99.824563,97.566311,97.929329,99.867462,99.634843,97.259020,96.260506,90.326765,93.375640,74.158289,49.857389,1.830661
1,17,450.000000,1,1,C,PHY_499,Visual_Check,No,7,33,PHY499,Visual Check,6.690000,0.638523,0.703646,2.568595,2.183701,38.928333,44.859132,58.145522,66.834158,82.588253,67.971132,98.034552,94.206827,94.758281,93.959378,90.742525,98.458247,99.592727,97.369816,99.354203,99.638673,90.007667,90.263262,77.772651,80.726262,53.134086,31.178145,0.461836
1,17,450.000000,2,1,C,PHY_499,Visual_Check,No,7,34,PHY499,Visual Check,6.110000,0.243429,0.119960,1.004053,2.189576,32.621042,36.460667,50.536808,58.373295,76.761909,62.006583,92.116307,89.014924,91.427100,90.410514,87.087986,97.680476,97.893153,95.021321,97.045435,98.681817,83.699921,84.166540,70.018494,75.387063,46.518539,26.736857,0.428999
1,18,451.000000,1,1,6,10x-64,Hague,No,7,35,10x-64,Hague,5.644000,0.099411,0.014324,0.328498,0.893065,25.984203,32.972195,48.246013,56.550101,76.429837,57.494408,89.032483,82.608835,82.912345,85.158443,79.313814,94.675833,94.201802,91.316241,96.737659,97.826852,84.017498,83.614395,69.127612,76.002752,46.359114,26.489879,0.324398
1,18,451.000000,2,1,6,10x-64,Hague,No,7,36,10x-64,Hague,6.244000,0.003823,0.003581,0.469548,1.461023,25.289650,34.599620,54.045971,62.814693,84.952230,60.579723,85.837290,76.590082,82.295801,83.797993,83.629539,92.348782,90.417147,91.364170,96.099674,95.667222,82.081006,82.640431,70.527569,75.328979,46.962512,29.221952,0.417612
1,19,452.000000,1,1,C,PHY_499,Visual_Check,No,7,37,PHY499,Visual Check,3.712000,0.021666,0.001790,0.109499,1.247549,20.037746,32.162442,56.013933,60.076571,91.846776,63.867193,72.786721,64.969982,74.511697,74.754453,76.799799,86.006264,82.008667,87.090201,94.461194,95.290302,91.204971,90.380477,84.022334,86.124190,60.948243,38.370353,1.490110
1,19,452.000000,2,1,C,PHY_499,Visual_Check,No,7,38,PHY499,Visual Check,7.678000,0.210292,0.205901,11.376798,10.270248,34.454411,52.598313,76.014170,72.285974,95.722491,67.087932,93.013534,77.385095,83.971514,85.295297,87.205306,91.696930,92.160860,92.436309,95.345040,94.232321,84.515767,83.425463,74.666296,77.749786,44.593357,25.757583,0.405166
1,20,0.000000,1,1,F,PHY_499,Filler,No,7,39,PHY499,Filler,3.458000,0.657641,1.000860,46.453710,25.088078,38.333896,72.079903,88.958492,77.962081,96.767471,73.806146,94.478586,33.181843,41.619511,49.884408,53.118618,61.171868,70.379263,67.893806,74.008001,71.540506,63.593980,67.441810,60.166888,64.034247,35.643736,19.650665,0.603777
1,20,0.000000,2,1,F,PHY_499,Filler,No,7,40,PHY499,Filler,4.544000,0.511073,0.333023,19.633791,9.663121,38.027291,57.345960,79.874913,76.478654,96.707094,67.384295,83.736964,56.121372,60.283324,61.554294,64.378052,75.417314,70.397141,75.748866,81.903397,82.600659,73.426106,74.521750,64.009839,69.544470,40.537573,19.662838,0.727180
1,21,0.000000,1,1,F,PHY_499,Filler,No,7,41,PHY499,Filler,6.784000,0.321173,0.383156,2.713357,2.943589,43.781860,57.862698,78.117014,74.777599,93.606987,68.393106,95.675411,80.007135,82.693334,86.329786,84.088766,93.279602,95.577329,91.472530,93.681435,95.865642,89.730243,86.789997,77.679510,77.720099,48.464380,24.633420,0.562466
1,21,0.000000,2,1,F,PHY_499,Filler,No,7,42,PHY499,Filler,5.200000,0.145293,0.039390,1.091282,4.970612,31.859745,42.194273,63.332980,65.024288,92.213680,63.513912,96.003243,78.581594,83.029213,84.039975,81.786767,93.123074,92.509490,89.599152,90.291413,94.390138,79.784957,79.967621,70.104524,74.722325,43.647722,21.578587,0.420790
1,22,0.000000,1,1,F,PHY_499,Filler,No,7,43,PHY499,Filler,7.300000,0.573524,0.512068,4.018070,4.823726,38.949190,46.914203,60.086949,68.732856,90.941126,64.389263,98.309053,90.290128,90.058740,93.239030,90.617662,98.524336,96.686354,97.961628,97.005056,97.888140,81.031540,79.600553,71.810212,76.066644,44.051157,20.637400,0.691960
1,22,0.000000,2,1,F,PHY_499,Filler,No,7,44,PHY499,Filler,3.480000,0.160587,0.132493,0.794334,2.788870,26.689185,44.180049,76.365750,75.277256,88.416919,73.839511,96.428328,54.591481,59.109129,64.868642,62.089461,66.989147,74.910903,69.557757,68.765043,68.173506,56.293348,57.086790,47.959742,56.898320,30.682465,17.510319,0.593184
1,23,0.000000,1,1,F,PHY_499,Filler,No,7,45,PHY499,Filler,7.200000,0.319899,0.225596,2.629840,3.417541,41.278967,54.651403,69.928968,71.921780,88.639848,63.464846,93.562536,85.327266,89.399865,90.416734,88.970145,97.965009,90.912717,95.207825,96.916223,97.322760,80.155464,85.668742,71.214394,79.490366,45.116458,26.073668,0.546577
1,23,0.000000,2,1,F,PHY_499,Filler,No,7,46,PHY499,Filler,6.720000,0.574798,0.302586,2.748619,6.351338,40.073406,49.359301,63.662448,65.150868,80.656201,62.929037,93.190783,86.751038,89.512132,90.722167,86.455292,97.668650,97.692578,95.975722,96.162486,96.417998,78.746442,79.686151,67.887629,75.187642,41.151495,22.440066,0.617547
1,24,0.000000,1,1,F,PHY_499,Filler,No,7,47,PHY499,Filler,6.540000,0.254899,0.155769,1.243467,3.501755,34.548270,43.316840,53.687758,62.130718,71.759938,62.244066,92.218265,90.317542,91.174961,89.871186,84.614195,98.881916,96.308112,96.829058,96.871358,97.580935,80.989561,82.068237,64.940537,73.583881,35.760674,15.722181,0.615958
1,24,0.000000,2,1,F,PHY_499,Filler,No,7,48,PHY499,Filler,6.520000,0.275291,0.186206,1.113553,1.997646,31.636570,38.986938,49.857972,60.636187,72.934960,59.967371,94.175850,87.783052,87.183066,87.980117,82.624771,97.801525,96.197489,96.922831,97.265275,97.010192,70.907388,75.877434,55.964172,69.509620,32.228770,16.247550,0.579149
1,25,0.000000,1,1,F,PHY_499,Filler,No,7,49,PHY499,Filler,5.340000,0.483034,0.669627,1.306569,1.490400,26.536926,30.879508,42.043617,51.704536,66.312109,52.850735,85.689844,73.586897,77.393812,80.635429,77.556518,88.000084,95.306916,91.340206,95.388111,93.978743,78.883329,82.631949,60.439912,74.270562,40.483392,18.619168,1.029068
1,25,0.000000,2,1,F,PHY_499,Filler,No,7,50,PHY499,Filler,4.780000,0.488132,0.436869,1.243467,1.901680,20.646783,23.193783,31.989324,41.944563,57.805972,49.734018,74.527843,66.565314,74.158334,75.511503,74.584952,88.753506,86.443651,85.237661,91.839266,92.227444,78.928958,83.237302,65.293904,74.128579,45.566277,17.195019,0.997556
1,26,0.000000,1,1,F,PHY_499,Filler,No,7,51,PHY499,Filler,7.660000,0.447349,0.492373,2.039658,2.312960,32.472954,36.805158,47.065236,53.867497,63.511562,55.659313,78.027340,82.741484,86.370516,89.392198,88.779918,94.965236,95.748850,96.172646,95.844839,95.661860,80.777843,81.998062,63.136732,73.967235,43.052900,19.408399,1.724206
1,26,0.000000,2,1,F,PHY_499,Filler,No,7,52,PHY499,Filler,3.960000,0.312252,0.304376,0.913113,1.956518,19.578882,24.058972,31.785895,34.309800,50.623476,37.035553,59.005196,48.650550,53.195823,56.612633,55.299945,63.448134,69.514391,70.761179,76.465723,72.325756,65.612605,68.482093,57.568186,64.221406,38.280288,17.180099,1.024302
1,27,0.000000,1,1,F,PHY_499,Filler,No,7,53,PHY499,Filler,8.280000,0.442251,0.316909,1.733430,2.826081,36.381639,46.751856,53.701025,62.545988,76.311406,63.798499,88.270154,88.796494,90.763625,91.194312,88.598909,97.864136,94.799055,93.606389,96.645236,95.870238,83.619614,81.580869,66.425814,73.004979,44.525923,19.074645,0.671039
1,27,0.000000,2,1,F,PHY_499,Filler,No,7,54,PHY499,Filler,6.100000,0.359408,0.153978,2.008107,4.291021,35.313738,43.855355,51.257657,59.248250,75.168895,63.129229,96.440877,88.751393,88.126287,89.274628,85.809190,97.914225,98.166917,94.496191,97.470758,96.536743,82.840271,82.555605,65.584702,72.652603,40.112700,22.616366,0.818276
1,28,0.000000,1,1,F,PHY_499,Filler,No,7,55,PHY499,Filler,6.520000,0.219214,0.051923,0.896410,2.356047,32.752444,43.443549,55.562849,60.012171,76.339273,60.881974,94.020561,86.997766,87.207912,87.211248,85.123702,96.563909,97.695931,95.477683,97.554207,97.515050,81.741526,79.700802,60.030376,69.749700,38.496623,20.247104,0.875476
1,28,0.000000,2,1,F,PHY_499,Filler,No,7,56,PHY499,Filler,6.920000,0.372153,0.157559,1.701880,3.145312,34.523241,44.629471,57.035504,67.722438,85.839302,66.132112,96.905176,88.011209,88.304809,90.155468,87.483524,96.099195,96.540533,95.801721,96.612933,93.710609,69.370605,68.954038,46.605289,62.820294,33.989459,19.843458,0.570145
1,29,0.000000,1,1,F,PHY_499,Filler,No,7,57,PHY499,Filler,2.620000,0.001274,0.003581,0.911257,4.212682,62.751705,81.254464,90.128213,97.048989,100.756972,75.678531,100.487808,50.040717,51.735441,57.229718,56.551086,68.821569,73.995748,72.751252,81.690735,81.619288,64.282065,70.352135,54.993658,66.174315,45.103984,31.362691,0.704671
1,30,0.000000,1,1,F,PHY_499,Filler,No,7,58,PHY499,Filler,6.460000,0.262546,0.143236,3.637606,7.077932,45.517199,67.247122,83.702487,87.071388,92.327467,70.989716,98.309053,84.970881,85.628822,89.542115,83.901891,96.944446,92.846947,93.091679,94.934971,92.425097,72.493451,76.687143,59.578892,71.021737,42.883340,24.870975,0.287853
1,30,0.000000,2,1,F,PHY_499,Filler,No,7,59,PHY499,Filler,6.140000,0.312252,0.196949,2.512917,4.071672,38.550813,53.200183,68.854328,75.288359,81.306411,62.958477,93.992326,87.555779,86.637378,91.530226,81.785091,97.460641,97.646765,93.526161,95.982127,96.445578,77.098324,80.841335,60.055972,69.376027,41.581825,20.677843,0.220061
1,31,0.000000,1,1,F,PHY_499,Filler,No,7,60,PHY499,Filler,6.320000,0.465192,0.127122,3.795359,6.229912,42.713959,55.239415,70.784700,75.012993,80.626013,65.386298,93.361758,90.113262,89.267354,92.413554,83.369758,99.124709,97.547874,94.015865,95.581929,95.593677,73.935326,77.124386,57.465802,66.631241,38.429189,20.682555,0.281498
1,31,0.000000,2,1,F,PHY_499,Filler,No,7,61,PHY499,Filler,5.860000,0.410388,0.152188,2.121318,4.764972,43.300053,52.855692,61.298683,70.589360,79.095698,63.533539,94.589955,88.479020,86.795655,88.707308,85.010572,98.708692,97.384174,95.223454,96.286314,95.075795,63.473520,64.845343,45.212441,58.696338,36.695395,19.832071,0.233301
1,32,0.000000,1,1,F,PHY_499,Filler,No,7,62,PHY499,Filler,6.600000,0.274017,0.155769,0.764640,5.628660,38.538299,49.788925,60.418628,67.666920,77.435340,64.516836,97.499667,88.899076,86.864671,88.668740,83.555795,97.892659,97.421607,92.668658,95.711141,93.625572,64.554013,59.356288,44.960037,54.036721,35.055930,18.945462,0.185900
1,32,0.000000,2,1,F,PHY_499,Filler,No,7,63,PHY499,Filler,6.040000,0.605386,0.252453,2.366300,5.509193,39.418483,48.521830,58.293672,66.030265,74.727681,63.125304,96.522443,91.084257,85.566247,84.958761,80.227239,98.000489,96.904807,91.552758,96.761886,94.415419,60.137131,63.542098,47.263674,55.526250,34.736690,20.559262,0.356705
1,33,0.000000,1,1,F,PHY_499,Filler,No,7,64,PHY499,Filler,6.220000,0.272742,0.098475,0.803614,2.961216,36.819645,44.716584,56.170927,67.160601,75.389502,63.686627,95.874620,89.337704,86.435851,86.424962,82.028950,97.557341,96.398622,93.566796,96.339255,93.876852,69.136985,69.739841,58.121343,63.077799,43.820400,22.715707,0.289442
1,33,0.000000,2,1,F,PHY_499,Filler,No,7,65,PHY499,Filler,6.420000,0.319899,0.159350,2.310622,3.623181,38.146179,52.701264,71.534294,71.570909,86.027398,64.487396,98.643160,84.956732,83.089947,84.125820,79.699296,95.036195,95.783490,94.858781,93.348534,92.933020,58.939827,63.341598,47.877266,55.130634,36.152025,19.221497,0.245748
1,34,0.000000,1,1,F,PHY_499,Filler,No,7,66,PHY499,Filler,7.580000,0.313526,0.196949,2.047081,4.743429,39.524856,54.283154,73.982084,80.966687,90.462758,68.605074,96.867530,82.895358,85.152150,86.051724,84.775092,95.032021,93.659860,94.402418,87.154431,85.713314,44.172474,49.979088,35.587645,49.295786,28.595130,16.921734,0.148826
1,34,0.000000,2,1,F,PHY_499,Filler,No,7,67,PHY499,Filler,2.580000,0.002549,0.001790,0.228278,2.861333,17.730913,30.214283,57.714340,67.418202,87.137399,62.228365,97.749071,39.868265,41.575341,43.128813,43.437985,57.282319,54.497012,56.390973,60.637245,55.781109,27.711374,35.128256,20.619689,32.030676,21.425299,11.316233,0.129759
2,3,405.000000,1,1,C,PHY_499,Visual_Check,No,6,5,PHY499,Visual Check,7.560000,0.432055,0.116379,1.393797,3.881699,33.995547,42.051724,50.297999,64.191526,76.833896,64.817124,95.396204,89.013155,98.638830,98.697626,94.420529,100.284408,98.250723,97.223947,98.446129,98.949951,97.211566,92.731717,80.680638,86.097730,53.370300,29.991943,0.512416
2,3,405.000000,2,1,C,PHY_499,Visual_Check,No,6,6,PHY499,Visual Check,5.760000,0.101960,0.007162,0.751648,2.350171,29.853259,39.173042,48.248224,58.553171,70.043849,60.287286,95.022882,93.461337,95.517459,96.609985,90.148380,99.746647,98.633434,98.352350,98.309739,98.695607,96.563634,92.046164,73.976626,81.321944,47.859813,25.110100,0.514534
2,4,406.000000,1,1,20,TAMCOT_73,Check,No,6,7,TAMCOT 73,Check,6.760000,0.627053,0.202320,1.243467,6.741074,38.281752,50.374957,60.907302,70.573815,79.471890,64.318607,95.727174,92.897134,98.749256,97.612749,95.262724,100.446501,99.012794,100.094445,100.181519,100.357273,100.018659,98.607891,89.515515,88.948357,60.392790,31.198955,0.252633
2,4,406.000000,2,1,20,TAMCOT_73,Check,No,6,8,TAMCOT 73,Check,6.200000,0.779992,0.333023,1.974700,7.248320,40.703301,50.939210,62.716057,72.825604,82.969090,65.955472,96.735769,95.433393,99.402609,98.976932,96.740126,100.227362,99.867051,99.827713,99.616216,100.132040,99.471111,95.933538,86.701380,87.493679,58.178772,31.620271,0.371534
2,5,407.000000,1,1,9,11-11-307BB,Dever,No,6,9,11-11-307BB,Dever ,6.280000,1.010676,0.594428,2.674383,8.466492,41.424969,54.075271,60.878556,72.534693,81.824256,67.833746,92.447277,89.683477,97.629353,97.464077,98.035682,100.433979,99.653067,99.334883,98.114126,98.710929,98.284758,96.973821,94.957503,93.131042,71.324502,50.072562,0.524597
2,5,407.000000,2,1,9,11-11-307BB,Dever,No,6,10,11-11-307BB,Dever ,7.620000,0.894697,0.356299,3.297972,7.665475,39.038877,47.478456,54.452831,67.913418,78.231847,68.491240,95.281698,98.413587,99.464263,99.933041,97.783443,100.050659,99.703909,98.596160,97.561386,99.255624,99.091478,96.839641,94.535880,91.442092,67.387995,44.807491,0.863824
2,6,408.000000,1,1,C,PHY_499,Visual_Check,No,6,11,PHY499,Visual Check,4.360000,0.066274,0.008952,0.105788,0.097924,11.010644,13.799459,24.769780,35.253597,48.131779,46.311124,68.411958,85.477602,83.509565,89.867454,86.262551,92.267387,95.171710,92.470693,93.963189,95.082690,95.402834,93.018586,86.357967,85.417503,57.698939,30.843605,0.808743
2,6,408.000000,2,1,C,PHY_499,Visual_Check,No,6,12,PHY499,Visual Check,3.560000,0.001274,0.000000,0.087228,0.097924,5.581452,7.840152,23.235212,36.623768,52.149147,45.683070,69.309184,79.527828,81.710544,89.412726,87.533804,94.292513,93.269885,92.166451,94.955609,95.271916,95.561623,94.324145,90.092846,90.679257,71.896327,42.371477,2.142613
2,7,409.000000,1,1,30,UA_103,Commercial,No,6,13,UA 103,Commercial,7.340000,0.038235,0.000000,0.064957,0.383861,23.299850,29.994521,38.286801,49.801397,62.766143,57.298142,80.624905,77.689305,91.635989,93.505895,93.361291,99.933785,93.211221,98.282541,97.955303,97.532671,92.610342,88.842030,75.609792,81.045723,45.248597,21.134498,0.144324
2,7,409.000000,2,1,30,UA_103,Commercial,No,6,14,UA 103,Commercial,4.920000,0.020392,0.021485,0.053822,0.681550,23.112133,30.535016,40.283508,51.371431,62.380662,57.553289,90.227739,89.398723,91.412377,92.327087,86.798874,98.690604,97.704870,97.418786,97.158495,97.299011,91.392962,91.607379,82.337266,87.016100,51.155113,26.314756,0.220326
2,8,410.000000,1,1,10,11-21-703S,Dever,No,6,15,11-21-703S,Dever ,6.640000,1.023421,0.750197,3.038143,8.227558,41.059964,52.887369,61.539703,73.784946,79.859694,64.249913,92.831579,92.055251,98.457547,96.624915,95.918882,100.418674,97.745096,99.768323,99.882716,99.756652,99.923750,98.902470,97.740354,96.271443,79.735821,56.629067,1.311890
2,8,410.000000,2,1,10,11-21-703S,Dever,No,6,16,11-21-703S,Dever ,5.460000,0.332644,0.035809,1.087570,5.677622,39.852318,50.143316,57.913347,69.732170,80.363607,67.918140,96.337350,95.749099,99.071331,97.963592,95.022216,100.173794,99.192137,99.808958,99.692487,99.814876,99.921925,99.021228,97.666410,95.432454,78.749647,53.203177,1.165183
