cv0412,cv0415,cv0427,cv0506,cv0516,cv0520,cv0523,cv0527,cv0531,cv0602,cv0614,cv0617,cv0620,cv0623,cv0627,cv0630,cv0708,cv0713,cv0716,cv0719,cv0721,cv0725,cv0728,cv0802,cv0808,cv0812
0.026172,0.0,0.0,0.008633,0.080336,0.149614,0.240519,0.283485,0.424077,0.508474,0.719237,0.878818,0.952709,1.008669,1.068804,1.028085,0.965947,0.928676,1.000136,0.981717,0.977812,0.96337,0.92377,0.909532,0.805701,0.025097
0.02664,0.0,0.0,0.009979,0.08684,0.1597,0.246224,0.27514,0.422901,0.539514,0.73874,0.872032,0.943516,0.993952,1.055972,1.016302,0.954446,0.933028,0.964397,0.950471,0.943947,0.921418,0.90115,0.872166,0.821696,0.028713
0.025963,0.0,0.0,0.013161,0.107061,0.176084,0.263814,0.316689,0.485458,0.579602,0.744935,0.87622,0.948581,0.986165,1.053952,0.999377,0.946856,0.899738,0.966986,0.940391,0.942369,0.910146,0.886089,0.869019,0.703474,0.034872
0.024074,0.0,0.0,0.012742,0.115991,0.198788,0.293739,0.3458,0.548046,0.629139,0.781917,0.918381,0.989607,1.028439,1.093143,1.037784,0.982385,0.96212,0.997323,0.967473,0.970619,0.938875,0.922018,0.930529,0.771778,0.040402
0.021388,0.0,0.0,0.011172,0.111698,0.18817,0.299339,0.363663,0.51981,0.615195,0.756091,0.893128,0.968238,1.028069,1.094608,1.052885,1.010337,1.027261,1.041224,1.028254,1.018275,1.012958,0.956362,0.991464,0.988026,0.039639
0.019401,0.0,0.0,0.01707,0.128053,0.19785,0.290391,0.355255,0.485397,0.597751,0.760995,0.886935,0.955791,1.00918,1.06905,1.030915,0.973477,0.963415,0.976507,0.968893,0.958139,0.952065,0.904872,0.93347,0.907394,0.042741
0.020397,0.0,0.0,0.002205,0.03619,0.077636,0.130883,0.177404,0.296591,0.406857,0.601731,0.758893,0.842602,0.903112,0.973989,0.95033,0.883694,0.87181,0.927049,0.902277,0.89028,0.872182,0.867422,0.844439,0.769686,0.033428
0.019801,0.0,0.0,0.004062,0.040867,0.100331,0.186714,0.19782,0.31871,0.420703,0.558162,0.730771,0.847843,0.895535,0.972767,0.948377,0.858915,0.8079,0.877352,0.855493,0.83976,0.780009,0.781769,0.72975,0.428726,0.042011
0.018077,0.0,0.0,0.001416,0.030415,0.084436,0.167946,0.160889,0.268095,0.347423,0.437056,0.602641,0.692265,0.756587,0.825567,0.812712,0.763706,0.743081,0.781445,0.73213,0.718672,0.610371,0.664486,0.57298,0.37968,0.064338
0.01675,0.0,0.0,0.003019,0.052448,0.102394,0.172869,0.225728,0.385462,0.473198,0.62749,0.779001,0.853029,0.903873,0.96054,0.92554,0.890143,0.855163,0.906724,0.893398,0.887429,0.854355,0.863323,0.828991,0.77256,0.053647
0.012289,0.0,0.0,0.004246,0.067465,0.119728,0.193235,0.284827,0.431173,0.519284,0.707839,0.840502,0.905357,0.951733,1.002798,0.97356,0.915333,0.904642,0.930434,0.917952,0.906194,0.888569,0.890748,0.855643,0.776768,0.04962
0.01636,0.0,0.0,0.006274,0.07155,0.126539,0.193191,0.290319,0.436698,0.519219,0.671184,0.812275,0.881382,0.939013,0.998661,0.962915,0.915802,0.899623,0.917949,0.905496,0.895029,0.884651,0.851446,0.866035,0.684234,0.05167
0.010168,0.0,0.0,0.003349,0.045411,0.09366,0.165879,0.209647,0.37802,0.467641,0.679647,0.830636,0.90894,0.963345,1.026961,0.996613,0.958222,0.90331,0.967032,0.961244,0.944193,0.937685,0.897893,0.91119,0.89694,0.069161
0.013705,0.0,0.0,0.009094,0.088847,0.157034,0.243087,0.29819,0.467927,0.551287,0.750767,0.890268,0.955483,0.991761,1.043295,1.00095,0.950405,0.916637,0.971941,0.967472,0.949195,0.921792,0.921781,0.902642,0.70686,0.074715
0.022202,0.0,0.0,0.022009,0.148781,0.245575,0.341722,0.452433,0.606127,0.666307,0.810449,0.948454,1.00799,1.047392,1.095032,1.046977,0.997048,0.955885,1.033044,1.021574,1.005569,0.984106,0.96468,0.954564,0.671465,0.0715
0.019521,0.0,0.0,0.021333,0.134376,0.207676,0.285567,0.376717,0.505675,0.583863,0.745494,0.8751,0.940046,0.96986,1.029342,0.990786,0.93357,0.876021,0.964508,0.948886,0.926773,0.896096,0.884096,0.845504,0.580942,0.072522
0.025036,0.0,0.0,0.003089,0.03719,0.076679,0.135266,0.170518,0.293613,0.38005,0.537415,0.681423,0.753004,0.805233,0.862425,0.852659,0.816671,0.807872,0.840858,0.81692,0.80393,0.747782,0.783758,0.687855,0.483275,0.073997
0.021952,0.0,0.0,0.008733,0.08042,0.150426,0.250229,0.326941,0.475015,0.52964,0.692658,0.845807,0.90867,0.967526,1.025294,1.001571,0.96412,0.935287,0.987959,0.964105,0.950168,0.912461,0.95105,0.876793,0.586046,0.082884
0.016573,0.0,0.0,0.019221,0.138866,0.23135,0.349667,0.421614,0.595134,0.630422,0.805412,0.959869,1.029197,1.08111,1.138523,1.091869,1.048772,1.005506,1.059465,1.056469,1.054386,1.04942,1.039476,1.018576,0.862442,0.057681
0.018996,0.0,0.0,0.022728,0.148259,0.239874,0.340429,0.450836,0.610706,0.65705,0.830401,0.966142,1.036096,1.082304,1.133029,1.073283,1.046409,0.998252,1.054353,1.042536,1.038087,1.032686,1.021375,0.999256,0.96654,0.048146
0.01943,0.0,0.0,0.024973,0.160359,0.253038,0.347484,0.419104,0.567264,0.629185,0.774422,0.915597,0.987022,1.040535,1.102639,1.074161,1.060251,1.0209,1.070913,1.066704,1.046823,1.042307,1.009963,1.01339,0.961583,0.049716
0.021391,0.0,0.0,0.022858,0.13282,0.198139,0.2777,0.319858,0.452878,0.537107,0.673312,0.804963,0.898732,0.921584,0.986998,0.989507,0.933691,0.890041,0.924187,0.921743,0.885213,0.871625,0.92025,0.839036,0.639401,0.044483
0.02587,0.0,0.0,0.000659,0.014198,0.045471,0.083167,0.099851,0.199902,0.235862,0.329205,0.476851,0.623402,0.654004,0.717667,0.737362,0.687399,0.66955,0.711908,0.621002,0.577235,0.486387,0.636699,0.424569,0.122238,0.047202
0.024105,0.0,0.0,0.018052,0.101981,0.154045,0.191157,0.265941,0.431664,0.459091,0.613224,0.765909,0.839237,0.872352,0.937203,0.91392,0.83518,0.808463,0.832648,0.768371,0.761661,0.678308,0.701209,0.585638,0.302605,0.058309
0.028385,0.0,0.0,0.006388,0.061195,0.121332,0.185934,0.237105,0.41411,0.458622,0.593373,0.749902,0.825604,0.874466,0.934142,0.936075,0.914382,0.882047,0.9138,0.879195,0.872033,0.832,0.847924,0.765733,0.531391,0.055917
0.024561,0.0,0.0,0.021351,0.1191,0.21128,0.270203,0.381244,0.552737,0.603935,0.764585,0.917451,0.991148,1.029459,1.07654,1.04464,0.98049,0.934284,0.98636,0.993247,0.974232,0.943009,0.921317,0.878139,0.629443,0.017465
0.033445,0.0,0.0,0.015142,0.089706,0.173165,0.267272,0.347351,0.496592,0.551667,0.66512,0.810957,0.883346,0.928776,0.978207,0.951772,0.916572,0.916854,0.925038,0.906676,0.889222,0.857652,0.888287,0.815057,0.773201,0.003076
0.029061,0.0,0.0,0.009981,0.084566,0.1603,0.251517,0.327069,0.474505,0.514727,0.659477,0.799582,0.86535,0.924546,0.972303,0.95092,0.93928,0.933142,0.947681,0.940251,0.922812,0.915871,0.918142,0.889313,0.858235,0.002523
0.03563,0.0,0.0,0.032182,0.148569,0.236994,0.346237,0.422064,0.600979,0.638015,0.771817,0.915617,0.982933,1.048826,1.101623,1.076029,1.052861,1.00373,1.054961,1.068155,1.051177,1.053802,1.038923,1.017603,0.987638,0.005083
0.035388,0.0,0.0,0.031246,0.162527,0.252045,0.336895,0.454435,0.624048,0.679524,0.8609,0.99759,1.075392,1.105883,1.149518,1.111616,1.049576,1.004441,1.053662,1.072152,1.061817,1.041934,1.060959,1.019063,0.868335,0.001305
0.035738,0.0,1e-06,0.023301,0.120217,0.207151,0.295837,0.403666,0.556147,0.603819,0.756255,0.884181,0.95006,0.990914,1.030577,1.007184,0.983114,0.960197,0.99046,0.970629,0.968486,0.96949,0.966768,0.938161,0.887944,0.003228
0.032476,0.0,1e-06,0.031737,0.146814,0.229426,0.329125,0.40818,0.557997,0.595482,0.742857,0.877201,0.937513,0.978587,1.015364,0.986572,0.970308,0.966312,0.974862,0.956612,0.951968,0.96027,0.952521,0.928542,0.889888,0.005273
0.034815,0.0,1e-06,0.016438,0.104572,0.166784,0.263898,0.306918,0.488368,0.555078,0.698191,0.842312,0.911633,0.9536,0.992907,0.978411,0.947325,0.916001,0.951717,0.937125,0.923802,0.9244,0.944638,0.880391,0.760259,0.001855
0.038468,0.0,2e-06,0.013084,0.092969,0.161117,0.261516,0.31102,0.45722,0.498199,0.633378,0.780054,0.85958,0.899737,0.940909,0.940646,0.883912,0.835944,0.88446,0.880947,0.860746,0.847264,0.885064,0.787067,0.595114,0.000846
0.041594,0.0,1e-06,0.034753,0.166162,0.244127,0.322775,0.407167,0.574608,0.615747,0.799137,0.940309,1.006196,1.035702,1.076916,1.05806,0.971866,0.900362,0.973858,0.976199,0.972726,0.960614,0.9017540000000001,0.887733,0.551437,0.001606
0.041495,0.0,0.0,0.00486,0.036502,0.08183,0.129826,0.205329,0.36977,0.401437,0.62629,0.755682,0.803316,0.845846,0.871093,0.87831,0.832913,0.807927,0.820383,0.81739,0.804766,0.800279,0.82564,0.784797,0.69811,0.004439
0.096391,0.001151,4.8e-05,0.007457,0.050461,0.097588,0.115762,0.164876,0.252374,0.359034,0.481126,0.648057,0.736527,0.803428,0.856673,0.794552,0.793816,0.749627,0.811427,0.820419,0.784419,0.766146,0.775867,0.723885,0.656874,0.005461
0.093909,0.00014,0.0,0.004801,0.045356,0.10235,0.128785,0.156821,0.24141,0.35796,0.543741,0.644914,0.724168,0.799001,0.846408,0.793887,0.778433,0.76233,0.807566,0.81306,0.775368,0.75934,0.752278,0.714738,0.634889,0.004955
0.092927,0.000643,9e-06,0.013742,0.085002,0.155133,0.213109,0.256174,0.358265,0.461693,0.510013,0.637923,0.714976,0.789809,0.829843,0.767049,0.782532,0.758059,0.792168,0.78584,0.75398,0.732092,0.752301,0.715877,0.646775,0.00538
0.094594,0.00014,2.3e-05,0.016451,0.102825,0.181196,0.250848,0.34042,0.463892,0.583708,0.702674,0.800596,0.856436,0.923965,0.956954,0.875441,0.868665,0.84859,0.890347,0.881027,0.855233,0.846063,0.840971,0.828122,0.779883,0.003261
0.088918,0.000401,7e-06,0.016939,0.111926,0.187466,0.248045,0.359222,0.475698,0.602084,0.714551,0.803005,0.848452,0.925371,0.953375,0.873424,0.882287,0.890221,0.907918,0.901888,0.876761,0.868642,0.867099,0.83415,0.773613,0.002013
0.077677,9e-06,9e-06,0.027594,0.141485,0.201262,0.261316,0.341464,0.432352,0.580854,0.710949,0.76217,0.820692,0.870156,0.91764,0.845802,0.842636,0.845779,0.870775,0.863191,0.839901,0.828388,0.819794,0.789842,0.667861,0.002257
0.07547,0.0,0.0,0.001173,0.026115,0.069254,0.108021,0.13438,0.198948,0.273276,0.453729,0.56381,0.663624,0.743002,0.77948,0.721595,0.752449,0.760051,0.767034,0.777244,0.746046,0.720769,0.745734,0.708843,0.551699,0.002667
0.072885,0.0,0.0,0.009779,0.051796,0.10401,0.150495,0.195953,0.28807,0.361418,0.533356,0.668243,0.75346,0.83025,0.874683,0.806706,0.829054,0.811258,0.827717,0.830888,0.793609,0.772957,0.809741,0.731157,0.475394,0.00352
0.070809,0.0,0.0,0.014664,0.081612,0.147967,0.199389,0.267785,0.374621,0.4864,0.627478,0.774245,0.847952,0.924887,0.972054,0.89372,0.913206,0.907091,0.922166,0.905785,0.87156,0.831398,0.858165,0.775888,0.543871,0.003314
0.068943,0.0,0.0,0.004173,0.044684,0.087374,0.130707,0.198003,0.301307,0.420427,0.588223,0.710631,0.773898,0.849493,0.892009,0.813078,0.859511,0.860247,0.86944,0.848866,0.819492,0.800381,0.80718,0.766056,0.633111,0.000948
0.072489,0.0,0.0,0.018192,0.094758,0.170743,0.229808,0.307185,0.454107,0.556465,0.748751,0.866114,0.924126,0.989712,1.033447,0.945793,0.956608,0.954744,0.967839,0.97296,0.950028,0.937222,0.932252,0.885742,0.739777,0.001492
0.074784,0.0,0.0,0.023626,0.105955,0.175778,0.228434,0.309741,0.453893,0.571366,0.773012,0.85126,0.918671,0.983649,1.016805,0.935129,0.92078,0.930751,0.939149,0.948239,0.917607,0.902733,0.945442,0.872096,0.72226,0.000183
0.075736,0.0,0.0,0.013063,0.073971,0.122449,0.1724,0.23048,0.329912,0.418586,0.606044,0.718161,0.786637,0.860264,0.909693,0.843547,0.849083,0.891052,0.879017,0.868104,0.835636,0.807512,0.847114,0.793509,0.67007,0.001181
0.074212,0.0,0.0,0.007095,0.055887,0.092773,0.140153,0.19839,0.27852,0.404571,0.569226,0.670783,0.750686,0.819834,0.875922,0.811711,0.758763,0.769925,0.791208,0.782704,0.744008,0.7044,0.727148,0.702866,0.574516,0.002239
0.071486,0.0,0.0,0.00547,0.048444,0.088259,0.134434,0.186105,0.263936,0.375718,0.49228,0.619802,0.699702,0.772852,0.814334,0.754242,0.757427,0.760558,0.784207,0.778088,0.743161,0.723951,0.730064,0.677921,0.547344,0.002083
0.076229,0.0,0.0,0.007383,0.066208,0.110145,0.163816,0.230905,0.317782,0.430343,0.559989,0.682405,0.748367,0.825193,0.867637,0.802787,0.809816,0.825472,0.837737,0.829361,0.800587,0.773321,0.802813,0.728593,0.587025,0.003481
0.077398,0.0,0.0,0.010817,0.07995,0.139223,0.20301,0.261927,0.372027,0.457025,0.641987,0.7979,0.868002,0.942042,0.99232,0.918486,0.917036,0.942137,0.933641,0.92542,0.907135,0.882896,0.889218,0.856706,0.707695,0.000185
0.067855,0.0,0.0,0.004491,0.047381,0.093651,0.157657,0.214645,0.305516,0.397304,0.621628,0.766841,0.833824,0.914716,0.969746,0.898728,0.912161,0.92197,0.929244,0.919228,0.893201,0.863973,0.889066,0.834864,0.770348,0.001268
0.065732,0.0,0.0,0.012581,0.075592,0.140281,0.222765,0.264131,0.384043,0.482607,0.650404,0.793555,0.868746,0.960393,1.019017,0.95539,0.968373,1.0063,0.995799,0.975833,0.959699,0.940945,0.929048,0.915823,0.884193,0.015179
0.070605,0.0,0.0,0.013964,0.114095,0.204171,0.314777,0.375483,0.503233,0.592179,0.765131,0.912845,0.985125,1.068995,1.118697,1.04154,1.009602,1.039683,1.042181,1.028758,1.018312,1.0057,1.007344,0.990016,0.947076,0.000258
0.077822,0.0,3e-06,0.030172,0.165786,0.269634,0.372995,0.497722,0.5957,0.686034,0.803648,0.921685,0.980124,1.044415,1.076993,0.99359,0.957094,0.986341,0.99217,0.981926,0.973041,0.966261,0.95853,0.945456,0.907862,0.002148
0.077179,0.0,3.1e-05,0.029116,0.149787,0.210909,0.286567,0.413798,0.507445,0.632126,0.765968,0.8771370000000001,0.937607,0.995047,1.035269,0.95623,0.910286,0.921872,0.911392,0.907905,0.8977,0.88462,0.884198,0.86295,0.848798,0.002516
0.069049,0.0,0.0,0.002603,0.04353,0.086306,0.132791,0.20151,0.309381,0.436892,0.654902,0.776766,0.845952,0.91104,0.960707,0.894458,0.85443,0.910998,0.907413,0.907658,0.893485,0.870996,0.886064,0.845087,0.810522,0.001081
0.069478,0.0,0.0,0.002919,0.040894,0.085559,0.131178,0.199089,0.288985,0.366283,0.597543,0.721014,0.81662,0.869946,0.929958,0.87567,0.808505,0.834343,0.865067,0.863871,0.844299,0.806942,0.827076,0.797183,0.683241,0.010838
0.063704,0.0,0.0,0.007892,0.097169,0.16142,0.249102,0.270385,0.40607,0.509201,0.686263,0.84199,0.905361,0.978884,1.034891,0.964769,0.922179,0.906491,0.94702,0.941922,0.933201,0.905776,0.927892,0.853947,0.784225,0.002189
0.057907,0.0,0.0,0.008233,0.095738,0.16661,0.255636,0.300167,0.435665,0.553549,0.73757,0.870544,0.941604,1.007554,1.053591,0.98918,0.932099,0.979116,0.968816,0.973596,0.965864,0.945663,0.945598,0.914508,0.879465,0.016226
0.051155,0.0,0.0,0.005306,0.066502,0.128898,0.211011,0.269981,0.393494,0.499132,0.654704,0.764229,0.835512,0.910248,0.964192,0.914604,0.890469,0.908139,0.903172,0.889505,0.874772,0.854919,0.862467,0.830467,0.801455,0.003472
0.046449,0.0,0.0,0.005277,0.062545,0.108605,0.16453,0.230948,0.326582,0.426224,0.570937,0.687094,0.750055,0.825898,0.876355,0.83053,0.818779,0.836277,0.840886,0.821394,0.805973,0.765666,0.802131,0.749827,0.701116,0.002525
0.051004,0.0,0.0,0.001229,0.038021,0.079862,0.140603,0.194596,0.307182,0.419896,0.587962,0.731576,0.799848,0.886083,0.946113,0.891075,0.890102,0.891579,0.900023,0.886925,0.870719,0.836457,0.876422,0.824816,0.797592,0.001481
0.047215,0.0,0.0,0.002332,0.05564,0.110846,0.187539,0.222423,0.334325,0.438142,0.635718,0.786851,0.861088,0.937108,1.00316,0.948028,0.925146,0.946129,0.934889,0.920749,0.902017,0.865088,0.879075,0.845546,0.789465,0.008036
0.055486,0.0,0.0,0.008395,0.079987,0.135695,0.208745,0.283148,0.438548,0.524346,0.735073,0.894473,0.963757,1.037033,1.090785,1.030708,1.000886,0.963436,1.020939,1.029707,1.021798,0.996394,0.982213,0.956725,0.892263,0.015661
0.052393,0.0,0.0,0.00278,0.047062,0.092402,0.177579,0.232258,0.384353,0.482943,0.689214,0.822968,0.892272,0.964018,1.025751,0.975299,0.948801,0.933293,0.967059,0.970519,0.951297,0.931877,0.956028,0.90136,0.833975,0.012124
0.046299,0.0,0.0,0.006501,0.091246,0.149318,0.255834,0.33077,0.474818,0.568545,0.663961,0.816924,0.884457,0.969823,1.02963,0.979357,0.96057,0.966678,0.96146,0.957139,0.940477,0.924339,0.954472,0.907758,0.898048,0.008206
0.036051,0.0,0.0,0.009681,0.10123,0.159971,0.247464,0.347838,0.503893,0.590591,0.745657,0.87312,0.941724,1.0188,1.069214,1.019416,0.97911,0.986008,0.986922,0.991174,0.975446,0.969099,0.971172,0.946681,0.909516,0.004982
0.042813,0.0,0.0,0.002042,0.054577,0.114036,0.176774,0.289065,0.463799,0.549172,0.69758,0.825808,0.901623,0.941444,1.015234,0.960715,0.884386,0.903738,0.89273,0.908124,0.863659,0.847035,0.84192,0.816724,0.743257,0.006627
0.044178,0.0,0.0,0.009636,0.09505,0.152163,0.187047,0.277419,0.429971,0.529856,0.678768,0.802525,0.868592,0.906645,0.974031,0.924216,0.857599,0.882035,0.876106,0.86975,0.830586,0.769666,0.844931,0.77142,0.697698,0.024428
0.04724,0.0,0.0,0.001436,0.029447,0.071005,0.11192,0.159941,0.272107,0.339101,0.578227,0.71492,0.81157,0.874635,0.940602,0.903007,0.873959,0.879327,0.892781,0.900503,0.876315,0.856262,0.87342,0.853242,0.808801,0.004683
0.054113,0.0,0.0,0.004195,0.043735,0.088482,0.143618,0.160229,0.256502,0.308749,0.499999,0.653296,0.775325,0.83467,0.913079,0.879541,0.833727,0.804499,0.84643,0.86305,0.830038,0.811842,0.792896,0.770857,0.707499,0.006188
0.054074,0.0,0.0,0.00073,0.009485,0.026896,0.066245,0.080074,0.177359,0.204198,0.361981,0.530792,0.676817,0.755924,0.826967,0.815713,0.792908,0.759018,0.816088,0.812551,0.780546,0.745506,0.770497,0.709059,0.592742,0.003688
0.049374,0.0,0.0,0.004358,0.054076,0.112932,0.176823,0.224338,0.373026,0.404131,0.60799,0.787118,0.871741,0.916756,1.009316,0.970872,0.888775,0.798917,0.88704,0.887838,0.847615,0.793719,0.820279,0.744952,0.611153,0.010598
0.05081,0.0,0.0,0.003306,0.039259,0.076246,0.143508,0.161974,0.289813,0.361857,0.572546,0.71748,0.795532,0.86583,0.928811,0.901052,0.890115,0.889719,0.917978,0.911613,0.889301,0.867895,0.881941,0.846152,0.806234,0.006927
0.051259,0.0,0.0,0.014145,0.099106,0.186528,0.301195,0.379807,0.521376,0.557385,0.705679,0.887867,0.962381,1.023004,1.09099,1.049571,1.027372,0.990176,1.036484,1.044823,1.029163,1.02104,1.024464,0.971397,0.865233,0.005183
0.052932,0.0,0.0,0.016273,0.125174,0.217043,0.310224,0.380482,0.528933,0.603453,0.771379,0.90421,0.972161,1.012585,1.069765,1.01815,0.990465,0.955723,0.988356,0.998803,0.987422,0.976051,0.988499,0.938878,0.813953,0.000744
0.057767,0.0,0.0,0.008951,0.081195,0.150045,0.217982,0.282242,0.447106,0.536268,0.712769,0.848876,0.909628,0.96209,1.007202,0.968124,0.936214,0.927029,0.943814,0.951223,0.93489,0.913776,0.945738,0.878706,0.774227,0.004435
0.061012,0.0,0.0,0.009208,0.093239,0.155711,0.228495,0.270275,0.396107,0.473908,0.639025,0.787564,0.872495,0.918826,0.993074,0.965313,0.925735,0.93878,0.935666,0.933006,0.902656,0.897353,0.921989,0.85503,0.802649,0.015581
0.058153,0.0,0.0,0.00055,0.011656,0.034931,0.079015,0.076148,0.154438,0.189302,0.357582,0.50075,0.586831,0.627243,0.685207,0.707516,0.669886,0.663005,0.677646,0.674512,0.628149,0.582832,0.67007,0.567854,0.549807,0.006717
0.068591,0.0,0.0,0.000824,0.020188,0.051775,0.099044,0.148416,0.28765,0.34526,0.496095,0.665267,0.74224,0.814234,0.871948,0.833054,0.833799,0.864536,0.860624,0.862634,0.847063,0.834723,0.84382,0.811023,0.783695,0.005249
0.072457,0.0,0.0,0.01481,0.109251,0.169955,0.225904,0.32412,0.459633,0.531986,0.703876,0.856555,0.929934,0.988046,1.053757,1.021136,1.002602,1.001332,1.011409,1.022387,1.001386,1.007145,0.994967,0.975362,0.905024,0.004874
0.071772,0.0,0.0,0.001012,0.013616,0.036676,0.072064,0.124916,0.224159,0.287189,0.53872,0.68876,0.754486,0.820674,0.87636,0.858004,0.840327,0.835122,0.849759,0.868689,0.835972,0.825463,0.844005,0.777852,0.7566,0.000618
0.073573,0.0,0.0,0.009991,0.087616,0.163034,0.217217,0.329242,0.473826,0.50401,0.725831,0.887471,0.965898,1.0085,1.077822,1.029836,0.953756,0.960549,0.961156,0.981146,0.95521,0.936243,0.964482,0.893703,0.812681,0.001414
0.081685,0.0,0.0,0.016574,0.117719,0.213973,0.282357,0.384035,0.562082,0.617583,0.701864,0.857253,0.926516,0.971003,1.014428,0.968125,0.910775,0.914916,0.927021,0.913071,0.896722,0.87812,0.932811,0.837419,0.723742,0.001274
0.076397,0.0,0.0,0.017725,0.137687,0.232705,0.29457,0.384999,0.545429,0.606718,0.748886,0.890074,0.957194,1.010156,1.054946,1.006203,0.971587,0.95539,0.989589,0.979487,0.963844,0.953124,1.002567,0.906733,0.837433,0.001446
0.081476,0.0,0.0,0.032843,0.142309,0.240767,0.330573,0.403815,0.550941,0.613364,0.788312,0.920992,0.981809,1.035018,1.078369,1.040043,1.020413,1.001588,1.038053,1.045081,1.030017,1.02153,1.055496,0.99103,0.947315,0.00241
0.076985,0.0,0.0,0.035524,0.161251,0.262761,0.365937,0.42547,0.586565,0.654991,0.813174,0.945446,1.019029,1.076972,1.126904,1.087855,1.067603,1.042873,1.066926,1.086867,1.063079,1.064529,1.091859,1.037849,0.998507,0.007781
0.072787,0.0,0.0,0.023075,0.116184,0.202136,0.27055,0.381499,0.55784,0.613237,0.801571,0.943262,1.012118,1.065997,1.099804,1.056553,1.007542,0.988639,1.03192,1.042602,1.027206,1.017352,1.085955,0.97551,0.978412,0.006023
0.067509,0.0,0.0,0.022807,0.132782,0.203826,0.28611,0.392868,0.563486,0.626882,0.808126,0.959253,1.028637,1.077819,1.125833,1.08274,1.020853,0.973502,1.028088,1.041271,1.031188,1.010456,1.054907,1.003185,0.863943,0.001448
0.0666,0.0,8e-06,0.021645,0.134974,0.210441,0.323924,0.419379,0.568606,0.622301,0.724364,0.88243,0.953837,1.009856,1.059107,1.021578,0.985408,0.953867,0.979236,0.995318,0.986762,0.962056,1.006719,0.95962,0.823259,0.00553
0.065178,0.0,2e-06,0.034032,0.156791,0.246496,0.289988,0.413764,0.572315,0.624916,0.835092,0.991831,1.056372,1.106524,1.141388,1.10484,1.026252,0.947689,1.023282,1.051613,1.026972,1.031542,1.007874,1.009592,0.886584,0.002091
0.060643,0.0,0.0,0.003119,0.023374,0.068434,0.102617,0.198262,0.329159,0.319668,0.550599,0.709063,0.775668,0.837721,0.874575,0.866884,0.863293,0.840325,0.862813,0.871723,0.848067,0.838375,0.852447,0.793589,0.761015,0.003858
0.107401,0.019832,0.0,2.1e-05,0.01004,0.026061,0.032289,0.065435,0.09347,0.222332,0.28887,0.410906,0.511151,0.599243,0.679164,0.599082,0.672063,0.661753,0.714062,0.738312,0.690306,0.684205,0.695126,0.660422,0.572199,0.011399
0.101917,0.014669,0.0,0.000169,0.013952,0.033451,0.039724,0.073773,0.115263,0.250481,0.323332,0.445557,0.567498,0.660957,0.741188,0.663325,0.696024,0.679436,0.722387,0.754328,0.700326,0.709029,0.697403,0.680392,0.55263,0.011606
0.096699,0.014948,0.0,0.0,0.003913,0.012119,0.024228,0.022131,0.031174,0.136118,0.151745,0.214115,0.296071,0.399416,0.482667,0.47982,0.52208,0.480304,0.542602,0.563745,0.49525,0.475652,0.50321,0.431886,0.368377,0.005343
0.097934,0.013177,0.0,0.000598,0.015285,0.038578,0.063665,0.096745,0.144611,0.259693,0.270882,0.438299,0.527317,0.633938,0.701756,0.593979,0.716312,0.709079,0.73153,0.743203,0.699914,0.653335,0.720535,0.619929,0.483075,0.007049
0.104136,0.019778,1e-05,0.015919,0.105788,0.174145,0.22681,0.302986,0.432081,0.580791,0.67123,0.835612,0.897103,0.99732,1.04575,0.928016,0.978177,0.95941,0.994565,1.004448,0.973117,0.973736,0.941493,0.938614,0.72343,0.002328
0.102757,0.014185,1e-05,0.017408,0.112437,0.166007,0.191836,0.275099,0.367171,0.540809,0.743203,0.807957,0.876302,0.953981,1.015727,0.913357,0.86569,0.878536,0.91659,0.938206,0.879051,0.821753,0.80099,0.727423,0.494102,0.001437
0.097096,0.005148,0.0,0.000158,0.008203,0.020695,0.029177,0.050474,0.075803,0.176881,0.263856,0.367345,0.467989,0.56242,0.628941,0.578634,0.61555,0.585888,0.631519,0.649324,0.588537,0.550262,0.556016,0.470575,0.311362,0.010392
0.091119,0.003927,0.0,8.9e-05,0.010538,0.024485,0.032458,0.072754,0.119645,0.22396,0.297718,0.436871,0.522827,0.637703,0.686682,0.60167,0.711045,0.695953,0.720546,0.712878,0.670339,0.610962,0.609594,0.576116,0.408047,0.007997
0.103877,0.006261,3e-06,0.015427,0.10522,0.168121,0.217684,0.300097,0.429007,0.552839,0.725478,0.901277,0.968572,1.065848,1.122228,1.000199,1.009885,0.999244,1.031903,1.044477,1.014727,1.001372,0.898787,0.980557,0.760208,0.00243
0.104286,0.00411,0.0,0.011216,0.100948,0.163398,0.22547,0.302652,0.428837,0.571972,0.736415,0.855448,0.918627,1.004054,1.061407,0.952748,0.98733,0.985787,1.006431,1.024757,0.990608,0.984974,0.965844,0.965662,0.831552,0.001825
0.103939,0.002485,0.0,0.018026,0.111172,0.185399,0.263981,0.33484,0.457029,0.604749,0.729972,0.851284,0.919587,1.005888,1.055415,0.948321,0.996118,1.010062,1.023039,1.033168,0.995926,0.992576,0.946094,0.974222,0.898726,0.000454
0.098198,0.001499,0.0,0.013011,0.09179,0.155999,0.225461,0.300453,0.400335,0.560897,0.674513,0.778216,0.842183,0.932931,0.980611,0.881499,0.907986,0.926715,0.942706,0.949971,0.9131,0.898591,0.896348,0.880412,0.811122,0.002254
