ch0412,ch0415,ch0427,ch0506,ch0516,ch0520,ch0523,ch0527,ch0531,ch0602,ch0614,ch0617,ch0620,ch0623,ch0627,ch0630,ch0708,ch0713,ch0716,ch0719,ch0721,ch0725,ch0728,ch0802,ch0808,ch0812
0.174213,0.0,0.0,0.119182,0.297537,0.375493,0.497517,0.588182,0.670431,0.735715,0.928899,1.027802,1.121737,1.196567,1.242789,1.241706,1.177498,1.264425,1.221811,1.152523,1.189434,1.182617,1.218165,1.226126,1.162594,0.472679
0.168492,0.0,0.0,0.098024,0.268529,0.364805,0.492687,0.580228,0.659351,0.741556,0.921601,1.050542,1.149522,1.238125,1.318785,1.321575,1.286735,1.331491,1.294433,1.22261,1.237615,1.26659,1.305693,1.318574,1.211328,0.606692
0.158156,0.0,0.0,0.013396,0.056573,0.123006,0.19402,0.258889,0.322654,0.406467,0.689821,0.811548,0.939246,1.040973,1.13128,1.187221,1.107207,1.173908,1.141963,1.114487,1.145376,1.149366,1.111733,1.169352,1.082951,0.312464
0.155295,0.004052,0.0,0.136487,0.29069,0.404428,0.52293,0.636324,0.711497,0.783957,1.004849,1.135397,1.233344,1.299884,1.354367,1.346184,1.281308,1.290047,1.265061,1.206489,1.24228,1.271012,1.18488,1.278582,1.217961,0.577156
0.149192,0.000121,0.000509,0.13291,0.296618,0.394007,0.530754,0.626103,0.70864,0.78794,0.964462,1.057549,1.144633,1.201136,1.260085,1.245643,1.152006,1.279004,1.23235,1.175233,1.21206,1.179326,1.165345,1.201013,1.148388,0.602227
0.145859,0.0,0.000588,0.116581,0.274122,0.376937,0.494474,0.594073,0.633896,0.695731,0.870864,0.962539,1.052078,1.111911,1.176939,1.164859,1.112581,1.15944,1.155238,1.105762,1.118241,1.118196,1.137002,1.14638,1.135572,0.356412
0.138836,0.0,0.000139,0.140702,0.310101,0.413322,0.5192,0.601857,0.670441,0.740907,0.926477,1.015545,1.085719,1.145183,1.192745,1.183283,1.123841,1.193179,1.169669,1.119498,1.134728,1.13875,1.141259,1.144316,1.077094,0.437056
0.134291,0.0,0.011689,0.159661,0.342347,0.471828,0.583502,0.688891,0.760686,0.83095,1.077474,1.142419,1.216465,1.279961,1.31267,1.278818,1.255469,1.282347,1.254876,1.211145,1.239337,1.284823,1.189738,1.288277,1.24233,0.454795
0.134253,0.01255,0.020578,0.093704,0.207298,0.302676,0.395563,0.499761,0.492753,0.575981,0.888396,0.973257,1.06468,1.112254,1.178036,1.147066,1.150626,1.169776,1.15186,1.103419,1.1385,1.201124,1.128194,1.159865,1.129629,0.447476
0.191876,0.127834,0.031248,0.187622,0.351041,0.46765,0.56514,0.612315,0.698956,0.830162,1.052162,1.085591,1.124571,1.228929,1.269705,1.260866,1.211783,1.270964,1.209014,1.145803,1.194366,1.211551,1.209751,1.207509,1.244666,0.975239
0.197372,0.122398,0.024349,0.178536,0.363288,0.457584,0.564912,0.617676,0.689988,0.823676,1.082113,1.130037,1.161364,1.255199,1.299126,1.291617,1.234375,1.319987,1.248463,1.19601,1.244814,1.259674,1.271826,1.282305,1.300242,1.298662
0.194034,0.111089,0.026736,0.175469,0.345491,0.463986,0.563278,0.596621,0.674788,0.806964,1.026006,1.057906,1.106414,1.21299,1.274133,1.260176,1.22476,1.285777,1.275962,1.231473,1.273997,1.286381,1.284147,1.339696,1.311285,1.247619
0.191729,0.119582,0.022481,0.169833,0.334157,0.450385,0.572043,0.6393,0.731846,0.848974,1.033702,1.092883,1.158836,1.279308,1.3295,1.310379,1.245297,1.335887,1.290785,1.246586,1.298883,1.3104,1.321821,1.36375,1.39315,1.246583
0.190187,0.119629,0.016704,0.152995,0.292119,0.405044,0.484101,0.516232,0.587878,0.71773,0.904416,0.941967,0.976218,1.078806,1.122024,1.117251,1.077084,1.128496,1.114163,1.079749,1.12506,1.130844,1.143226,1.15614,1.20166,1.155966
0.184477,0.11505,0.011617,0.116023,0.263658,0.368574,0.455087,0.49541,0.596127,0.717959,0.869647,0.946338,0.988377,1.098829,1.142877,1.161383,1.130937,1.212028,1.167061,1.12108,1.158339,1.145929,1.181941,1.166026,1.183561,1.102502
0.187447,0.106945,0.016389,0.209883,0.414186,0.524995,0.651583,0.691514,0.773312,0.888976,1.065826,1.148062,1.171751,1.268124,1.311137,1.293641,1.265817,1.291144,1.274503,1.219291,1.263285,1.268169,1.291514,1.309874,1.319844,1.28421
0.183747,0.104228,0.02926,0.211116,0.404872,0.522259,0.652902,0.733117,0.827289,0.941377,1.180369,1.244307,1.271854,1.373277,1.404697,1.367695,1.320083,1.348491,1.336706,1.286408,1.314228,1.325798,1.362474,1.36156,1.378253,1.253049
0.172026,0.097643,0.025381,0.212468,0.42062,0.533633,0.654419,0.727551,0.811928,0.938155,1.103883,1.18142,1.215239,1.307619,1.331211,1.302385,1.280153,1.351291,1.315201,1.278911,1.319606,1.326219,1.325792,1.337311,1.355725,1.200983
0.168526,0.098391,0.021257,0.212398,0.406966,0.515201,0.634511,0.69273,0.78924,0.906927,1.049996,1.119039,1.188849,1.256205,1.326861,1.313551,1.218994,1.304438,1.277209,1.223949,1.250825,1.245291,1.271575,1.299359,1.322814,1.250196
0.166087,0.079697,0.016925,0.209223,0.415853,0.517431,0.626425,0.694644,0.759888,0.874948,1.064617,1.136021,1.157404,1.277304,1.323657,1.299021,1.28864,1.330593,1.31786,1.264114,1.292483,1.294003,1.29756,1.330404,1.339424,1.344666
0.15519,0.085523,0.004887,0.17357,0.341718,0.433017,0.532026,0.607906,0.713038,0.829603,1.039537,1.117645,1.148009,1.260038,1.32257,1.286011,1.244807,1.282592,1.278047,1.232366,1.254736,1.258637,1.269799,1.298531,1.308533,1.33034
0.149449,0.102602,0.007345,0.195643,0.389095,0.499944,0.627259,0.706341,0.793173,0.902108,1.135275,1.190193,1.220607,1.326046,1.371491,1.335832,1.261886,1.301322,1.274465,1.233677,1.261908,1.290399,1.313538,1.370557,1.429733,1.382834
0.152172,0.103199,0.011975,0.216147,0.393272,0.51293,0.642529,0.707818,0.781716,0.886239,1.120861,1.184435,1.22295,1.327464,1.379695,1.351744,1.290792,1.345287,1.2892,1.234092,1.265576,1.269808,1.276952,1.323874,1.349226,1.264548
0.152524,0.095305,0.022036,0.228683,0.408503,0.526087,0.646301,0.714296,0.785876,0.894108,1.12235,1.198818,1.230781,1.325609,1.362405,1.334842,1.280944,1.296294,1.263935,1.223598,1.25262,1.269509,1.284497,1.339024,1.342724,1.240756
0.143149,0.093624,0.001223,0.019167,0.106598,0.202035,0.307682,0.360934,0.442341,0.610238,0.882549,0.890993,0.946588,1.0506,1.158054,1.155821,1.113472,1.130388,1.162365,1.115452,1.149979,1.159457,1.146717,1.185888,1.187708,1.108031
0.136253,0.104262,0.035246,0.228142,0.422324,0.536102,0.671352,0.755455,0.84479,0.952766,1.110852,1.178408,1.227189,1.327536,1.378146,1.340726,1.279683,1.356983,1.300012,1.25763,1.295137,1.312015,1.321594,1.405617,1.398314,1.300109
0.133737,0.110104,0.016278,0.204527,0.370449,0.482854,0.628801,0.682535,0.758542,0.866608,1.060539,1.124539,1.157065,1.26626,1.316556,1.291787,1.219179,1.296409,1.266268,1.228289,1.247892,1.261273,1.276441,1.297131,1.304278,1.25591
0.116682,0.104509,0.00836,0.072769,0.195541,0.30516,0.41083,0.491887,0.578826,0.722828,1.019465,1.012096,1.060243,1.180492,1.225351,1.227907,1.154982,1.224095,1.264465,1.2261,1.255369,1.255471,1.252891,1.266235,1.259213,1.174177
0.113012,0.102858,0.018506,0.169278,0.348179,0.451803,0.585547,0.672919,0.752275,0.861004,1.074282,1.135656,1.20027,1.317573,1.387737,1.364796,1.284694,1.372172,1.325409,1.269919,1.316671,1.300341,1.290468,1.324424,1.312034,1.278731
0.104121,0.107553,0.019575,0.162697,0.320057,0.442323,0.592917,0.615242,0.701673,0.814999,0.988661,1.057315,1.118221,1.227981,1.294602,1.26279,1.225346,1.306191,1.273936,1.21211,1.26597,1.273653,1.272679,1.3120560000000001,1.317887,1.235755
0.094727,0.10975,0.018472,0.030584,0.127963,0.236464,0.333529,0.297539,0.395204,0.583394,0.948818,0.942333,0.99536,1.073045,1.1597,1.130469,1.073733,1.19327,1.09733,1.064297,1.087374,1.112423,1.12378,1.149585,1.158928,1.023441
0.091059,0.120166,0.019597,0.192606,0.384467,0.506404,0.642764,0.751061,0.862456,0.964527,1.128663,1.174346,1.233044,1.338604,1.353316,1.33927,1.168188,1.163641,1.129498,1.09284,1.142101,1.170957,1.173847,1.221126,1.268337,0.813767
0.074158,0.119465,0.018521,0.198811,0.372067,0.484659,0.621133,0.69994,0.771635,0.877471,1.085498,1.135213,1.19628,1.272776,1.295658,1.276935,1.18052,1.266276,1.208879,1.16614,1.200935,1.203333,1.222273,1.255309,1.263355,1.061142
0.07168,0.11695,0.0171,0.117001,0.246801,0.34563,0.474862,0.519153,0.559981,0.661369,0.866743,0.863828,0.925016,1.007173,1.065275,1.057735,1.012203,1.058505,1.054125,1.057874,1.067246,1.076816,1.054977,1.102128,1.085289,1.058448
0.063991,0.106995,0.015917,0.117801,0.255051,0.371255,0.49879,0.595992,0.66684,0.7688,0.891077,0.948199,1.004777,1.080467,1.152363,1.150341,1.082351,1.147903,1.112654,1.076992,1.111229,1.115764,1.112485,1.136878,1.141621,1.02344
0.063584,0.113456,0.009552,0.129939,0.28727,0.410207,0.569762,0.634477,0.697527,0.799657,0.98761,1.064765,1.148598,1.211624,1.264253,1.232528,1.128197,1.163097,1.11251,1.079317,1.104784,1.105289,1.099009,1.142359,1.157631,1.089485
0.06015,0.103975,0.006363,0.08363,0.17359,0.292939,0.388219,0.472477,0.544129,0.666256,0.90829,0.954822,1.020364,1.105426,1.157114,1.166624,1.023977,1.129855,1.093416,1.046112,1.084765,1.089276,1.093607,1.12717,1.138865,0.997305
0.056553,0.102132,0.020165,0.16201,0.319844,0.433167,0.560683,0.649567,0.730676,0.833917,1.023776,1.089351,1.169142,1.253094,1.301182,1.286028,1.084432,1.133992,1.104347,1.084627,1.119096,1.127121,1.135723,1.179228,1.181667,1.144296
0.056054,0.100165,0.006554,0.037743,0.131976,0.254937,0.370697,0.360289,0.444035,0.563963,0.813657,0.85488,0.919205,1.012314,1.062254,1.056344,1.023541,1.036535,1.030922,1.010499,1.031946,1.026554,1.01507,1.073298,1.046372,1.016432
0.053888,0.097992,0.022015,0.115118,0.244084,0.354037,0.503761,0.570404,0.652294,0.752349,0.970704,1.022768,1.086178,1.161441,1.211004,1.181897,1.105501,1.089669,1.082077,1.032294,1.058372,1.0687,1.06058,1.100811,1.134929,0.979711
0.051765,0.101532,0.001261,0.074901,0.179607,0.298923,0.406613,0.416917,0.477776,0.587447,0.78876,0.838347,0.90744,0.983945,1.049467,1.091284,0.960119,1.007482,0.995316,0.949628,0.995323,1.005147,0.989237,1.041113,1.070437,0.998211
0.053141,0.099128,0.00072,0.074619,0.207766,0.318184,0.440557,0.51847,0.628368,0.730118,0.945846,1.032636,1.100717,1.189451,1.252314,1.263069,1.150368,1.162531,1.154143,1.108992,1.142915,1.143975,1.143844,1.198345,1.206074,1.067237
0.054718,0.087235,0.005556,0.102845,0.271702,0.387255,0.559281,0.604208,0.704634,0.802639,1.001514,1.091215,1.14502,1.235721,1.287877,1.276347,1.179011,1.157483,1.12941,1.070639,1.109702,1.097491,1.094049,1.144744,1.179055,1.146912
0.055826,0.083309,0.001255,0.090095,0.24631,0.368362,0.470741,0.522493,0.636513,0.737665,1.002145,1.071415,1.121369,1.202719,1.25129,1.246377,1.108613,1.213358,1.146315,1.099053,1.133452,1.132013,1.124781,1.195011,1.183224,1.016001
0.06518,0.07492,0.003991,0.139631,0.32647,0.43953,0.576929,0.678769,0.761467,0.852588,1.09587,1.154966,1.205392,1.290287,1.322486,1.307308,1.229227,1.282207,1.231194,1.182836,1.227311,1.225379,1.230347,1.300517,1.317488,1.01312
0.065109,0.069404,0.000553,0.115795,0.264883,0.372729,0.514638,0.626663,0.722584,0.812162,1.051344,1.124081,1.167524,1.246169,1.299399,1.29583,1.21848,1.244602,1.236133,1.173644,1.209816,1.214214,1.223087,1.273415,1.281723,1.119643
0.069393,0.06609,0.023959,0.108519,0.280934,0.380446,0.526979,0.604234,0.68185,0.771688,0.988867,1.067262,1.121793,1.215088,1.254558,1.245257,1.147114,1.168646,1.144638,1.095713,1.130997,1.137552,1.144304,1.180695,1.215391,1.083626
0.079928,0.054063,0.024756,0.108796,0.246199,0.367269,0.498372,0.589577,0.663194,0.750072,1.010975,1.06348,1.119478,1.19997,1.254797,1.237744,1.147633,1.155957,1.122711,1.079938,1.116627,1.121801,1.130994,1.163439,1.194715,1.186351
0.084209,0.052168,0.004835,0.1005,0.23844,0.343271,0.452514,0.565257,0.66305,0.754467,0.997465,1.051908,1.097195,1.186261,1.233734,1.215955,1.170201,1.11124,1.115356,1.076538,1.103157,1.10547,1.108317,1.154658,1.183979,1.171802
0.095384,0.045537,0.002286,0.065452,0.221443,0.345564,0.478329,0.553955,0.629517,0.717018,0.954092,1.033683,1.097803,1.178634,1.244903,1.235452,1.081847,1.095866,1.120686,1.064629,1.101539,1.100927,1.09267,1.129312,1.159538,1.135959
0.098003,0.046473,0.0,0.012282,0.16642,0.309017,0.46399,0.246909,0.345617,0.430605,0.745034,0.791491,0.891343,0.978176,1.058052,1.087973,0.952154,0.967918,0.992949,0.955098,0.99969,1.027524,1.019047,1.051722,1.057757,0.996247
0.104568,0.048102,0.001029,0.063529,0.186306,0.2965,0.408515,0.507761,0.604863,0.687926,0.911461,1.022213,1.094156,1.191929,1.251245,1.24659,1.171881,1.115439,1.070887,1.033749,1.063838,1.059567,1.046646,1.109635,1.127494,1.119478
0.113706,0.044078,0.0,0.006834,0.047385,0.13357,0.224204,0.166437,0.199012,0.266881,0.691938,0.710813,0.866078,0.957011,1.059151,1.073806,0.988469,0.936618,0.933511,0.880531,0.894709,0.880098,0.868442,0.912968,0.921806,0.85642
0.118576,0.043539,0.0,0.119111,0.268532,0.375097,0.506199,0.617047,0.707009,0.783148,0.987775,1.08814,1.143021,1.236025,1.295123,1.296133,1.204285,1.161316,1.164379,1.135327,1.165027,1.160071,1.182355,1.225194,1.266832,1.247129
0.131748,0.052553,0.002117,0.123731,0.308884,0.410767,0.552769,0.620315,0.693839,0.780184,0.991573,1.071418,1.119347,1.199267,1.232558,1.246578,1.180868,1.173479,1.148151,1.116852,1.137476,1.158321,1.153487,1.200476,1.245908,1.26992
0.13748,0.045292,0.002476,0.129571,0.292355,0.415812,0.594801,0.622108,0.701707,0.788622,1.055585,1.109846,1.16072,1.230027,1.298941,1.29725,1.240233,1.214583,1.209745,1.176341,1.211092,1.208987,1.21203,1.272445,1.300399,1.258767
0.132703,0.039575,0.003005,0.128158,0.272048,0.405589,0.588982,0.623403,0.693068,0.766334,0.971417,1.054196,1.115969,1.215017,1.262429,1.264491,1.198805,1.120156,1.142288,1.109191,1.148145,1.148154,1.165212,1.179232,1.223671,1.157164
0.133195,0.045471,0.006848,0.056394,0.195813,0.369453,0.571471,0.383215,0.534944,0.607212,0.788188,0.843748,0.907486,1.004615,1.079199,1.107445,0.941763,0.90426,0.936344,0.913124,0.945814,0.947885,0.933521,0.957574,0.974918,0.868416
0.138024,0.04529,0.001076,0.115765,0.25099,0.383852,0.54175,0.522515,0.628608,0.716468,0.956877,1.010006,1.086446,1.206629,1.261275,1.260517,1.084934,1.022668,1.007782,0.992616,1.03387,1.036521,1.028536,1.049164,1.087732,0.90322
0.136098,0.042414,0.015595,0.033668,0.095568,0.171929,0.281727,0.152571,0.185756,0.291335,0.823458,0.815911,0.926022,1.006457,1.083832,1.080322,1.014054,0.930256,0.932176,0.893258,0.913041,0.887761,0.874685,0.903813,0.922914,0.839214
0.136131,0.034163,0.005396,0.147029,0.311243,0.44841,0.59396,0.669447,0.751265,0.825271,1.036977,1.128753,1.193474,1.301515,1.339899,1.344901,1.195593,1.115184,1.10968,1.057746,1.082455,1.075309,1.064734,1.106964,1.152309,1.074594
0.142057,0.036333,0.015056,0.020493,0.075324,0.126207,0.197902,0.149738,0.215609,0.302697,0.836062,0.878236,0.96956,1.013263,1.113256,1.134346,0.991832,0.887984,0.934672,0.953555,0.990934,0.946489,0.88933,0.966629,0.965007,0.920802
0.142113,0.048793,0.004475,0.016305,0.084667,0.177776,0.124038,0.082995,0.107853,0.179628,0.81719,0.808124,0.92336,0.980476,1.075615,1.081786,1.02041,0.886539,0.903272,0.88667,0.900666,0.839128,0.807765,0.875972,0.898119,0.897897
0.145386,0.049794,0.003069,0.111303,0.256541,0.370234,0.499509,0.588531,0.650219,0.736976,0.974256,1.032212,1.095961,1.198251,1.240318,1.240586,1.109872,1.06111,1.052425,1.004542,1.033272,1.035713,1.042165,1.088611,1.085425,1.108789
0.129498,0.041479,0.005534,0.13786,0.299697,0.414664,0.547908,0.598488,0.690193,0.761437,0.977995,1.058054,1.1082,1.177444,1.211043,1.206355,1.097282,1.054994,1.032083,0.997875,1.030296,1.041737,1.047558,1.119641,1.151957,1.129416
0.189601,0.0,0.000433,0.043622,0.16509,0.272293,0.262706,0.262088,0.348459,0.47996,0.679428,0.745373,0.84419,0.886234,1.019512,1.063649,1.074955,1.079697,1.142424,1.123756,1.159285,1.257569,1.245507,1.298191,1.320011,1.225651
0.186946,0.000423,0.016231,0.221811,0.376986,0.475962,0.579032,0.631466,0.694033,0.817734,1.06894,1.071715,1.112387,1.176808,1.218842,1.197045,1.176311,1.142875,1.153792,1.117349,1.157927,1.171346,1.168613,1.222385,1.256176,1.21374
0.174601,4.2e-05,0.003058,0.185896,0.353779,0.442383,0.552128,0.603078,0.673901,0.78639,0.977472,0.991182,1.046662,1.122277,1.18684,1.193519,1.1758,1.149237,1.213154,1.191099,1.231973,1.267621,1.256771,1.286325,1.286069,1.230575
0.169743,0.000837,0.009231,0.198064,0.380813,0.480168,0.599825,0.665376,0.757553,0.869222,1.079071,1.105537,1.197793,1.258127,1.288991,1.343731,1.311637,1.293529,1.312426,1.291661,1.325278,1.333704,1.347722,1.380107,1.392348,1.305298
0.157415,0.0,0.016837,0.222982,0.403863,0.524452,0.644829,0.730356,0.826021,0.92616,1.193239,1.234036,1.287285,1.377677,1.42094,1.391126,1.413277,1.353143,1.354486,1.315302,1.356843,1.371272,1.37585,1.419587,1.423813,1.341381
0.155712,0.0,0.000792,0.183939,0.33407,0.458991,0.574724,0.649047,0.744443,0.850762,1.085503,1.131655,1.196882,1.306473,1.344831,1.310208,1.305731,1.280663,1.275434,1.249064,1.306497,1.317958,1.306705,1.332294,1.345426,1.298155
0.157018,0.000469,0.007395,0.197301,0.348747,0.458386,0.5554,0.606043,0.690091,0.801628,1.042275,1.077955,1.144795,1.236664,1.295487,1.276148,1.232928,1.277339,1.272996,1.22294,1.257248,1.277072,1.282641,1.309541,1.334589,1.317014
0.150475,0.001146,0.004755,0.174626,0.323674,0.437485,0.562475,0.640151,0.731403,0.847527,1.083672,1.13609,1.191863,1.27943,1.31497,1.292402,1.284353,1.270201,1.255781,1.21713,1.253375,1.275377,1.277783,1.307962,1.32424,1.229494
0.161513,0.003279,0.004149,0.166847,0.31034,0.408142,0.566148,0.622083,0.715034,0.820933,0.920794,0.966955,1.027019,1.085891,1.170305,1.19386,1.134474,1.098334,1.106326,1.071658,1.115954,1.127126,1.109475,1.152433,1.164537,1.116718
0.148041,0.000236,0.016299,0.212177,0.417854,0.529506,0.651566,0.718009,0.806906,0.911293,1.088185,1.143803,1.189324,1.265323,1.343469,1.305821,1.268576,1.238556,1.267453,1.212213,1.239866,1.263133,1.26091,1.313591,1.325443,1.258752
0.130044,0.0,0.0,0.106234,0.247583,0.326861,0.445893,0.524857,0.631929,0.755942,1.024966,1.039377,1.086769,1.166814,1.266164,1.236649,1.175966,1.202365,1.192917,1.147326,1.168509,1.186312,1.174905,1.199866,1.189208,1.150733
0.127405,0.001889,0.001702,0.187655,0.353314,0.466886,0.604951,0.700136,0.768516,0.882171,1.109052,1.143242,1.198332,1.27177,1.316524,1.292572,1.289577,1.29053,1.282357,1.215552,1.246966,1.289361,1.296243,1.358457,1.389532,1.418413
0.126959,0.006998,0.000986,0.198401,0.363621,0.470516,0.614948,0.694717,0.761674,0.864345,1.130024,1.183988,1.224782,1.302259,1.337397,1.303513,1.309273,1.305237,1.308076,1.254425,1.274331,1.313189,1.313729,1.377301,1.39663,1.26079
0.125672,0.003404,0.002991,0.172642,0.3141,0.417393,0.533694,0.591082,0.673455,0.789758,1.089641,1.130109,1.194446,1.260196,1.333663,1.285577,1.272772,1.242115,1.241567,1.214596,1.227382,1.275397,1.273205,1.371724,1.414304,1.164975
0.123033,0.006498,0.0,0.091065,0.208756,0.300364,0.416323,0.511126,0.612823,0.739536,1.021971,1.040026,1.129378,1.201384,1.304219,1.276921,1.179655,1.24193,1.211673,1.192679,1.228724,1.271732,1.25736,1.369189,1.377092,1.155539
0.115254,0.004124,0.008008,0.17122,0.341762,0.437761,0.568764,0.661587,0.743842,0.853173,1.098798,1.117894,1.183986,1.275574,1.350028,1.321675,1.268434,1.338562,1.344392,1.306256,1.331626,1.370643,1.363022,1.394398,1.382185,1.322563
0.11498,0.006234,0.006036,0.167292,0.342785,0.443349,0.570293,0.657947,0.742366,0.850395,1.103252,1.144267,1.205003,1.302435,1.365414,1.339084,1.304426,1.322994,1.321068,1.286824,1.315484,1.332036,1.329879,1.373914,1.407374,1.327341
0.120154,0.017108,0.003089,0.145465,0.296867,0.402874,0.528172,0.606853,0.703807,0.811879,1.105105,1.129621,1.202008,1.27737,1.3413,1.306553,1.260864,1.294752,1.283294,1.228866,1.255665,1.277829,1.271803,1.325621,1.327642,1.299832
0.117959,0.009015,0.002964,0.200364,0.397761,0.512736,0.646691,0.743698,0.834963,0.933432,1.227554,1.230846,1.285726,1.362725,1.402762,1.36714,1.346758,1.353817,1.323392,1.277484,1.302082,1.319786,1.312724,1.380001,1.412352,1.239017
0.101643,0.004307,0.00721,0.177077,0.353416,0.47805,0.618768,0.72981,0.806356,0.913353,1.216022,1.224245,1.284101,1.367066,1.38626,1.362217,1.377901,1.45011,1.320482,1.282007,1.307362,1.3298,1.334991,1.377462,1.390065,1.290581
0.099943,0.01352,0.023668,0.217237,0.392414,0.516051,0.653569,0.745711,0.810711,0.913372,1.215434,1.235978,1.299671,1.355884,1.388373,1.364287,1.393906,1.406481,1.325415,1.287248,1.31595,1.350223,1.342174,1.38803,1.429969,1.3145
0.102185,0.011963,0.004713,0.168622,0.343757,0.457508,0.579945,0.666821,0.734304,0.849023,1.161255,1.178348,1.23769,1.312041,1.336874,1.306103,1.296397,1.252239,1.224547,1.206695,1.22758,1.269028,1.271324,1.330348,1.375303,1.200594
0.100896,0.012413,0.002971,0.093629,0.21437,0.315411,0.43396,0.518191,0.614747,0.742389,1.03526,0.999232,1.088826,1.141533,1.186321,1.160911,1.103668,1.107193,1.056421,1.052394,1.076716,1.101624,1.080256,1.154924,1.178872,1.191635
0.093255,0.011205,0.022129,0.183236,0.359363,0.496595,0.633854,0.726244,0.799282,0.900955,1.132619,1.14638,1.202218,1.255378,1.286885,1.259783,1.192714,1.224647,1.177504,1.136998,1.180787,1.220416,1.193409,1.316815,1.359531,1.239583
0.078701,0.013763,0.021864,0.18233,0.353051,0.47899,0.616842,0.690322,0.757054,0.861263,1.111158,1.124625,1.183134,1.226973,1.264211,1.232944,1.251824,1.234385,1.193935,1.148776,1.176525,1.216237,1.218414,1.297048,1.355775,1.217658
0.076604,0.017141,0.01446,0.159544,0.306599,0.438279,0.594018,0.6263,0.696642,0.795333,1.057107,1.066139,1.123772,1.176326,1.200399,1.181897,1.141025,1.143084,1.113933,1.088919,1.116178,1.178143,1.182633,1.296194,1.34749,1.221761
0.068504,0.019088,0.004471,0.138271,0.268657,0.389751,0.522131,0.606642,0.704997,0.806776,1.074072,1.105355,1.15265,1.210258,1.251824,1.241978,1.207273,1.192509,1.167724,1.148558,1.185207,1.245075,1.232122,1.318034,1.363095,1.205418
0.060375,0.015697,0.004669,0.138953,0.29527,0.419875,0.561202,0.638934,0.737295,0.838541,1.108789,1.157594,1.2115,1.268799,1.290382,1.271433,1.257758,1.254468,1.213776,1.185764,1.205402,1.276906,1.280994,1.398301,1.446601,1.216444
0.052363,0.019963,0.0,0.059795,0.148028,0.229296,0.334633,0.425036,0.502893,0.638499,0.941128,0.954864,1.033994,1.10451,1.137726,1.152647,1.12327,1.128529,1.126804,1.080871,1.122907,1.165854,1.167154,1.234454,1.271543,1.153675
0.060085,0.027687,0.000749,0.023172,0.078905,0.156569,0.241772,0.319351,0.394562,0.504977,0.808756,0.813344,0.908078,0.979001,1.049356,1.050217,1.02098,1.053059,1.047177,1.000077,1.053442,1.079698,1.100284,1.103932,1.123783,1.002727
0.057335,0.023139,0.00351,0.154421,0.346198,0.466559,0.621393,0.721251,0.828282,0.927923,1.112924,1.133572,1.207404,1.252373,1.31036,1.29857,1.205799,1.242944,1.241624,1.189972,1.219343,1.25035,1.260047,1.302619,1.326734,1.172592
0.064118,0.028461,0.004762,0.16624,0.348231,0.470634,0.625969,0.703799,0.770574,0.861553,1.093536,1.119759,1.200702,1.255388,1.312533,1.290334,1.249505,1.262533,1.246767,1.212337,1.244728,1.272609,1.283927,1.340212,1.366646,1.273732
0.065807,0.033817,7.9e-05,0.12979,0.300604,0.420793,0.580422,0.640001,0.717841,0.818293,1.060946,1.093425,1.159861,1.22962,1.28402,1.282868,1.243557,1.245727,1.215516,1.171029,1.19494,1.232361,1.220171,1.283071,1.333635,1.206159
0.067173,0.028728,0.0,0.122951,0.275296,0.400784,0.534956,0.632773,0.722158,0.824404,1.119945,1.144113,1.215692,1.274896,1.328416,1.309532,1.268262,1.246678,1.25579,1.20285,1.240962,1.256155,1.240554,1.306176,1.341051,1.153785
0.077324,0.033555,0.0,0.092103,0.245109,0.348007,0.487305,0.579141,0.667912,0.778226,1.055766,1.10057,1.166767,1.22665,1.296618,1.28204,1.216855,1.194823,1.19716,1.150739,1.17239,1.191513,1.190374,1.251591,1.298285,1.225206
0.08031,0.033879,0.001491,0.139927,0.310438,0.402101,0.536098,0.61408,0.669485,0.771636,0.993485,1.014334,1.050304,1.128496,1.183529,1.181085,1.134679,1.128948,1.1053,1.090474,1.091722,1.124753,1.102421,1.138402,1.156418,1.192775
0.086217,0.030017,0.018891,0.150472,0.327318,0.425148,0.557685,0.646845,0.714587,0.801372,1.01164,1.034247,1.059409,1.109843,1.145073,1.134782,1.096649,1.077723,1.06558,1.045153,1.058971,1.087445,1.091247,1.146484,1.184026,1.216235
0.084789,0.034551,0.010894,0.149242,0.35131,0.473685,0.618083,0.726174,0.791838,0.873072,1.072122,1.101765,1.143934,1.194782,1.212772,1.202243,1.103162,1.072242,1.087532,1.057133,1.104949,1.163424,1.177645,1.278597,1.317163,1.207713
0.09183,0.035953,0.028929,0.135513,0.333246,0.448565,0.610074,0.67083,0.753404,0.835538,1.01773,1.031097,1.077282,1.122876,1.181277,1.163023,1.094987,1.070448,1.110349,1.046677,1.100082,1.124566,1.113825,1.232693,1.238434,1.219586
0.09278,0.030222,0.066168,0.161704,0.341879,0.469615,0.614687,0.699911,0.768227,0.85981,1.093889,1.142388,1.183568,1.272601,1.315141,1.302105,1.259316,1.168125,1.155549,1.128292,1.155509,1.196556,1.202456,1.285491,1.32273,1.28193
0.092529,0.017188,0.0,0.103552,0.259231,0.376908,0.502398,0.61087,0.702856,0.796822,1.076968,1.137937,1.191939,1.267936,1.289124,1.291229,1.12009,1.046284,1.071368,1.04128,1.065711,1.079401,1.086184,1.135882,1.200583,1.161494
