ch0412,ch0415,ch0427,ch0506,ch0516,ch0520,ch0523,ch0527,ch0531,ch0602,ch0614,ch0617,ch0620,ch0623,ch0627,ch0630,ch0708,ch0713,ch0716,ch0719,ch0721,ch0725,ch0728,ch0802,ch0808,ch0812
0.055777,0.0,0.0,0.11456,0.294781,0.394099,0.521599,0.617056,0.708727,0.797464,1.02233,1.16876,1.264189,1.328776,1.400778,1.348669,1.293484,1.378701,1.353896,1.235725,1.296896,1.304891,1.238166,1.353642,1.266432,0.156968
0.060343,0.0,0.0,0.119866,0.30426,0.395966,0.533439,0.622767,0.695341,0.775141,0.999981,1.139836,1.224966,1.28577,1.353136,1.297948,1.262538,1.380361,1.300026,1.201861,1.260727,1.247587,1.202526,1.327373,1.107624,0.167814
0.054441,0.0,0.0,0.117771,0.350425,0.441403,0.587244,0.674402,0.760736,0.830003,1.019058,1.128741,1.218182,1.26369,1.344185,1.291013,1.222456,1.277547,1.280805,1.173422,1.237527,1.228871,1.179051,1.25771,1.081056,0.140064
0.053767,0.0,0.0,0.123954,0.36561,0.469398,0.59877,0.704499,0.799075,0.871906,1.070032,1.182626,1.264293,1.322282,1.376472,1.32744,1.273198,1.35303,1.308429,1.233569,1.283549,1.270341,1.237264,1.343234,1.215709,0.164315
0.063544,0.0,0.0,0.119633,0.336664,0.424415,0.564713,0.660504,0.756461,0.831617,1.038257,1.161347,1.263084,1.333666,1.415979,1.391823,1.324684,1.503851,1.438226,1.303782,1.364605,1.342299,1.308351,1.393561,1.394132,0.202249
0.052053,0.0,0.0,0.134367,0.348945,0.442116,0.58094,0.663162,0.758548,0.825589,1.032254,1.14947,1.23428,1.300976,1.369218,1.32565,1.276733,1.407202,1.324631,1.24797,1.288962,1.28302,1.255828,1.329583,1.3122,0.242964
0.047165,0.0,0.0,0.066628,0.22201,0.292884,0.41865,0.491939,0.588082,0.676362,0.964835,1.078423,1.181998,1.240565,1.315355,1.275182,1.223902,1.242788,1.272702,1.168268,1.232336,1.226792,1.182079,1.265657,1.177701,0.139419
0.046497,0.0,0.0,0.052651,0.200346,0.288988,0.416809,0.498057,0.616288,0.689234,0.958324,1.086622,1.19806,1.258751,1.343819,1.284455,1.269625,1.169821,1.304003,1.193081,1.248295,1.254383,1.173393,1.274331,1.071673,0.236758
0.044534,0.0,0.0,0.030656,0.15191,0.222988,0.357261,0.413441,0.520924,0.603549,0.748464,0.872817,0.984367,1.041727,1.141974,1.124238,1.07931,1.102556,1.132877,1.040657,1.117486,1.062234,1.04872,1.065223,0.980593,0.377969
0.051106,0.0,0.0,0.056197,0.222129,0.313981,0.445844,0.517277,0.639737,0.721708,0.908178,1.043658,1.147962,1.192091,1.271843,1.232189,1.193857,1.230185,1.24269,1.147551,1.207919,1.191249,1.179895,1.243844,1.182955,0.19893
0.041547,0.0,0.0,0.081769,0.279073,0.368715,0.485107,0.575258,0.680535,0.761959,1.001573,1.127475,1.222439,1.259126,1.315292,1.290884,1.238786,1.335807,1.27241,1.195472,1.248966,1.256773,1.214499,1.296978,1.189154,0.177061
0.04868,0.0,0.0,0.090859,0.284437,0.377932,0.525094,0.601232,0.713025,0.774172,0.95176,1.073042,1.170766,1.220864,1.315023,1.286433,1.259313,1.303796,1.294363,1.214387,1.280408,1.273924,1.167004,1.295211,1.077508,0.259208
0.040096,0.0,0.0,0.073506,0.229824,0.317412,0.446742,0.523772,0.640452,0.700932,0.960631,1.104258,1.21477,1.268268,1.345599,1.319992,1.272294,1.349655,1.312152,1.218267,1.273543,1.282448,1.244414,1.316746,1.292997,0.245162
0.046962,0.0,0.0,0.110421,0.324446,0.407841,0.569359,0.661554,0.780756,0.830314,1.065943,1.191889,1.27402,1.300808,1.36477,1.323189,1.271513,1.296892,1.318644,1.240515,1.285635,1.286453,1.21699,1.325944,1.071492,0.233862
0.057495,0.0,0.0,0.161331,0.410615,0.522315,0.668315,0.764494,0.871092,0.925798,1.133383,1.246787,1.333404,1.377012,1.435023,1.36886,1.332901,1.37567,1.383713,1.296895,1.357752,1.358381,1.268585,1.391406,1.0189,0.252408
0.055872,0.0,0.0,0.146375,0.383819,0.487484,0.624772,0.71704,0.805466,0.851458,1.05479,1.194268,1.280081,1.315674,1.383001,1.324615,1.299031,1.300483,1.336852,1.241275,1.31226,1.298801,1.254973,1.32439,1.061493,0.345244
0.059623,0.0,0.0,0.055951,0.155205,0.229453,0.350724,0.393851,0.503762,0.578303,0.807037,0.998723,1.10756,1.163524,1.235603,1.194816,1.182178,1.238477,1.229868,1.117796,1.167816,1.170659,1.122167,1.155244,0.981349,0.357416
0.056917,0.0,0.0,0.101593,0.284012,0.367728,0.503543,0.582783,0.718292,0.766136,0.951931,1.098496,1.191496,1.247505,1.334459,1.336174,1.274291,1.367954,1.322111,1.242606,1.297723,1.30244,1.264021,1.318208,1.079531,0.25356
0.051928,0.0,0.0,0.151964,0.374286,0.463989,0.62444,0.71039,0.812646,0.858772,1.069933,1.211806,1.320261,1.360426,1.4279,1.379627,1.319069,1.439421,1.35629,1.280106,1.329226,1.34059,1.319269,1.384793,1.237026,0.139576
0.054733,0.0,0.0,0.158545,0.375287,0.483687,0.624278,0.708592,0.804641,0.840213,1.078124,1.196487,1.282376,1.336676,1.406417,1.352393,1.30062,1.3631,1.333605,1.261451,1.305486,1.323575,1.331895,1.37064,1.32255,0.203432
0.059281,0.0,0.0,0.155995,0.386382,0.487812,0.626083,0.707787,0.801405,0.849883,1.055182,1.192963,1.284181,1.341074,1.410668,1.370555,1.357487,1.469288,1.398545,1.322091,1.353775,1.344937,1.354791,1.406736,1.354777,0.331009
0.065023,0.0,0.0,0.160031,0.36894,0.463684,0.603607,0.68012,0.792701,0.829239,1.041349,1.177515,1.270516,1.320026,1.381384,1.344596,1.291092,1.311897,1.302041,1.241874,1.283032,1.288078,1.259502,1.325862,1.226391,0.343557
0.06534,0.0,0.0,0.029029,0.123577,0.208891,0.282532,0.379509,0.493154,0.543681,0.763111,0.903467,1.018169,1.084369,1.166471,1.146374,1.10246,1.153683,1.136415,1.017364,1.043032,1.063829,0.990398,1.041304,0.888951,0.449489
0.065942,0.0,0.0,0.13788,0.35276,0.443672,0.567055,0.662132,0.757318,0.792982,0.939544,1.089047,1.176094,1.203018,1.2641,1.24604,1.193639,1.227064,1.231432,1.148028,1.20207,1.213117,1.148972,1.133384,0.844227,0.468417
0.070448,0.0,0.0,0.105521,0.271148,0.362308,0.476435,0.538724,0.68232,0.732122,0.965874,1.129492,1.215281,1.28258,1.334448,1.305751,1.261668,1.283016,1.278271,1.199725,1.246354,1.263224,1.195935,1.268126,0.995333,0.270371
0.065055,0.0,0.0,0.160928,0.368913,0.483851,0.605878,0.697557,0.81129,0.841135,1.059553,1.197031,1.280976,1.323254,1.372862,1.329326,1.298805,1.292542,1.329922,1.249082,1.288967,1.327724,1.252534,1.335365,1.019158,0.385345
0.0767,0.0,0.0,0.132381,0.314484,0.409655,0.531162,0.614808,0.720154,0.794927,0.923133,1.059171,1.161329,1.196853,1.265365,1.239451,1.205326,1.291553,1.223592,1.170312,1.20421,1.201984,1.203462,1.258631,1.139126,0.214249
0.065841,0.0,0.0,0.119441,0.302386,0.399776,0.522773,0.600321,0.697788,0.719807,0.91393,1.052947,1.167427,1.233041,1.299338,1.28598,1.261434,1.295883,1.281127,1.239572,1.285889,1.271651,1.287337,1.33033,1.288966,0.193988
0.070118,0.0,0.0,0.173094,0.391775,0.490343,0.630078,0.7416,0.839927,0.8724,1.036957,1.177022,1.277808,1.344773,1.415088,1.389397,1.347746,1.398834,1.394629,1.32433,1.359129,1.37687,1.380253,1.426271,1.358345,0.270305
0.07018,0.0,0.0,0.17346,0.397094,0.517967,0.66097,0.762363,0.871833,0.892026,1.168735,1.282076,1.361108,1.41516,1.458014,1.408399,1.371854,1.371591,1.373952,1.340518,1.370995,1.399013,1.400829,1.46981,1.305557,0.073961
0.069294,0.0,0.000336,0.166026,0.37274,0.464123,0.591186,0.673524,0.784621,0.802796,0.986801,1.104602,1.186427,1.22343,1.266338,1.231663,1.209634,1.284075,1.231137,1.169596,1.201739,1.204526,1.215417,1.223368,1.235109,0.175023
0.064411,0.0,0.000388,0.179072,0.380902,0.468445,0.607359,0.681564,0.788719,0.794615,0.953473,1.075603,1.156386,1.190643,1.237119,1.227301,1.199418,1.262048,1.226901,1.169678,1.204503,1.213223,1.215573,1.240616,1.215992,0.240989
0.065646,0.0,0.000476,0.144331,0.351972,0.423403,0.568603,0.654427,0.775235,0.789513,1.027826,1.146121,1.230643,1.278389,1.323923,1.302969,1.248581,1.303546,1.290197,1.208647,1.259617,1.275588,1.276004,1.315163,1.181722,0.144045
0.074276,0.0,0.001217,0.150595,0.351567,0.407864,0.547984,0.626662,0.766679,0.776277,1.000498,1.128724,1.232188,1.268652,1.332666,1.31122,1.237311,1.246429,1.268692,1.176801,1.24077,1.259361,1.237007,1.277094,1.028467,0.14595
0.074373,0.0,0.000628,0.201395,0.426521,0.504502,0.632485,0.747012,0.875513,0.886634,1.120397,1.234132,1.305167,1.334245,1.371106,1.332928,1.293832,1.319732,1.303285,1.250614,1.304596,1.36971,1.270177,1.412023,1.069,0.088517
0.075866,0.0,0.0,0.088312,0.244251,0.355991,0.446914,0.518548,0.668866,0.697527,0.938943,1.047442,1.11771,1.155678,1.204795,1.232852,1.145956,1.222365,1.190316,1.108278,1.160645,1.167849,1.157376,1.191621,1.077893,0.083382
0.133141,0.023722,0.004727,0.09385,0.267398,0.348221,0.426023,0.506427,0.606997,0.742965,0.935732,1.014213,1.107042,1.197145,1.24024,1.155063,1.195888,1.207489,1.209882,1.127312,1.174835,1.180589,1.089234,1.210733,1.134102,0.273939
0.131649,0.008486,2.4e-05,0.058616,0.209448,0.294696,0.349385,0.428513,0.523451,0.680813,0.89614,0.967852,1.059136,1.144707,1.207207,1.123717,1.145054,1.170309,1.179535,1.094654,1.145171,1.154283,1.109813,1.177624,1.113373,0.406175
0.127491,0.019598,0.00213,0.100518,0.279959,0.376754,0.471874,0.554644,0.653692,0.790689,0.905958,0.9642,1.046318,1.135394,1.171909,1.096236,1.175628,1.15931,1.193839,1.09755,1.155286,1.137951,1.123396,1.165844,1.164281,0.350952
0.13043,0.008836,0.004009,0.14342,0.347699,0.438924,0.548184,0.65451,0.747863,0.879377,1.028755,1.084305,1.161309,1.235544,1.279857,1.187808,1.224862,1.235175,1.23317,1.165269,1.21355,1.204388,1.197514,1.251982,1.286704,0.359276
0.124158,0.013939,0.001401,0.16304,0.351325,0.451989,0.555356,0.64473,0.738362,0.858357,0.996259,1.056495,1.130746,1.223358,1.2608,1.182285,1.193562,1.230918,1.241135,1.154018,1.200866,1.189732,1.185528,1.243783,1.202269,0.313571
0.115256,0.002521,0.002634,0.177186,0.359369,0.457157,0.560842,0.650056,0.721634,0.817823,0.975801,1.046359,1.103953,1.183314,1.219902,1.133491,1.177098,1.223402,1.182354,1.121811,1.153296,1.152695,1.138368,1.171864,1.147049,0.264403
0.10596,0.0,0.0,0.044932,0.171968,0.261727,0.337785,0.400841,0.476183,0.584732,0.841438,0.900764,0.974967,1.052137,1.099332,1.020193,1.076974,1.128376,1.081129,1.013698,1.054289,1.046022,1.04221,1.066188,0.999133,0.375087
0.107389,0.0,0.0,0.099639,0.229884,0.333623,0.430136,0.495444,0.590999,0.716651,0.937283,1.023741,1.104333,1.186371,1.225339,1.129765,1.230004,1.22113,1.216503,1.139437,1.177788,1.173469,1.149213,1.219369,1.048115,0.390296
0.104656,0.0,0.0,0.137937,0.294332,0.402599,0.499816,0.585049,0.66856,0.791549,0.970376,1.059597,1.151881,1.248468,1.275686,1.184388,1.260071,1.288039,1.256261,1.169109,1.223133,1.223902,1.197577,1.224635,1.04247,0.311408
0.106558,0.0,0.0,0.09259,0.226066,0.304679,0.400811,0.480512,0.562981,0.680458,0.865914,0.963247,1.064485,1.13119,1.193677,1.124239,1.206239,1.270163,1.212844,1.130819,1.179722,1.160163,1.13685,1.154559,1.077933,0.172565
0.116505,0.0,0.0,0.16175,0.315978,0.422042,0.534823,0.618833,0.709574,0.818553,1.04435,1.126475,1.208776,1.289501,1.343059,1.242702,1.285126,1.334674,1.28076,1.192005,1.263806,1.250104,1.2205,1.313799,1.221611,0.149924
0.114849,0.0,0.0,0.166979,0.324223,0.426391,0.53155,0.645328,0.74011,0.823921,1.065796,1.1391,1.225878,1.298764,1.346445,1.235438,1.301749,1.312521,1.267847,1.217479,1.254715,1.272125,1.232944,1.32071,1.151596,0.091627
0.113545,0.0,0.0,0.1323,0.285652,0.36991,0.479909,0.633451,0.698393,0.763029,0.965878,1.050853,1.140131,1.223901,1.28046,1.182555,1.231818,1.309535,1.256616,1.136633,1.210221,1.205864,1.162054,1.266615,1.190404,0.242919
0.111247,0.0,0.0,0.093227,0.24557,0.323858,0.435478,0.519946,0.599009,0.702469,0.896815,0.99079,1.090152,1.176415,1.237125,1.158278,1.168575,1.280412,1.208842,1.110801,1.161234,1.142911,1.157643,1.207442,1.184649,0.295442
0.108174,0.0,0.0,0.088652,0.235293,0.313715,0.413635,0.50459,0.570199,0.675399,0.830837,0.945868,1.043743,1.103242,1.167518,1.091583,1.105241,1.145686,1.144064,1.071894,1.104783,1.095012,1.092739,1.131124,1.078672,0.317785
0.119367,0.0,0.0,0.096999,0.269528,0.340577,0.447336,0.554596,0.618129,0.723639,0.902435,1.010733,1.105218,1.171103,1.247772,1.170053,1.206709,1.231599,1.228905,1.141052,1.212746,1.176209,1.179304,1.191295,1.144183,0.400309
0.119189,0.0,0.0,0.114484,0.284801,0.379431,0.501861,0.607828,0.695757,0.801908,1.00429,1.11208,1.204154,1.287518,1.330724,1.237039,1.276285,1.405878,1.281479,1.187126,1.235319,1.24027,1.204608,1.292085,1.163768,0.120003
0.104886,0.0,0.0,0.069738,0.232438,0.311902,0.434157,0.556679,0.592518,0.705566,0.928102,1.051866,1.147041,1.233999,1.283586,1.197144,1.270032,1.286355,1.284387,1.202092,1.25532,1.246473,1.244786,1.295647,1.239128,0.137195
0.095838,0.0,0.0,0.102304,0.2535,0.348046,0.464071,0.54663,0.631685,0.730289,0.935464,1.060188,1.163843,1.287507,1.348363,1.311897,1.341124,1.421807,1.351744,1.275247,1.331147,1.315622,1.318234,1.37153,1.347507,0.240617
0.112582,0.0,0.0,0.139155,0.319569,0.427218,0.550476,0.657038,0.75357,0.848856,1.122869,1.206188,1.312262,1.384216,1.451442,1.365984,1.35952,1.450261,1.374004,1.304766,1.369,1.350705,1.353501,1.404918,1.386012,0.079626
0.120023,0.0,0.001557,0.188262,0.412725,0.510419,0.646769,0.749166,0.828915,0.903839,1.049382,1.150249,1.225813,1.304134,1.348621,1.257336,1.27745,1.361302,1.306774,1.224921,1.281531,1.26428,1.269499,1.294073,1.264286,0.289126
0.120076,0.0,0.003782,0.178288,0.392836,0.481956,0.612236,0.709089,0.773113,0.854791,1.015363,1.134359,1.213646,1.273746,1.322967,1.239755,1.259566,1.356779,1.245086,1.189115,1.235071,1.236158,1.228032,1.274102,1.245294,0.264015
0.108148,0.0,0.0,0.072827,0.227232,0.3099,0.435697,0.522429,0.602582,0.698683,0.95252,1.07936,1.175291,1.240059,1.300554,1.216648,1.280068,1.330505,1.261299,1.162878,1.237898,1.218776,1.232871,1.273045,1.236293,0.185669
0.105611,0.0,0.0,0.063224,0.212959,0.293731,0.412123,0.535718,0.626566,0.712605,0.933963,1.068996,1.185082,1.240676,1.318551,1.237685,1.228567,1.259788,1.246491,1.154173,1.229839,1.235151,1.189772,1.293599,1.249074,0.464674
0.098293,0.0,0.0,0.1,0.304244,0.396413,0.523754,0.607183,0.684494,0.781891,0.97836,1.100305,1.192468,1.277838,1.350948,1.274311,1.256482,1.307534,1.274409,1.188218,1.243638,1.254768,1.229492,1.271561,1.259353,0.162042
0.093149,0.0,0.0,0.098497,0.287201,0.383614,0.503598,0.609598,0.701187,0.796524,1.043729,1.143505,1.224881,1.312112,1.34858,1.262551,1.260712,1.358441,1.291744,1.219955,1.268617,1.268988,1.237952,1.311033,1.311518,0.352452
0.088182,0.0,0.0,0.092196,0.280197,0.373366,0.48501,0.56076,0.651819,0.732137,0.916611,1.018012,1.100027,1.171082,1.246041,1.183779,1.170066,1.235002,1.207696,1.135496,1.171792,1.160687,1.194613,1.182938,1.155733,0.279425
0.083528,0.0,0.0,0.08829,0.254388,0.335786,0.44173,0.510679,0.590781,0.679658,0.845243,0.947651,1.021577,1.111367,1.179789,1.119485,1.12135,1.17576,1.18402,1.108875,1.181041,1.150212,1.180125,1.164409,1.172105,0.262499
0.084251,0.0,0.0,0.044406,0.221193,0.319463,0.43961,0.519975,0.614005,0.700966,0.903038,1.021372,1.128991,1.221579,1.295707,1.247267,1.234509,1.323659,1.286941,1.17003,1.249753,1.248566,1.249184,1.289131,1.291741,0.229254
0.087079,0.0,0.0,0.061328,0.242258,0.327497,0.468443,0.567862,0.677117,0.763664,0.9684,1.091017,1.199331,1.30536,1.376112,1.305612,1.296027,1.35618,1.313377,1.204129,1.309287,1.288067,1.257926,1.356367,1.28586,0.450872
0.09411,0.0,0.0,0.122038,0.304721,0.398461,0.51739,0.632101,0.72907,0.815409,1.055372,1.171098,1.276941,1.360088,1.41828,1.337936,1.326529,1.398599,1.390401,1.282924,1.345901,1.333719,1.332396,1.381258,1.362855,0.24599
0.088756,0.0,0.0,0.077963,0.245372,0.316878,0.460356,0.548955,0.640106,0.73061,0.982653,1.109692,1.202771,1.297467,1.363951,1.296606,1.292444,1.354122,1.33255,1.223981,1.299963,1.292274,1.309837,1.334253,1.308691,0.232093
0.078088,0.0,0.0,0.08644,0.296134,0.381282,0.533534,0.610759,0.702222,0.795052,0.966354,1.082767,1.174172,1.277288,1.342704,1.289266,1.27293,1.378688,1.288565,1.21911,1.276534,1.260625,1.281949,1.287137,1.317526,0.325337
0.068443,0.0,0.0,0.110362,0.326478,0.427304,0.571519,0.676808,0.771879,0.843203,1.063623,1.193945,1.279246,1.365802,1.414012,1.341048,1.343913,1.437003,1.351795,1.264073,1.345746,1.341426,1.326681,1.376003,1.356256,0.205219
0.072599,0.0,0.0,0.05707,0.244767,0.355567,0.492645,0.618049,0.718013,0.794625,1.011667,1.148274,1.252484,1.303731,1.374596,1.310871,1.233234,1.328454,1.264863,1.191725,1.283755,1.275448,1.096204,1.289922,1.209501,0.202382
0.077737,0.0,0.0,0.109596,0.330596,0.427285,0.564602,0.665629,0.756354,0.812117,0.988435,1.115345,1.21261,1.262512,1.321803,1.267109,1.208907,1.281276,1.240007,1.172692,1.240481,1.223986,1.139459,1.241483,1.076944,0.474137
0.081027,0.0,0.0,0.037421,0.174603,0.259554,0.364606,0.450066,0.549243,0.62611,0.887399,1.031192,1.135791,1.215226,1.28722,1.248596,1.22846,1.246384,1.28022,1.16547,1.245483,1.236093,1.210306,1.267022,1.20556,0.313845
0.088897,0.0,0.0,0.048726,0.179256,0.252245,0.348803,0.437273,0.540137,0.619417,0.870669,1.011,1.121096,1.203429,1.277213,1.226937,1.198436,1.222096,1.243898,1.152202,1.221177,1.219342,1.14325,1.242692,1.156404,0.475154
0.086248,0.0,0.0,0.02531,0.100682,0.152551,0.262701,0.313954,0.429573,0.504648,0.706774,0.875722,0.965761,1.068509,1.16411,1.210797,1.200414,1.231727,1.231881,1.122627,1.186218,1.152785,1.142101,1.212032,1.068414,0.255365
0.080792,0.0,0.0,0.085843,0.272934,0.366595,0.488474,0.579466,0.687576,0.762799,0.994669,1.108147,1.212675,1.274805,1.365582,1.305161,1.266675,1.213329,1.317161,1.181197,1.268003,1.244485,1.134447,1.321172,1.14921,0.474929
0.082008,0.0,0.0,0.056426,0.154417,0.234824,0.354752,0.418883,0.532262,0.617474,0.833555,0.94945,1.056864,1.141883,1.242825,1.22253,1.250969,1.290855,1.312061,1.22778,1.276135,1.269491,1.236733,1.27131,1.217111,0.240774
0.085594,0.0,0.0,0.132787,0.32306,0.431237,0.570012,0.683568,0.788547,0.84958,1.057998,1.216624,1.319832,1.396461,1.461379,1.398085,1.372299,1.445681,1.411461,1.326023,1.399137,1.409466,1.324614,1.441958,1.370838,0.223712
0.087273,0.0,0.0,0.141321,0.350725,0.448665,0.588396,0.667102,0.758229,0.813799,1.033174,1.148153,1.234484,1.287756,1.348938,1.298216,1.277676,1.377032,1.298796,1.23126,1.287906,1.287877,1.287384,1.320022,1.273107,0.120036
0.090524,0.0,0.0,0.114711,0.287395,0.385812,0.523778,0.582689,0.681332,0.749614,1.004778,1.123211,1.219376,1.268476,1.340202,1.291741,1.28,1.377077,1.284927,1.223321,1.273835,1.262423,1.261106,1.315385,1.258556,0.172565
0.096573,0.0,0.0,0.108402,0.308304,0.405286,0.543764,0.609556,0.705249,0.757165,0.946605,1.090881,1.183173,1.280639,1.333477,1.289343,1.266059,1.357441,1.294838,1.221495,1.299215,1.273927,1.289419,1.297428,1.291667,0.393144
0.104811,0.0,0.0,0.017132,0.109036,0.169257,0.261845,0.303407,0.411669,0.478983,0.69525,0.832433,0.94989,1.010616,1.122763,1.092157,1.064804,1.117952,1.100881,1.000437,1.063114,1.050701,1.076168,1.103688,1.074733,0.489534
0.110588,0.0,0.0,0.027743,0.170491,0.261296,0.361012,0.437646,0.581011,0.6592,0.820875,0.959122,1.065758,1.142263,1.203934,1.179734,1.155459,1.314098,1.237415,1.173061,1.210398,1.210116,1.227632,1.204766,1.201162,0.337425
0.112541,0.0,0.0,0.135112,0.350711,0.446239,0.579664,0.665131,0.768031,0.82594,0.992898,1.117376,1.20795,1.283199,1.345691,1.29245,1.304708,1.409102,1.321516,1.267193,1.298957,1.293616,1.311171,1.321342,1.313653,0.325916
0.109737,0.0,0.0,0.023901,0.132717,0.214012,0.301612,0.373448,0.47832,0.556886,0.819922,0.963987,1.060716,1.122532,1.201568,1.177637,1.18157,1.25714,1.241575,1.178783,1.226202,1.228744,1.198372,1.202879,1.152057,0.147589
0.113917,0.0,0.0,0.115184,0.306578,0.413118,0.528841,0.645596,0.763999,0.80702,1.045444,1.16736,1.264396,1.33936,1.389082,1.342463,1.332848,1.336263,1.340013,1.257525,1.318337,1.320139,1.269613,1.354214,1.238582,0.064354
0.124302,0.0,0.0,0.134907,0.3605,0.470426,0.589188,0.710421,0.818017,0.861075,1.007443,1.116004,1.21563,1.266605,1.30331,1.274935,1.212193,1.267559,1.234533,1.166387,1.212777,1.214312,1.223488,1.257204,1.089095,0.169524
0.113403,0.0,0.0,0.146576,0.369936,0.494969,0.609413,0.704967,0.791539,0.835295,1.005106,1.131981,1.219528,1.288535,1.326112,1.308628,1.240835,1.317978,1.282295,1.208459,1.257137,1.271617,1.303958,1.312369,1.175784,0.130867
0.119443,0.0,0.0,0.173482,0.370123,0.492335,0.619187,0.708471,0.804605,0.840501,1.088096,1.19595,1.290552,1.348992,1.397149,1.353321,1.327106,1.423542,1.373561,1.321036,1.356584,1.344252,1.411762,1.370517,1.357572,0.117376
0.108989,0.0,0.0,0.17914,0.394188,0.514792,0.634266,0.730925,0.831259,0.887925,1.093599,1.221878,1.31529,1.382664,1.434025,1.391985,1.359797,1.464968,1.406353,1.345738,1.387044,1.387467,1.443569,1.436007,1.412415,0.205989
0.106059,0.0,0.0,0.16366,0.366355,0.473511,0.609195,0.719464,0.814455,0.861656,1.116481,1.233991,1.31528,1.372154,1.407208,1.345514,1.312514,1.361865,1.343615,1.295652,1.32735,1.342635,1.37289,1.377477,1.364244,0.160293
0.100334,0.0,0.0,0.172224,0.378455,0.463307,0.611621,0.690372,0.787984,0.835609,1.064637,1.192887,1.287438,1.350187,1.403173,1.351642,1.330305,1.43399,1.343336,1.305233,1.336683,1.359552,1.372946,1.382111,1.314411,0.046012
0.104815,0.0,0.000832,0.157847,0.373677,0.444992,0.604987,0.707573,0.848413,0.880058,1.040846,1.177449,1.284651,1.350661,1.414514,1.374434,1.312618,1.394112,1.330638,1.272063,1.333102,1.386384,1.329075,1.389009,1.205684,0.218256
0.099232,0.0,0.000884,0.187384,0.40991,0.519852,0.651146,0.74926,0.860745,0.903412,1.133737,1.26581,1.349333,1.405927,1.44131,1.385987,1.338273,1.377298,1.432398,1.326941,1.364922,1.401311,1.318208,1.429785,1.328191,0.083915
0.097913,0.0,0.0,0.073725,0.193345,0.311252,0.411926,0.527696,0.674653,0.640719,0.902338,1.053135,1.13078,1.193596,1.223736,1.221703,1.210904,1.237849,1.222696,1.174287,1.205804,1.253745,1.214404,1.248518,1.139484,0.116123
0.147964,0.047689,0.0,0.003884,0.110109,0.169678,0.184753,0.277931,0.335043,0.515012,0.649382,0.74876,0.852694,0.962675,1.038178,0.938846,0.971179,1.049002,1.055113,0.983399,1.033557,1.026985,1.003348,1.060692,1.055243,0.433396
0.13934,0.045682,0.0,0.016068,0.135565,0.193224,0.218472,0.30455,0.377637,0.552404,0.70794,0.787395,0.885102,0.98563,1.074181,0.97284,1.039637,1.063811,1.098807,1.022893,1.04274,1.048006,1.033024,1.093952,1.09988,0.474899
0.132741,0.048851,0.0,0.000267,0.056538,0.100066,0.126767,0.167675,0.225518,0.395341,0.529373,0.566216,0.672701,0.766777,0.848629,0.789996,0.841485,0.901735,0.908342,0.865678,0.895651,0.902483,0.840514,0.885817,0.851512,0.436773
0.138831,0.046202,0.0,0.025117,0.144217,0.212271,0.290475,0.376794,0.443096,0.617931,0.737541,0.8677,0.960437,1.076297,1.165306,1.069334,1.188632,1.18116,1.202009,1.14211,1.170556,1.166752,1.171776,1.204835,1.087611,0.452638
0.151059,0.066373,0.0025,0.13755,0.330282,0.427247,0.537768,0.61887,0.702619,0.839218,0.987447,1.080579,1.153423,1.269309,1.313131,1.200593,1.312513,1.259921,1.28867,1.239509,1.256304,1.259056,1.212249,1.309245,1.167642,0.177783
0.146974,0.049205,0.002479,0.140453,0.333741,0.446373,0.553349,0.626445,0.700886,0.8252,1.056159,1.13184,1.198339,1.301738,1.349453,1.220339,1.304638,1.270121,1.276329,1.237484,1.245239,1.257223,1.164018,1.293529,1.028734,0.144818
0.13921,0.021012,0.0,0.012424,0.104709,0.160522,0.190689,0.282594,0.349229,0.497548,0.742516,0.754047,0.848678,0.950081,1.024707,0.930668,1.011819,1.020433,1.05726,1.011241,1.041413,1.041192,1.025803,1.064725,0.967675,0.53783
0.131912,0.01574,0.0,0.010444,0.140266,0.19727,0.232838,0.315795,0.410412,0.557183,0.715571,0.818633,0.91553,1.074957,1.132715,1.068704,1.274533,1.278736,1.291957,1.183865,1.251136,1.245849,1.085593,1.22564,0.978544,0.482025
0.15418,0.037507,0.000497,0.136384,0.328389,0.427428,0.540283,0.635512,0.727783,0.853222,1.114746,1.180508,1.269031,1.394577,1.437346,1.306145,1.355638,1.387062,1.397541,1.30183,1.347447,1.365145,1.234999,1.406603,1.170977,0.179485
0.159798,0.028072,0.0,0.127644,0.314168,0.410838,0.530202,0.613696,0.68191,0.808581,0.99722,1.120364,1.210924,1.331179,1.368913,1.253372,1.324,1.369113,1.348793,1.279032,1.316599,1.312465,1.236924,1.353026,1.245937,0.134385
0.153341,0.023216,0.0,0.140198,0.325664,0.430256,0.554127,0.622292,0.693792,0.807434,0.998221,1.090969,1.182939,1.289882,1.344278,1.235627,1.287803,1.363306,1.335635,1.265087,1.30704,1.307616,1.264901,1.345531,1.324323,0.10914
0.15888,0.011572,0.0,0.111436,0.290846,0.396842,0.509682,0.604157,0.675983,0.797929,0.952374,1.043895,1.138256,1.249924,1.302326,1.197943,1.234821,1.304002,1.287153,1.229777,1.257673,1.257208,1.208318,1.302723,1.28073,0.380522
0.182565,0.019393,0.000319,0.127453,0.305404,0.395261,0.516908,0.613766,0.683364,0.809441,0.986668,1.096189,1.188613,1.302083,1.352694,1.235826,1.297634,1.343873,1.287173,1.22683,1.281556,1.272938,1.18224,1.303325,1.204676,0.156879
