NDVI0412,NDVI0422,NDVI0427,NDVI0506,NDVI0516,NDVI0520,NDVI0531,NDVI0614,NDVI0620,NDVI0623,NDVI0627,NDVI0716,NDVI0721,NDVI0725,NDVI0802,NDVI0808,NDVI0812,NDVI0818
0.183905,0.210324,0.270719,0.310094,0.461303,0.418198,0.527919,0.60314,0.541769,0.574093,0.49266,0.560941,0.539143,0.520658,0.45692,0.498511,0.360632,0.311229
0.182831,0.187137,0.283477,0.30944,0.404223,0.395642,0.528988,0.616387,0.553081,0.594255,0.507485,0.562547,0.542996,0.517071,0.456552,0.495429,0.349897,0.295395
0.187518,0.201137,0.262811,0.311581,0.328077,0.337514,0.506981,0.660641,0.628192,0.640009,0.55702,0.590806,0.556896,0.528084,0.491418,0.528792,0.41195,0.344385
0.182193,0.243414,0.271912,0.345506,0.38873,0.398003,0.539273,0.644129,0.593345,0.612789,0.533537,0.579671,0.571891,0.508981,0.455852,0.535176,0.37865,0.305119
0.18806,0.225468,0.253602,0.340662,0.434121,0.441922,0.566085,0.638651,0.570309,0.607843,0.532574,0.579319,0.540668,0.519304,0.492672,0.581678,0.417474,0.35774
0.195882,0.233075,0.28226,0.391375,0.45606,0.441936,0.535011,0.597513,0.539324,0.574677,0.517593,0.567948,0.537075,0.525159,0.488259,0.545813,0.436179,0.340794
0.188102,0.183501,0.261493,0.338146,0.404814,0.407034,0.537664,0.599416,0.553155,0.584941,0.529251,0.566907,0.533437,0.507659,0.473056,0.52146,0.402812,0.31784
0.199351,0.167208,0.265382,0.309194,0.377253,0.393512,0.518934,0.620685,0.570847,0.597073,0.540324,0.607918,0.563469,0.519635,0.493327,0.544536,0.409229,0.320918
0.195374,0.195801,0.284114,0.352456,0.455619,0.431114,0.536888,0.584122,0.521101,0.568849,0.498105,0.569701,0.532817,0.506053,0.473145,0.52455,0.416586,0.341936
0.207602,0.209926,0.308849,0.385466,0.458769,0.438847,0.543902,0.57204,0.519205,0.564444,0.489987,0.552073,0.532711,0.503483,0.480729,0.527631,0.437696,0.352833
0.202824,0.191885,0.303833,0.372745,0.474538,0.448386,0.572733,0.594863,0.524435,0.58363,0.499125,0.556519,0.539856,0.504591,0.46901,0.504678,0.412666,0.337667
0.211893,0.17371,0.295081,0.353648,0.46186,0.446428,0.570332,0.591396,0.528712,0.572055,0.496878,0.560739,0.539362,0.502636,0.462072,0.491136,0.386033,0.311264
0.205731,0.224352,0.3091,0.393365,0.482428,0.466337,0.555783,0.607863,0.539893,0.584413,0.496391,0.568211,0.54471,0.498956,0.490742,0.526667,0.421237,0.365843
0.211176,0.210361,0.311143,0.346529,0.492552,0.477979,0.537526,0.590488,0.529634,0.582762,0.489264,0.557823,0.528867,0.495941,0.493635,0.521044,0.420869,0.367128
0.204968,0.200724,0.293622,0.383259,0.465941,0.446541,0.542319,0.633369,0.58005,0.638347,0.504667,0.601232,0.574108,0.510592,0.513529,0.568206,0.452948,0.382191
0.200321,0.181848,0.297338,0.392126,0.465043,0.442408,0.508084,0.572052,0.505132,0.578215,0.468611,0.540246,0.525466,0.486472,0.471842,0.478517,0.376225,0.317974
0.191659,0.185766,0.288758,0.294884,0.362787,0.361721,0.4997,0.657707,0.602562,0.648321,0.563558,0.613645,0.562368,0.510417,0.524132,0.55862,0.466879,0.388256
0.208734,0.199587,0.313269,0.381557,0.49751,0.441057,0.527297,0.561707,0.505287,0.567893,0.463654,0.544401,0.53173,0.472781,0.45334,0.453967,0.363324,0.30521
0.210596,0.211642,0.297534,0.329731,0.392471,0.415199,0.561698,0.617788,0.557426,0.613732,0.503803,0.590368,0.559284,0.486842,0.474358,0.501364,0.421915,0.365984
0.216481,0.177605,0.285846,0.35474,0.425227,0.429992,0.546545,0.58491,0.517883,0.575879,0.47562,0.560008,0.542478,0.478024,0.462913,0.508494,0.404753,0.353336
0.198432,0.167846,0.301926,0.386046,0.467377,0.463469,0.535471,0.58194,0.511726,0.576201,0.455902,0.5755,0.537458,0.494472,0.475477,0.499058,0.422099,0.362578
0.202232,0.204174,0.317026,0.371282,0.482916,0.464925,0.53685,0.565366,0.533381,0.58868,0.469508,0.565476,0.522918,0.502904,0.476035,0.497299,0.429462,0.383294
0.201265,0.181387,0.313006,0.38205,0.451708,0.448311,0.550618,0.611897,0.573002,0.620951,0.497118,0.563236,0.51842,0.528006,0.48744,0.506539,0.438946,0.407103
0.201657,0.209601,0.312443,0.380184,0.444546,0.44857,0.531071,0.607336,0.562471,0.619257,0.491815,0.579266,0.520529,0.517512,0.491534,0.518042,0.444123,0.404713
0.207732,0.200742,0.314001,0.38191,0.441159,0.436342,0.535441,0.59692,0.539467,0.596093,0.46862,0.57454,0.511797,0.513904,0.478591,0.510297,0.455556,0.39704
0.196464,0.232149,0.31921,0.429197,0.467646,0.440532,0.52599,0.580998,0.527235,0.593585,0.462776,0.569261,0.50535,0.503989,0.465195,0.465077,0.424515,0.385952
0.208369,0.193603,0.317205,0.378225,0.432322,0.418108,0.508679,0.58932,0.521358,0.584536,0.458085,0.567107,0.508856,0.507704,0.48529,0.46179,0.419686,0.372002
0.20125,0.193917,0.305193,0.371741,0.44712,0.397878,0.481203,0.624676,0.568847,0.618388,0.48327,0.584015,0.520855,0.509537,0.513006,0.474268,0.426264,0.373779
0.204695,0.170588,0.301365,0.347241,0.451053,0.425641,0.466439,0.584705,0.52441,0.589546,0.472873,0.573411,0.500892,0.494913,0.48986,0.44031,0.386458,0.347286
0.192265,0.205726,0.294671,0.368261,0.356603,0.364688,0.496756,0.634655,0.580071,0.635514,0.516479,0.59785,0.514872,0.515401,0.528977,0.492226,0.450942,0.439195
0.193038,0.173786,0.152646,0.358601,0.279464,0.308893,0.4597,0.600708,0.532383,0.569619,0.531952,0.541457,0.544004,0.448164,0.494298,0.468965,0.303283,0.317451
0.192868,0.180811,0.183562,0.388362,0.327095,0.349464,0.466637,0.575927,0.523517,0.555814,0.521745,0.519884,0.530161,0.434798,0.477805,0.462911,0.278997,0.300537
0.190327,0.204542,0.190408,0.377905,0.362174,0.395402,0.491116,0.584013,0.527587,0.573294,0.529024,0.528306,0.529772,0.446748,0.501546,0.503038,0.328094,0.35509
0.192802,0.198055,0.210495,0.356386,0.382867,0.416644,0.499876,0.562685,0.512378,0.564926,0.515477,0.502601,0.505918,0.444875,0.469723,0.452258,0.30892,0.334007
0.19801,0.199882,0.192003,0.390597,0.380242,0.427466,0.5097,0.606528,0.56106,0.59216,0.545054,0.503616,0.526798,0.44388,0.459175,0.443152,0.29516,0.324593
0.185222,0.203128,0.208792,0.374003,0.345439,0.413631,0.507724,0.569583,0.546446,0.581694,0.526764,0.52089,0.54551,0.451471,0.476986,0.460394,0.291094,0.314505
0.19444,0.189479,0.192926,0.318043,0.361937,0.408283,0.512707,0.635871,0.582459,0.630843,0.562817,0.53098,0.568015,0.480618,0.514993,0.494554,0.351077,0.361436
0.206297,0.213953,0.24881,0.436502,0.386878,0.411431,0.50044,0.56479,0.520751,0.562644,0.516898,0.512016,0.567775,0.475557,0.463883,0.446027,0.314778,0.307437
0.196063,0.194429,0.211809,0.364486,0.365883,0.402626,0.514182,0.572123,0.526135,0.581507,0.521329,0.502091,0.561527,0.472127,0.481319,0.472678,0.338878,0.353634
0.194454,0.209539,0.231847,0.409252,0.378897,0.40082,0.533021,0.579233,0.535789,0.580598,0.536375,0.505731,0.578873,0.485648,0.498858,0.491881,0.359517,0.352872
0.197923,0.210856,0.234275,0.409192,0.379015,0.410823,0.535629,0.583809,0.542792,0.596609,0.552617,0.527095,0.592168,0.496524,0.49245,0.48837,0.386447,0.368235
0.197951,0.20918,0.232796,0.444979,0.391435,0.406527,0.54202,0.575542,0.543571,0.571849,0.539955,0.513875,0.567824,0.48595,0.440438,0.442881,0.318771,0.304085
0.206115,0.202931,0.215583,0.424659,0.365537,0.378098,0.52663,0.605319,0.577592,0.599176,0.553844,0.537219,0.580929,0.494464,0.483509,0.492592,0.340218,0.336544
0.189416,0.176301,0.222621,0.373729,0.338907,0.38212,0.531169,0.615017,0.584217,0.621224,0.560057,0.572063,0.587717,0.493366,0.518763,0.533608,0.398893,0.360538
0.185569,0.173114,0.213839,0.364497,0.36848,0.40129,0.543093,0.608285,0.564762,0.595792,0.548284,0.55004,0.569537,0.502482,0.487361,0.506831,0.374822,0.343158
0.19315,0.185746,0.237082,0.415527,0.385874,0.416598,0.518692,0.588221,0.54484,0.568856,0.528491,0.513761,0.543238,0.48182,0.439222,0.470398,0.306293,0.290061
0.191677,0.192504,0.25777,0.31798,0.292521,0.359095,0.487195,0.657762,0.592166,0.627317,0.56435,0.580848,0.572807,0.509533,0.534719,0.582392,0.392039,0.364449
0.182846,0.197917,0.263788,0.388955,0.295341,0.378295,0.519081,0.707866,0.610914,0.679508,0.598829,0.583697,0.55772,0.518774,0.529489,0.59359,0.441689,0.397393
0.195644,0.217826,0.254278,0.427876,0.444005,0.46958,0.563293,0.620152,0.555845,0.594609,0.533903,0.558481,0.546462,0.500648,0.49347,0.561917,0.385036,0.345499
0.196922,0.204026,0.25362,0.475488,0.473866,0.483751,0.590697,0.612525,0.569477,0.601079,0.545913,0.546666,0.525058,0.506961,0.489214,0.557339,0.426138,0.390545
0.179544,0.167781,0.234848,0.35553,0.43275,0.43525,0.537658,0.622674,0.577518,0.606958,0.54304,0.552772,0.531496,0.505744,0.468909,0.531588,0.404536,0.371849
0.179742,0.142932,0.210113,0.319424,0.350018,0.371369,0.531209,0.62023,0.58397,0.616422,0.548266,0.555774,0.545435,0.494032,0.457447,0.524945,0.359996,0.307002
0.176901,0.179615,0.227224,0.352448,0.31854,0.346888,0.52151,0.632932,0.605729,0.6571,0.577314,0.606756,0.590848,0.49971,0.534484,0.603174,0.424615,0.357314
0.158863,0.21658,0.226539,0.422955,0.449591,0.419384,0.548104,0.591515,0.549109,0.590904,0.530959,0.53328,0.542956,0.499801,0.470817,0.533186,0.390135,0.338233
0.174972,0.196866,0.223233,0.368189,0.447364,0.438772,0.568609,0.599864,0.546716,0.58199,0.528297,0.534409,0.541409,0.499012,0.467608,0.534039,0.394859,0.343512
0.172212,0.212148,0.229599,0.452796,0.458194,0.433987,0.57442,0.611128,0.553353,0.591522,0.525458,0.536269,0.539614,0.496294,0.473237,0.54622,0.425599,0.35103
0.175447,0.187319,0.224475,0.390715,0.450276,0.455859,0.592523,0.611464,0.549075,0.591141,0.516055,0.564608,0.570652,0.500973,0.475772,0.582068,0.415856,0.337126
0.175576,0.248868,0.239029,0.443701,0.478847,0.460017,0.595716,0.602485,0.554775,0.587634,0.516746,0.527162,0.526685,0.497134,0.486648,0.590186,0.450941,0.402733
0.174976,0.217684,0.237557,0.398547,0.481771,0.45335,0.580321,0.582682,0.53774,0.570331,0.50833,0.527861,0.52747,0.492777,0.473088,0.579741,0.429794,0.380857
0.173143,0.187895,0.207394,0.313009,0.395154,0.3842,0.571121,0.622162,0.578929,0.605746,0.539792,0.537586,0.531723,0.501785,0.466527,0.551733,0.377408,0.326985
0.177383,0.214644,0.240214,0.370626,0.415643,0.412705,0.539601,0.609802,0.550625,0.584549,0.517858,0.524829,0.533586,0.487952,0.442074,0.516732,0.336321,0.269264
0.159932,0.218769,0.218295,0.304555,0.42184,0.417082,0.545773,0.625975,0.55579,0.608525,0.520408,0.544036,0.554036,0.491273,0.467268,0.556009,0.406973,0.334879
0.144451,0.233147,0.239939,0.356554,0.416888,0.412116,0.560679,0.603658,0.544126,0.606059,0.52085,0.534423,0.554248,0.490917,0.475578,0.553764,0.435031,0.326778
0.158703,0.25214,0.255514,0.348823,0.449835,0.423049,0.570647,0.607006,0.528512,0.601231,0.514651,0.522838,0.548369,0.482595,0.464424,0.528987,0.400286,0.301919
0.160833,0.230427,0.233445,0.360667,0.440981,0.419274,0.566018,0.594507,0.522582,0.58535,0.510861,0.52268,0.545343,0.475534,0.468719,0.544297,0.416507,0.320937
0.165769,0.232522,0.219016,0.369484,0.409107,0.411756,0.55909,0.600901,0.545573,0.596686,0.524649,0.53463,0.542052,0.47148,0.476625,0.557306,0.420412,0.329305
0.181735,0.213335,0.223,0.346611,0.423579,0.440607,0.562705,0.582578,0.545228,0.596856,0.516794,0.554047,0.559458,0.478162,0.474133,0.548209,0.405507,0.3277
0.159319,0.22693,0.258792,0.433259,0.509902,0.467338,0.556566,0.585106,0.542579,0.583365,0.503478,0.523414,0.538953,0.462974,0.463063,0.525867,0.389893,0.320249
0.16479,0.238256,0.292146,0.428758,0.484571,0.46246,0.530571,0.582205,0.537731,0.576274,0.492749,0.518347,0.529007,0.452727,0.451492,0.494954,0.369567,0.307386
0.164385,0.236641,0.283348,0.359343,0.379333,0.398672,0.549097,0.625919,0.566915,0.63714,0.537744,0.563535,0.566761,0.476685,0.497546,0.552565,0.436752,0.343527
0.163325,0.217365,0.278094,0.378119,0.436903,0.450362,0.563651,0.584062,0.540873,0.628836,0.50323,0.547522,0.555,0.465593,0.491387,0.551672,0.405984,0.316588
0.172186,0.247562,0.290232,0.439792,0.496792,0.482268,0.565832,0.580192,0.518901,0.594011,0.481502,0.521507,0.531322,0.464166,0.482593,0.524982,0.379058,0.312849
0.184506,0.224547,0.292387,0.352932,0.502059,0.506078,0.563851,0.551212,0.51144,0.584622,0.475536,0.541597,0.539808,0.468451,0.500265,0.539148,0.403729,0.329115
0.176667,0.234007,0.281945,0.454464,0.529215,0.506439,0.561351,0.588391,0.528241,0.600188,0.48226,0.516407,0.5164,0.470666,0.494781,0.545828,0.44082,0.362933
0.188477,0.214267,0.281768,0.403327,0.459443,0.465317,0.505951,0.566888,0.525187,0.589915,0.475871,0.5115,0.513223,0.465809,0.462774,0.491567,0.376022,0.286515
0.166025,0.209594,0.255736,0.311531,0.377092,0.385983,0.536662,0.70079,0.610024,0.691323,0.572857,0.580172,0.56137,0.466639,0.479616,0.532555,0.443783,0.345625
0.186971,0.202948,0.282307,0.384983,0.451289,0.439063,0.538707,0.618332,0.528326,0.612177,0.516355,0.561455,0.544209,0.46283,0.461883,0.513711,0.434418,0.344281
0.176762,0.214963,0.280014,0.341327,0.406652,0.439314,0.560966,0.643337,0.559994,0.631403,0.514466,0.55749,0.562496,0.472185,0.484243,0.526236,0.417167,0.342837
0.179541,0.211924,0.289054,0.402394,0.461576,0.463375,0.536253,0.578527,0.508051,0.566709,0.471221,0.516521,0.517851,0.455383,0.4518,0.472019,0.384993,0.298066
0.170112,0.217435,0.299529,0.364962,0.474059,0.478498,0.52775,0.573547,0.512765,0.576489,0.46263,0.54324,0.534743,0.466882,0.484083,0.517394,0.42812,0.35387
0.170858,0.243881,0.298938,0.384976,0.509126,0.481991,0.538068,0.596234,0.52995,0.60153,0.484261,0.571357,0.545283,0.476023,0.523882,0.579404,0.462422,0.395449
0.182112,0.213431,0.300513,0.415463,0.534427,0.519323,0.54017,0.622748,0.544587,0.616973,0.486656,0.545755,0.513271,0.459643,0.499952,0.538459,0.489307,0.437876
0.175652,0.229349,0.301915,0.460208,0.537114,0.509872,0.538284,0.583456,0.516321,0.579598,0.457749,0.541499,0.520973,0.461863,0.481768,0.510293,0.402766,0.345944
0.179033,0.209146,0.27737,0.402831,0.530681,0.513935,0.528156,0.575475,0.501523,0.565233,0.45779,0.537145,0.510284,0.462752,0.5124,0.541461,0.442025,0.400179
0.177718,0.260412,0.282623,0.496667,0.545811,0.493894,0.509899,0.552977,0.497536,0.560919,0.4501,0.530095,0.502158,0.463802,0.513305,0.525766,0.462366,0.408033
0.182189,0.228196,0.259186,0.409408,0.508718,0.501239,0.523403,0.601751,0.527652,0.600753,0.478208,0.539306,0.511028,0.457659,0.510574,0.50937,0.439684,0.38791
0.174507,0.229309,0.25555,0.408764,0.50436,0.468024,0.493189,0.627865,0.553608,0.624933,0.500663,0.570826,0.518565,0.48037,0.528692,0.495499,0.445002,0.37804
0.173073,0.225163,0.271341,0.440829,0.493844,0.483834,0.456881,0.570483,0.490981,0.578343,0.466847,0.541515,0.501476,0.451697,0.486,0.452406,0.391401,0.31085
0.171367,0.226779,0.242098,0.415921,0.389449,0.410949,0.508506,0.614299,0.546081,0.633256,0.515582,0.577592,0.528031,0.48937,0.540434,0.510204,0.473417,0.421434
0.20302,0.231161,0.176079,0.413663,0.296346,0.351128,0.476195,0.593327,0.526106,0.578677,0.516284,0.563452,0.574366,0.462118,0.520151,0.458067,0.313319,0.327888
0.19878,0.236444,0.197596,0.421036,0.319346,0.369911,0.496143,0.624378,0.547823,0.607044,0.52641,0.57175,0.583192,0.474552,0.535225,0.473936,0.312748,0.34144
0.183393,0.237646,0.199856,0.48313,0.36545,0.417183,0.529118,0.602958,0.544105,0.613335,0.519349,0.579967,0.582739,0.467951,0.544158,0.51572,0.367059,0.389792
0.205761,0.232579,0.20265,0.445557,0.389662,0.422207,0.576061,0.598616,0.524301,0.583723,0.507869,0.570634,0.574514,0.472634,0.535127,0.506476,0.37797,0.370276
0.213828,0.245317,0.203309,0.464578,0.409181,0.470951,0.593495,0.606632,0.53738,0.581218,0.515787,0.554115,0.580621,0.484975,0.544145,0.510427,0.380814,0.364851
0.207357,0.248484,0.226512,0.450504,0.412677,0.467412,0.547386,0.578775,0.526571,0.564945,0.514977,0.537135,0.576672,0.484897,0.499938,0.472994,0.355931,0.329948
0.224941,0.214661,0.186234,0.341261,0.351508,0.381149,0.568192,0.662352,0.602613,0.655915,0.571518,0.585433,0.620994,0.510113,0.544875,0.53441,0.387738,0.359763
0.22846,0.232042,0.206945,0.41701,0.364986,0.391385,0.547864,0.616931,0.557386,0.61272,0.539101,0.564681,0.601597,0.497563,0.488069,0.457326,0.362118,0.330778
0.229622,0.239131,0.198089,0.399887,0.392586,0.398608,0.548049,0.584409,0.532734,0.577435,0.521269,0.543705,0.591809,0.496827,0.496012,0.484827,0.361687,0.334605
0.219575,0.235258,0.19749,0.352901,0.374762,0.392193,0.565233,0.618744,0.548903,0.62153,0.543219,0.578425,0.619321,0.513146,0.550335,0.545605,0.434486,0.414714
0.213541,0.236543,0.201397,0.405566,0.411038,0.425673,0.549522,0.60682,0.536682,0.605636,0.547419,0.564555,0.593994,0.512898,0.515943,0.49874,0.411018,0.39165
0.21815,0.237497,0.199793,0.401248,0.411681,0.412676,0.554728,0.608468,0.533226,0.595338,0.547884,0.568162,0.587757,0.511839,0.505185,0.492298,0.368901,0.357304
0.21905,0.24109,0.200885,0.396418,0.410549,0.401529,0.545304,0.661078,0.57007,0.629827,0.573039,0.568473,0.585214,0.518881,0.50878,0.50275,0.346075,0.366007
0.208016,0.231741,0.211823,0.357323,0.381832,0.395268,0.530925,0.659451,0.558951,0.614746,0.563117,0.583168,0.580407,0.509636,0.517274,0.507412,0.340068,0.360244
0.204377,0.238815,0.203802,0.342334,0.371264,0.391505,0.540927,0.664083,0.564794,0.6262,0.562286,0.596537,0.598344,0.514676,0.54246,0.542798,0.37822,0.388943
0.205735,0.23504,0.208577,0.384993,0.376253,0.412939,0.546047,0.664093,0.554798,0.622885,0.553826,0.580247,0.592324,0.516345,0.521841,0.538124,0.408359,0.403309
0.19956,0.229098,0.194458,0.389783,0.414084,0.430167,0.558952,0.626383,0.524527,0.590423,0.536024,0.560083,0.576836,0.502809,0.48879,0.50752,0.364466,0.361049
0.202827,0.216554,0.200861,0.364713,0.383054,0.420721,0.570048,0.643858,0.540103,0.610131,0.542432,0.57463,0.606182,0.52098,0.527105,0.551169,0.389808,0.38616
0.200905,0.24703,0.208208,0.469167,0.405955,0.429101,0.572612,0.631455,0.524961,0.605628,0.533494,0.56306,0.582567,0.518329,0.51341,0.567268,0.41204,0.40267
0.220817,0.220015,0.202064,0.399387,0.443912,0.477225,0.59946,0.63369,0.517777,0.597188,0.524029,0.551525,0.577686,0.509883,0.501044,0.547455,0.389548,0.373312
0.214333,0.227554,0.206056,0.448488,0.473937,0.484077,0.60011,0.60363,0.514745,0.589279,0.5265,0.55213,0.573699,0.507827,0.503111,0.563126,0.410075,0.395557
0.207317,0.211037,0.226321,0.398648,0.451218,0.464348,0.577704,0.604916,0.51369,0.595309,0.529813,0.559168,0.584306,0.511325,0.500911,0.571576,0.413473,0.392069
0.198236,0.184487,0.201994,0.347563,0.362478,0.403137,0.586069,0.645308,0.552205,0.640076,0.551895,0.553201,0.58314,0.5063,0.493949,0.547834,0.393837,0.369247
0.205229,0.240632,0.213881,0.388549,0.355586,0.381677,0.549847,0.641068,0.532853,0.618071,0.541518,0.547689,0.579029,0.504359,0.47106,0.523729,0.348039,0.340921
0.193959,0.261734,0.221646,0.435673,0.432858,0.447102,0.572979,0.622887,0.515195,0.608264,0.532492,0.560018,0.579397,0.513714,0.477616,0.53027,0.392381,0.356883
0.191621,0.221592,0.204246,0.401911,0.411533,0.473056,0.584249,0.622715,0.518348,0.607816,0.531943,0.546276,0.57364,0.5072,0.47059,0.526879,0.386609,0.352462
0.172072,0.219157,0.191833,0.401751,0.387473,0.45717,0.571097,0.600169,0.51388,0.590611,0.520408,0.529273,0.552076,0.502449,0.488115,0.556498,0.393965,0.376012
0.181645,0.204964,0.186288,0.358498,0.368779,0.422021,0.5601,0.606566,0.526466,0.60476,0.533834,0.555463,0.572265,0.512634,0.498746,0.577295,0.413504,0.384584
0.174875,0.221535,0.200714,0.345056,0.370917,0.423399,0.584298,0.631908,0.541603,0.624523,0.538652,0.543417,0.566775,0.500316,0.489278,0.552712,0.391219,0.358954
0.180072,0.221953,0.207961,0.365488,0.369437,0.432059,0.562436,0.614467,0.517567,0.619154,0.524161,0.552828,0.574515,0.493633,0.482877,0.562829,0.380282,0.355151
0.166328,0.228078,0.197844,0.386641,0.420301,0.445565,0.563449,0.597862,0.504905,0.603343,0.521868,0.539685,0.569371,0.486583,0.490643,0.543189,0.373493,0.321076
0.175016,0.181001,0.17902,0.339907,0.380028,0.438149,0.588785,0.600741,0.508595,0.603358,0.520512,0.547614,0.5726,0.496001,0.510175,0.570072,0.396188,0.340278
0.160128,0.221853,0.191008,0.393179,0.42808,0.462086,0.577559,0.638421,0.517982,0.629847,0.529103,0.554486,0.564016,0.489738,0.513855,0.591129,0.440224,0.377323
0.173082,0.224622,0.18828,0.369693,0.445823,0.462023,0.582711,0.611531,0.503604,0.60358,0.512336,0.51694,0.539276,0.47178,0.497526,0.572574,0.431249,0.36615
0.150428,0.200505,0.166584,0.335596,0.424425,0.439781,0.596095,0.630458,0.516472,0.605596,0.522307,0.515993,0.542042,0.472416,0.492318,0.558495,0.416488,0.35084
0.164342,0.227786,0.205654,0.382964,0.452594,0.446785,0.543435,0.622738,0.523525,0.611893,0.527336,0.54191,0.561383,0.473799,0.50006,0.569861,0.410239,0.336533
0.148568,0.200617,0.193081,0.327928,0.372369,0.406335,0.535227,0.636981,0.545714,0.603569,0.52696,0.538288,0.551883,0.473034,0.500856,0.559883,0.381356,0.32053
0.152365,0.181633,0.185997,0.316295,0.342638,0.401459,0.485738,0.617562,0.528473,0.600434,0.517047,0.535477,0.556174,0.465309,0.492234,0.534793,0.377467,0.319524
0.151509,0.192708,0.198829,0.308597,0.314078,0.359466,0.500622,0.665872,0.563979,0.646534,0.539434,0.547923,0.559624,0.476598,0.501565,0.550179,0.422828,0.344883
0.147461,0.207143,0.22729,0.334189,0.39505,0.433974,0.511615,0.609009,0.524651,0.605587,0.500569,0.545186,0.568739,0.45741,0.476578,0.525286,0.373271,0.304959
0.13114,0.215189,0.231032,0.358022,0.342643,0.392385,0.557292,0.629282,0.550781,0.63436,0.520157,0.558547,0.569195,0.482801,0.535107,0.568588,0.413216,0.347737
0.143342,0.212319,0.221911,0.403589,0.460883,0.481351,0.56043,0.631313,0.531756,0.627539,0.496198,0.510991,0.54272,0.467187,0.505014,0.54837,0.383759,0.328441
0.153402,0.218973,0.233212,0.436567,0.463186,0.487033,0.566469,0.571705,0.511183,0.573689,0.488656,0.508346,0.533392,0.460554,0.493624,0.516618,0.346423,0.289658
0.123852,0.203792,0.228598,0.372145,0.437452,0.470038,0.570237,0.593252,0.513943,0.598912,0.498022,0.524442,0.551101,0.458534,0.50304,0.530026,0.359764,0.301156
0.135521,0.213093,0.222217,0.404778,0.469638,0.466113,0.515626,0.571153,0.500532,0.570688,0.494938,0.482342,0.522368,0.43981,0.483572,0.507258,0.328404,0.279961
0.152594,0.207946,0.226867,0.334759,0.332491,0.396626,0.474059,0.591164,0.557577,0.62343,0.527284,0.562129,0.586471,0.48002,0.537738,0.578179,0.375321,0.307607
0.1487,0.221975,0.214403,0.352033,0.357489,0.405867,0.546051,0.591184,0.521226,0.617155,0.510084,0.569857,0.566506,0.454164,0.517689,0.580304,0.449847,0.377383
0.161381,0.234748,0.239736,0.406239,0.465827,0.457302,0.506363,0.558335,0.485913,0.56922,0.48865,0.494664,0.520052,0.424654,0.473428,0.524413,0.400135,0.318674
0.150857,0.225737,0.239891,0.336887,0.353133,0.391711,0.540111,0.614545,0.533382,0.615473,0.527463,0.55746,0.559406,0.466923,0.512554,0.569562,0.453692,0.366153
0.159461,0.237574,0.267197,0.372968,0.407215,0.433993,0.497642,0.578923,0.480486,0.573393,0.492606,0.52985,0.541674,0.443784,0.460906,0.503598,0.370534,0.298098
0.149342,0.226453,0.249053,0.383753,0.475539,0.483132,0.532154,0.600181,0.490177,0.579596,0.495891,0.547583,0.534165,0.451386,0.474834,0.533577,0.434237,0.359814
0.1519,0.245782,0.253629,0.422993,0.505589,0.478742,0.543262,0.596637,0.491304,0.589424,0.500594,0.546281,0.530109,0.453642,0.479633,0.548628,0.424034,0.360112
0.160311,0.221222,0.265552,0.411897,0.522212,0.485755,0.552743,0.591677,0.497233,0.591063,0.50438,0.576529,0.544955,0.472405,0.50289,0.567756,0.419857,0.368125
0.153718,0.240673,0.271596,0.497792,0.52706,0.485537,0.532463,0.578543,0.488044,0.576766,0.496646,0.524019,0.491385,0.451716,0.493609,0.543721,0.453836,0.405405
0.16437,0.200511,0.237705,0.376371,0.517373,0.479997,0.555977,0.574271,0.484678,0.572956,0.496464,0.567585,0.525087,0.458045,0.503148,0.537455,0.428984,0.365838
0.158811,0.248091,0.24363,0.443704,0.545532,0.475882,0.531803,0.554592,0.465646,0.552916,0.482528,0.537778,0.512287,0.45289,0.485661,0.48894,0.395503,0.340227
0.151392,0.22932,0.233437,0.422718,0.520067,0.477834,0.480845,0.576894,0.460884,0.565835,0.485603,0.558413,0.523239,0.46331,0.51766,0.54451,0.458374,0.430979
0.148877,0.212225,0.245658,0.40627,0.502557,0.485583,0.464831,0.554788,0.443446,0.550391,0.491666,0.542479,0.520167,0.451525,0.476672,0.479455,0.370782,0.32582
0.142638,0.208548,0.219802,0.356345,0.38007,0.402485,0.517778,0.637095,0.527954,0.631236,0.546886,0.568875,0.552302,0.47815,0.530521,0.550439,0.46599,0.443588
0.215584,0.210251,0.162122,0.369612,0.226487,0.279813,0.402515,0.595156,0.509126,0.586871,0.530064,0.574635,0.548698,0.495809,0.559869,0.503227,0.377903,0.366821
0.214691,0.217218,0.19032,0.376929,0.240422,0.289999,0.393608,0.581512,0.500294,0.559829,0.519811,0.550221,0.523325,0.487031,0.528297,0.464131,0.324762,0.3285
0.201753,0.242691,0.199918,0.414784,0.246559,0.300305,0.334751,0.578578,0.577277,0.606923,0.553407,0.615224,0.556022,0.493455,0.574912,0.514231,0.349206,0.358934
0.213954,0.259612,0.236691,0.351305,0.293757,0.334436,0.495177,0.644943,0.553432,0.647079,0.561708,0.640434,0.578422,0.506489,0.618396,0.566677,0.430772,0.420237
0.229554,0.24944,0.229507,0.462996,0.384336,0.433106,0.551426,0.599044,0.483681,0.567667,0.506849,0.556503,0.549983,0.504177,0.526825,0.471598,0.371095,0.359419
0.212577,0.241048,0.229066,0.413337,0.361581,0.422143,0.480442,0.567728,0.480472,0.547898,0.496282,0.534399,0.554712,0.504334,0.480869,0.402013,0.304059,0.308427
