NDVI0412,NDVI0422,NDVI0427,NDVI0506,NDVI0516,NDVI0520,NDVI0531,NDVI0614,NDVI0620,NDVI0623,NDVI0627,NDVI0716,NDVI0721,NDVI0725,NDVI0802,NDVI0808,NDVI0812,NDVI0818
0.221596,0.230181,0.20858,0.360243,0.267704,0.309508,0.442354,0.622969,0.548813,0.627053,0.55014,0.605062,0.598378,0.527917,0.582607,0.544162,0.358687,0.363463
0.22533,0.228047,0.227916,0.337138,0.270713,0.319687,0.509531,0.649721,0.560754,0.691286,0.586982,0.656463,0.623848,0.534363,0.612737,0.604039,0.44284,0.435768
0.223791,0.241166,0.229101,0.410701,0.375973,0.410429,0.556557,0.579837,0.48684,0.596708,0.513526,0.567392,0.592057,0.534197,0.520394,0.469533,0.364628,0.364676
0.214877,0.21895,0.220043,0.388404,0.378889,0.427144,0.57145,0.590921,0.503477,0.610703,0.530641,0.584272,0.601802,0.544841,0.546813,0.507973,0.369256,0.403915
0.214289,0.236026,0.216245,0.436453,0.396176,0.439928,0.548713,0.583866,0.492474,0.599408,0.520969,0.562301,0.586585,0.533744,0.549347,0.520413,0.395161,0.439674
0.215844,0.214688,0.209738,0.387987,0.391184,0.418995,0.537315,0.579153,0.504292,0.599072,0.519787,0.566448,0.590559,0.540266,0.53586,0.514379,0.386003,0.396022
0.204627,0.212421,0.214062,0.380576,0.388293,0.420245,0.566085,0.606552,0.515153,0.611664,0.535835,0.592504,0.602868,0.541227,0.535826,0.501579,0.385069,0.381758
0.195623,0.22102,0.23135,0.399202,0.387892,0.424213,0.558614,0.60332,0.510662,0.602571,0.534428,0.593948,0.597195,0.538203,0.521899,0.486832,0.352078,0.368083
0.201693,0.22421,0.213278,0.384645,0.382673,0.416787,0.569285,0.641072,0.561914,0.642735,0.573119,0.603501,0.611146,0.564513,0.576372,0.56201,0.406193,0.420371
0.204845,0.224679,0.221951,0.383842,0.38225,0.411047,0.5607,0.618468,0.542844,0.638957,0.548777,0.595666,0.59663,0.546289,0.566979,0.560215,0.441428,0.418775
0.193357,0.221676,0.218108,0.349798,0.401037,0.42596,0.562795,0.616555,0.526103,0.63722,0.54979,0.590664,0.583937,0.546175,0.536692,0.540233,0.400782,0.376263
0.202443,0.199683,0.22268,0.361236,0.414503,0.444587,0.55875,0.609057,0.51039,0.628712,0.530177,0.583414,0.58977,0.534403,0.540113,0.543313,0.387032,0.389953
0.198816,0.213243,0.222507,0.37713,0.414557,0.455223,0.543848,0.584977,0.497208,0.609928,0.522316,0.572031,0.576248,0.526963,0.557117,0.584674,0.455722,0.44217
0.213024,0.179605,0.217829,0.350577,0.441305,0.459391,0.557062,0.592522,0.495766,0.63285,0.51919,0.567162,0.581591,0.523789,0.55205,0.577715,0.487789,0.44702
0.202549,0.198962,0.225134,0.377045,0.45992,0.458722,0.564874,0.598762,0.501683,0.62332,0.531624,0.577509,0.582129,0.525882,0.518788,0.515424,0.404297,0.387331
0.188441,0.217902,0.246418,0.374655,0.43561,0.439397,0.543083,0.595547,0.495076,0.625608,0.537188,0.564903,0.575849,0.521824,0.498113,0.490503,0.36241,0.359445
0.19405,0.201373,0.242897,0.31439,0.322654,0.360189,0.540175,0.659367,0.560604,0.677482,0.581219,0.599549,0.594783,0.537227,0.559285,0.597699,0.45013,0.402289
0.192937,0.217332,0.226405,0.377766,0.456685,0.43833,0.550835,0.606819,0.494049,0.621052,0.550247,0.570428,0.575383,0.51657,0.497687,0.536109,0.399146,0.375901
0.196039,0.197115,0.228248,0.313539,0.391791,0.439746,0.561213,0.618618,0.509576,0.630748,0.555317,0.564603,0.569028,0.518804,0.504343,0.536242,0.400228,0.376481
0.182,0.215419,0.234338,0.369802,0.368606,0.430078,0.57714,0.632753,0.529418,0.65342,0.555994,0.57729,0.571966,0.516879,0.504874,0.539587,0.421411,0.388771
0.176731,0.174486,0.220878,0.320977,0.391093,0.475001,0.620876,0.629294,0.530564,0.654511,0.556102,0.585371,0.575662,0.512553,0.506572,0.546826,0.425994,0.386703
0.16603,0.180394,0.212693,0.381714,0.425894,0.476991,0.588038,0.60351,0.522506,0.626724,0.548617,0.563734,0.566532,0.504606,0.498613,0.518459,0.388793,0.362398
0.17063,0.166797,0.209053,0.348656,0.379051,0.450795,0.557514,0.608279,0.526522,0.620817,0.554382,0.564766,0.569255,0.504854,0.497392,0.524581,0.368124,0.343561
0.170012,0.169348,0.207005,0.284479,0.301238,0.357265,0.488006,0.588009,0.518869,0.608501,0.552385,0.548428,0.556694,0.501266,0.506493,0.508115,0.355528,0.317094
0.154935,0.147419,0.197229,0.269237,0.310109,0.333406,0.526912,0.603527,0.521123,0.62847,0.552903,0.56826,0.55375,0.498972,0.523739,0.533021,0.405812,0.352428
0.165335,0.153233,0.213003,0.274819,0.325522,0.364195,0.540771,0.607662,0.522114,0.628348,0.554404,0.558575,0.554083,0.497541,0.528984,0.555939,0.409484,0.35863
0.168703,0.169883,0.224902,0.315258,0.360821,0.390465,0.539957,0.626094,0.530905,0.649218,0.559903,0.573108,0.56163,0.497227,0.527752,0.578154,0.453979,0.403779
0.175973,0.174407,0.243485,0.27386,0.345005,0.389419,0.582472,0.638516,0.52382,0.656828,0.563698,0.5816,0.568015,0.498554,0.538647,0.620079,0.477256,0.424682
0.179699,0.169294,0.228926,0.294521,0.393573,0.407742,0.551866,0.574211,0.483741,0.60226,0.536123,0.547674,0.54492,0.485436,0.503553,0.540992,0.380314,0.330266
0.177126,0.164189,0.224476,0.273034,0.374088,0.383944,0.511153,0.577525,0.493812,0.599517,0.537217,0.543219,0.543201,0.477906,0.491675,0.510912,0.355918,0.303062
0.162244,0.166292,0.19392,0.240442,0.294894,0.339304,0.510181,0.595356,0.512971,0.617185,0.544804,0.531596,0.533139,0.476233,0.50994,0.543223,0.398784,0.344976
0.169374,0.14153,0.194183,0.23719,0.279058,0.340589,0.504787,0.574515,0.501292,0.608406,0.532577,0.523893,0.530428,0.465992,0.506291,0.524598,0.362578,0.311315
0.166975,0.171008,0.209752,0.271377,0.355818,0.375486,0.502402,0.619057,0.516823,0.646739,0.552628,0.587528,0.556696,0.47427,0.539024,0.588276,0.414439,0.370324
0.175737,0.167561,0.219345,0.280681,0.328469,0.385772,0.515308,0.607473,0.508198,0.619335,0.5438,0.551988,0.546484,0.485435,0.547558,0.598211,0.440025,0.392417
0.167439,0.18974,0.206202,0.294886,0.299024,0.344988,0.532179,0.620003,0.5181,0.631879,0.54845,0.566916,0.540963,0.480948,0.549368,0.569536,0.457214,0.386572
0.178824,0.162317,0.220643,0.315886,0.413489,0.433837,0.555361,0.603533,0.479606,0.608566,0.529703,0.535316,0.522013,0.460501,0.508952,0.532537,0.377738,0.305314
0.169095,0.210383,0.233203,0.307534,0.414407,0.46062,0.495695,0.534043,0.462523,0.561718,0.512684,0.513436,0.502788,0.454312,0.496332,0.517737,0.339183,0.288562
0.170546,0.19055,0.235378,0.284185,0.24523,0.29575,0.367085,0.638047,0.590875,0.724569,0.569516,0.635606,0.553055,0.486331,0.567689,0.624913,0.413767,0.35787
0.170208,0.173923,0.218415,0.311893,0.3499,0.368024,0.475391,0.587451,0.482337,0.586702,0.515863,0.536538,0.505605,0.454577,0.497959,0.540234,0.373165,0.302409
0.174091,0.175265,0.232948,0.307974,0.32602,0.364902,0.481714,0.576844,0.477037,0.577217,0.510614,0.531951,0.50454,0.453545,0.493213,0.525462,0.359288,0.298851
0.183193,0.223884,0.256972,0.343627,0.409867,0.409445,0.477777,0.553211,0.455736,0.553777,0.515086,0.503675,0.505522,0.443851,0.482633,0.513696,0.356161,0.289715
0.189135,0.211747,0.273686,0.345314,0.43176,0.413514,0.512626,0.552743,0.45599,0.561206,0.506551,0.544165,0.509656,0.444093,0.476209,0.48671,0.344626,0.312181
0.187307,0.212486,0.255565,0.283407,0.404708,0.400363,0.592966,0.607936,0.49832,0.608128,0.534804,0.558037,0.523084,0.460119,0.518087,0.574219,0.430416,0.411775
0.179117,0.224426,0.278954,0.370087,0.49007,0.474401,0.547583,0.554242,0.455119,0.556231,0.505988,0.555662,0.503484,0.453234,0.494502,0.527176,0.401398,0.364033
0.183358,0.217068,0.293293,0.395254,0.502668,0.463562,0.548532,0.549763,0.455497,0.550175,0.498365,0.543153,0.497247,0.456149,0.494985,0.522083,0.377758,0.355189
0.193439,0.19178,0.261954,0.377905,0.510806,0.469129,0.523796,0.544038,0.452523,0.550294,0.492316,0.529501,0.487969,0.430244,0.49782,0.547043,0.41963,0.392852
0.179174,0.233224,0.260212,0.415884,0.48299,0.457691,0.508986,0.538378,0.444643,0.54151,0.486069,0.512089,0.486965,0.42938,0.501954,0.535694,0.428287,0.376203
0.189847,0.177659,0.244422,0.352316,0.489996,0.474194,0.520629,0.553187,0.447943,0.54747,0.494064,0.525604,0.496012,0.43866,0.497135,0.51348,0.381877,0.342804
0.187349,0.245598,0.281285,0.403347,0.494929,0.454747,0.5164,0.553492,0.459058,0.559935,0.502885,0.557128,0.507829,0.437344,0.516626,0.532131,0.390496,0.357327
0.192638,0.212601,0.2599,0.345782,0.495554,0.4841,0.522938,0.561267,0.450614,0.556154,0.494112,0.533291,0.492228,0.427888,0.514866,0.55166,0.408773,0.403976
0.186762,0.21119,0.256286,0.420116,0.476725,0.477265,0.478452,0.530179,0.436429,0.538967,0.491095,0.524238,0.49453,0.432021,0.508137,0.532073,0.387622,0.369381
0.190371,0.176645,0.235488,0.371049,0.471651,0.457389,0.449008,0.54522,0.429838,0.53915,0.497129,0.534519,0.492127,0.433269,0.489315,0.487087,0.344036,0.301844
0.192212,0.175641,0.227545,0.333207,0.365565,0.388109,0.496806,0.580673,0.49773,0.590686,0.539977,0.556145,0.509059,0.447167,0.515533,0.536589,0.400394,0.373556
0.222753,0.2678,0.300524,0.352668,0.244442,0.281231,0.528865,0.636101,0.537017,0.581249,0.505903,0.59974,0.545046,0.522234,0.570168,0.475421,0.42639,0.412134
0.211217,0.289705,0.286124,0.392852,0.262678,0.312912,0.610289,0.632405,0.548784,0.590013,0.523866,0.615783,0.540174,0.529169,0.562251,0.456159,0.419838,0.410853
0.220838,0.285587,0.278146,0.475353,0.339609,0.384092,0.578655,0.608623,0.510958,0.528646,0.480105,0.570197,0.524665,0.524898,0.537516,0.397438,0.389309,0.385363
0.224518,0.276396,0.270481,0.407126,0.319544,0.358511,0.586458,0.5741,0.508205,0.544649,0.466934,0.570063,0.545859,0.522098,0.532809,0.422054,0.379373,0.382037
0.229465,0.279515,0.270209,0.390759,0.307595,0.366248,0.546728,0.616904,0.514437,0.567266,0.480389,0.579008,0.560851,0.527365,0.566265,0.46995,0.414301,0.393825
0.212251,0.270549,0.290063,0.397903,0.320993,0.384074,0.500499,0.597852,0.507818,0.561304,0.472781,0.557137,0.566609,0.528521,0.544098,0.443369,0.401307,0.382128
0.216746,0.24398,0.268188,0.360345,0.27768,0.343075,0.511881,0.599098,0.522592,0.592473,0.500319,0.557377,0.555209,0.538147,0.493788,0.403723,0.370764,0.336539
0.222323,0.260315,0.295754,0.37795,0.301418,0.371534,0.544315,0.604063,0.531521,0.618794,0.517191,0.638645,0.564593,0.530922,0.58054,0.504637,0.385704,0.353779
0.211887,0.260738,0.293434,0.399653,0.336772,0.391403,0.573244,0.603487,0.513429,0.604125,0.498701,0.575118,0.588085,0.546658,0.560923,0.468034,0.408264,0.396747
0.214024,0.260516,0.301846,0.358831,0.308924,0.385216,0.580199,0.581304,0.498754,0.587461,0.508999,0.567987,0.588912,0.555163,0.559525,0.466102,0.425652,0.410279
0.208109,0.254496,0.277348,0.400607,0.3598,0.414438,0.56423,0.609161,0.518192,0.593497,0.518016,0.562963,0.579297,0.541828,0.525287,0.430641,0.419518,0.408737
0.206047,0.250715,0.288044,0.369978,0.354958,0.397647,0.539948,0.601361,0.513689,0.596356,0.518382,0.570117,0.572367,0.535384,0.512251,0.432706,0.392569,0.372627
0.193767,0.236522,0.262217,0.35711,0.314423,0.375503,0.524544,0.640296,0.564891,0.636707,0.550392,0.61734,0.605622,0.577179,0.584399,0.511846,0.430889,0.403876
0.186591,0.238135,0.294683,0.37244,0.35751,0.421026,0.572409,0.637808,0.531422,0.601418,0.529257,0.596158,0.603195,0.566785,0.547194,0.479961,0.396256,0.39142
0.194065,0.239466,0.278636,0.39424,0.365581,0.416153,0.571854,0.609271,0.504498,0.58024,0.502266,0.577803,0.599268,0.554934,0.545904,0.491722,0.415004,0.42296
0.200095,0.224061,0.279521,0.331995,0.327901,0.379189,0.603717,0.612947,0.521914,0.598195,0.510188,0.596114,0.607202,0.573884,0.584765,0.571592,0.457151,0.44276
0.193592,0.239796,0.288545,0.450636,0.447203,0.458696,0.592289,0.634635,0.513592,0.607412,0.515699,0.589902,0.604181,0.562413,0.557954,0.540238,0.426669,0.417171
0.186873,0.222036,0.283442,0.392587,0.424242,0.465735,0.611261,0.600888,0.503495,0.582987,0.511334,0.581204,0.608529,0.566882,0.567731,0.532264,0.453098,0.415429
0.181876,0.245605,0.283003,0.434089,0.45746,0.472218,0.580438,0.598441,0.508899,0.579301,0.5171,0.568834,0.610119,0.573547,0.546462,0.531261,0.444213,0.399574
0.18272,0.214063,0.268953,0.357964,0.421417,0.432417,0.576899,0.621844,0.531773,0.61117,0.544234,0.580465,0.612421,0.564214,0.534762,0.530719,0.449492,0.40389
0.186447,0.206789,0.264867,0.337917,0.320389,0.388286,0.545338,0.60067,0.530057,0.582888,0.539177,0.556062,0.609404,0.534964,0.514317,0.51469,0.43478,0.389414
0.180244,0.224925,0.28913,0.319432,0.284522,0.360478,0.533492,0.605368,0.537977,0.607153,0.546365,0.585706,0.608357,0.561266,0.538291,0.577705,0.469301,0.3983
0.187718,0.242507,0.302619,0.382727,0.424846,0.433318,0.573059,0.590301,0.500862,0.57682,0.530378,0.537858,0.593557,0.543464,0.505239,0.515712,0.40581,0.369023
0.188359,0.214562,0.318393,0.296684,0.327548,0.42647,0.610833,0.574708,0.506456,0.572935,0.534983,0.528104,0.580043,0.520811,0.487907,0.495365,0.360075,0.336689
0.181459,0.25146,0.320773,0.412244,0.431129,0.471959,0.61354,0.648992,0.5614,0.638719,0.576639,0.611473,0.624965,0.539571,0.555136,0.61366,0.487224,0.424686
0.187038,0.200307,0.295563,0.331563,0.398501,0.46887,0.619431,0.565489,0.494271,0.568065,0.539671,0.573196,0.602027,0.542184,0.543826,0.581913,0.466037,0.41858
0.176191,0.223216,0.301966,0.364523,0.410737,0.478479,0.616464,0.560074,0.484273,0.545714,0.542825,0.538308,0.572532,0.530993,0.523786,0.548422,0.454771,0.41925
0.17121,0.210052,0.272029,0.30959,0.385328,0.450286,0.610709,0.578341,0.496252,0.570183,0.559354,0.538558,0.578975,0.535118,0.528085,0.553685,0.461942,0.419047
0.173429,0.202205,0.257297,0.275993,0.357083,0.419958,0.600775,0.5624,0.488337,0.563613,0.563784,0.529014,0.571945,0.516807,0.505219,0.521185,0.409777,0.361135
0.180811,0.192935,0.275299,0.277065,0.339929,0.399331,0.566456,0.559254,0.488675,0.569119,0.575613,0.560084,0.563624,0.520198,0.512026,0.529534,0.399189,0.34699
0.160186,0.189826,0.236825,0.270277,0.33736,0.397097,0.576316,0.589603,0.495047,0.586561,0.569216,0.567201,0.577478,0.523466,0.525336,0.562772,0.427901,0.381651
0.163674,0.15375,0.23108,0.251128,0.300672,0.394815,0.596616,0.559805,0.490038,0.591729,0.569124,0.550948,0.556458,0.523373,0.527386,0.55071,0.412433,0.357799
0.16427,0.211864,0.283995,0.346735,0.39358,0.449358,0.563531,0.604655,0.501603,0.606663,0.577105,0.588251,0.576708,0.52715,0.52832,0.580303,0.453458,0.379468
0.167327,0.192991,0.263265,0.313538,0.387837,0.460408,0.5785,0.554927,0.461936,0.566285,0.55636,0.553604,0.563657,0.509534,0.50946,0.572136,0.437293,0.365837
0.163918,0.189716,0.22734,0.293628,0.384626,0.4404,0.589956,0.585248,0.477071,0.59077,0.585837,0.590331,0.585527,0.526633,0.536423,0.598114,0.452084,0.342721
0.169621,0.156172,0.226768,0.2541,0.318929,0.403531,0.549714,0.576864,0.485509,0.563692,0.551211,0.539667,0.545192,0.504685,0.496016,0.513307,0.40472,0.36451
0.158534,0.169778,0.232027,0.238485,0.265221,0.312815,0.478093,0.52429,0.508495,0.593988,0.549034,0.651503,0.553486,0.480348,0.508956,0.571266,0.396402,0.344573
0.169265,0.200739,0.272071,0.31256,0.367563,0.407798,0.538294,0.591617,0.475416,0.564804,0.534014,0.565535,0.546406,0.496414,0.523462,0.58186,0.464672,0.395851
0.17414,0.207876,0.278806,0.267188,0.268886,0.360783,0.525756,0.569332,0.493003,0.549727,0.548465,0.550363,0.550779,0.507232,0.5317,0.556395,0.421497,0.349672
0.188293,0.178225,0.265686,0.27701,0.304405,0.371689,0.5601,0.57584,0.492341,0.56277,0.550038,0.541033,0.528007,0.493199,0.518745,0.544828,0.380945,0.31867
0.17916,0.247601,0.294513,0.339832,0.381082,0.456807,0.561029,0.578782,0.474111,0.546371,0.534757,0.525172,0.523636,0.491798,0.527536,0.571744,0.422323,0.377498
0.179178,0.212418,0.286992,0.269257,0.327733,0.41034,0.553637,0.539335,0.462681,0.526407,0.530625,0.495433,0.509584,0.482148,0.518214,0.538136,0.400465,0.359903
0.182458,0.229052,0.27194,0.284684,0.33433,0.388036,0.496663,0.519671,0.465151,0.531879,0.523893,0.519252,0.507584,0.48342,0.522576,0.55582,0.389762,0.347115
0.183698,0.201176,0.26113,0.243043,0.265484,0.350677,0.489899,0.612372,0.560534,0.630239,0.577789,0.631572,0.589059,0.507593,0.565938,0.657582,0.470102,0.385146
0.202461,0.199429,0.244637,0.344652,0.371192,0.400676,0.519276,0.527122,0.444392,0.515961,0.505683,0.483341,0.48965,0.453233,0.457275,0.461824,0.328246,0.288766
0.193216,0.220716,0.243409,0.277978,0.270573,0.316547,0.449698,0.468312,0.446501,0.496297,0.512338,0.529659,0.479906,0.468936,0.471668,0.510792,0.373579,0.33856
0.211516,0.23479,0.272609,0.317328,0.296246,0.324174,0.422027,0.459277,0.458584,0.549698,0.513808,0.607916,0.545993,0.456911,0.503208,0.585306,0.411532,0.362713
0.209808,0.239094,0.258138,0.255418,0.305922,0.356358,0.497535,0.498811,0.468377,0.549731,0.506231,0.568653,0.519393,0.447908,0.479863,0.529379,0.389599,0.36282
0.198759,0.235287,0.270355,0.302035,0.381741,0.418613,0.537769,0.538084,0.453538,0.528826,0.507567,0.51855,0.506188,0.447888,0.471169,0.52378,0.40337,0.364733
0.207985,0.243865,0.291007,0.326112,0.344047,0.376271,0.465139,0.52362,0.442427,0.495927,0.48976,0.494551,0.494735,0.445243,0.455431,0.489386,0.358287,0.331069
0.202189,0.199164,0.265288,0.249945,0.221669,0.281252,0.521682,0.633719,0.564073,0.631512,0.569256,0.579793,0.548244,0.48016,0.535927,0.594409,0.457585,0.389907
0.200176,0.263703,0.293783,0.360996,0.370821,0.3607,0.520459,0.527377,0.443542,0.498496,0.483402,0.52364,0.505519,0.437697,0.46245,0.482139,0.358939,0.302324
0.200963,0.226469,0.267258,0.293395,0.371385,0.389788,0.529562,0.565261,0.485576,0.543994,0.51794,0.535543,0.520582,0.452045,0.506385,0.538559,0.407285,0.358653
0.207777,0.237584,0.28777,0.327023,0.398566,0.419019,0.498965,0.51508,0.437123,0.503222,0.483497,0.495265,0.490371,0.43561,0.484225,0.493003,0.387067,0.345917
0.192634,0.248354,0.268878,0.359353,0.391679,0.414859,0.480449,0.497999,0.430335,0.497257,0.474869,0.507864,0.516286,0.443493,0.487399,0.481739,0.364587,0.322531
0.205549,0.201315,0.240612,0.324546,0.416532,0.395035,0.488448,0.53515,0.442119,0.522973,0.491033,0.507137,0.503518,0.448489,0.485968,0.47937,0.331675,0.294317
0.198055,0.213757,0.285605,0.325031,0.325398,0.350443,0.503049,0.508625,0.498615,0.550502,0.52665,0.556041,0.518012,0.460425,0.52396,0.542496,0.359976,0.325357
0.217189,0.310605,0.381609,0.397437,0.39006,0.344439,0.500947,0.614969,0.614273,0.636607,0.510363,0.637918,0.570493,0.572744,0.62323,0.544434,0.649687,0.372997
0.227233,0.327358,0.405076,0.459492,0.38362,0.351726,0.506985,0.594157,0.588609,0.623051,0.498159,0.562182,0.527347,0.547242,0.539684,0.494601,0.584263,0.373447
0.23523,0.330383,0.42958,0.444301,0.378333,0.346464,0.511617,0.62001,0.60481,0.641203,0.508165,0.561219,0.543471,0.551387,0.541877,0.50369,0.584499,0.391445
0.24514,0.340031,0.414131,0.485127,0.367658,0.336282,0.504116,0.577886,0.580494,0.626627,0.497966,0.555394,0.553083,0.553151,0.534546,0.495999,0.571178,0.38149
0.243645,0.315072,0.384881,0.475939,0.356349,0.346979,0.494392,0.610317,0.600945,0.646108,0.502103,0.560094,0.562218,0.555831,0.55118,0.504155,0.574438,0.394795
0.253967,0.309196,0.376314,0.434822,0.349531,0.353299,0.492239,0.616902,0.611348,0.658975,0.504614,0.585147,0.573494,0.553307,0.564454,0.522296,0.602354,0.399731
0.255078,0.320612,0.381707,0.408783,0.411965,0.393942,0.536921,0.592253,0.60263,0.638235,0.497031,0.57099,0.571513,0.556205,0.545186,0.504794,0.576096,0.409758
0.252776,0.314926,0.389392,0.466375,0.433609,0.411545,0.570177,0.57426,0.584388,0.62802,0.494173,0.561694,0.580159,0.557292,0.527281,0.483254,0.550322,0.374448
0.24377,0.30464,0.379626,0.433991,0.448084,0.431205,0.585231,0.5788,0.583968,0.634417,0.503049,0.573802,0.583322,0.558963,0.536048,0.493316,0.552788,0.412559
0.24317,0.315431,0.386874,0.442675,0.454496,0.43052,0.593849,0.591482,0.589179,0.644754,0.510479,0.605842,0.601192,0.596184,0.571257,0.512833,0.577823,0.449496
0.247139,0.280297,0.360206,0.413032,0.477135,0.428069,0.568858,0.583051,0.575487,0.629033,0.499653,0.579778,0.58614,0.578442,0.548198,0.50335,0.576175,0.457897
0.244138,0.253433,0.355979,0.406831,0.432692,0.387964,0.579309,0.583787,0.570742,0.631465,0.507021,0.578706,0.591514,0.58386,0.542412,0.499153,0.58479,0.474306
0.244226,0.280757,0.375234,0.404182,0.474258,0.4242,0.581632,0.606677,0.569604,0.636846,0.511937,0.603761,0.615468,0.602864,0.556973,0.518272,0.591894,0.462092
0.23426,0.279777,0.37866,0.442919,0.473385,0.442827,0.593755,0.591688,0.564389,0.634204,0.519503,0.590109,0.607853,0.600123,0.547976,0.509696,0.574769,0.442739
0.239788,0.278259,0.349777,0.452399,0.468363,0.432405,0.585622,0.581057,0.564858,0.6263,0.512795,0.596208,0.605354,0.610133,0.545213,0.51203,0.560904,0.426141
0.236804,0.241955,0.330289,0.329966,0.317893,0.353897,0.617856,0.619014,0.583763,0.634362,0.542663,0.594782,0.604283,0.595767,0.566824,0.528405,0.591192,0.468644
0.245266,0.26617,0.380366,0.412212,0.509139,0.451055,0.56536,0.58195,0.56483,0.626148,0.513634,0.601432,0.606321,0.610266,0.565932,0.53569,0.595918,0.476371
0.238906,0.24419,0.388381,0.408836,0.486558,0.472556,0.605009,0.59222,0.569198,0.629275,0.527189,0.579606,0.594775,0.605563,0.557114,0.546845,0.596103,0.491134
0.235016,0.240474,0.421341,0.345889,0.37164,0.382323,0.576488,0.600057,0.57784,0.638402,0.550722,0.591243,0.605989,0.598445,0.557344,0.545014,0.583482,0.479578
0.234805,0.239819,0.391676,0.385679,0.472131,0.448876,0.555764,0.57584,0.544954,0.623854,0.530847,0.590197,0.610794,0.613506,0.565424,0.534889,0.57264,0.435238
0.225811,0.26793,0.402722,0.377505,0.436648,0.449579,0.579723,0.608968,0.55813,0.634623,0.547363,0.575754,0.59936,0.598188,0.552721,0.54435,0.588012,0.467531
0.237031,0.241794,0.386149,0.341595,0.307511,0.35303,0.552847,0.596254,0.556222,0.618135,0.573285,0.580426,0.599746,0.591007,0.555773,0.550876,0.586704,0.425243
0.2364,0.264605,0.385261,0.427528,0.464188,0.450154,0.576471,0.602868,0.551794,0.615422,0.54784,0.641353,0.621521,0.605443,0.610044,0.577748,0.626499,0.436117
0.223871,0.268376,0.415433,0.428721,0.4514,0.442341,0.577215,0.557334,0.511581,0.570505,0.522033,0.583415,0.577888,0.572086,0.532694,0.501309,0.539397,0.385887
0.220604,0.269844,0.39636,0.337363,0.397596,0.421903,0.586047,0.565915,0.508506,0.556416,0.519753,0.561402,0.563139,0.573354,0.540531,0.53421,0.566512,0.439375
0.220844,0.240887,0.396476,0.31058,0.374221,0.400805,0.572801,0.588212,0.539633,0.572291,0.522968,0.588907,0.575481,0.570576,0.584083,0.5694,0.606992,0.478923
0.21822,0.244795,0.389229,0.321043,0.418162,0.426828,0.558909,0.575605,0.536074,0.558967,0.524554,0.590876,0.572701,0.565938,0.543972,0.530859,0.564596,0.411948
0.208726,0.210843,0.382761,0.276583,0.320154,0.373803,0.571151,0.600919,0.555598,0.586287,0.542452,0.579843,0.572843,0.572884,0.556029,0.55572,0.592687,0.461976
0.214144,0.22583,0.368453,0.265668,0.412244,0.399228,0.51852,0.567098,0.525951,0.569039,0.528865,0.575502,0.556167,0.569909,0.533282,0.54163,0.576945,0.420049
0.211801,0.239149,0.35871,0.263368,0.300498,0.347684,0.503413,0.599624,0.557642,0.592674,0.54337,0.583379,0.548134,0.594882,0.5474,0.562618,0.601808,0.457911
0.208418,0.239186,0.36379,0.301163,0.38725,0.384254,0.486174,0.527704,0.507253,0.56319,0.523955,0.55407,0.550685,0.574971,0.505932,0.523218,0.558786,0.397018
0.193563,0.211746,0.326745,0.266069,0.331536,0.360067,0.462808,0.568831,0.561596,0.613686,0.562384,0.59252,0.562572,0.589198,0.527706,0.562786,0.57808,0.414775
0.205107,0.219468,0.331232,0.273914,0.332385,0.345842,0.472179,0.504399,0.511354,0.565733,0.539461,0.591527,0.55858,0.581827,0.536605,0.580989,0.577114,0.408131
0.203032,0.201404,0.323885,0.225594,0.391064,0.38959,0.505909,0.527038,0.497733,0.551065,0.535054,0.579785,0.551176,0.583467,0.507474,0.553666,0.548359,0.374733
0.209964,0.195481,0.335078,0.25794,0.35854,0.378854,0.550651,0.533537,0.503863,0.536207,0.543721,0.590222,0.538401,0.55279,0.527485,0.573451,0.56691,0.388529
0.213088,0.197942,0.324523,0.287211,0.394907,0.392571,0.55485,0.529404,0.486162,0.536606,0.533547,0.567055,0.533154,0.546902,0.512279,0.550318,0.54247,0.372528
0.214878,0.202769,0.305165,0.26885,0.368719,0.378945,0.55025,0.567968,0.507565,0.545749,0.548077,0.566365,0.542635,0.545152,0.518666,0.569752,0.563729,0.381296
0.22669,0.25344,0.363555,0.323349,0.39156,0.392204,0.535818,0.554814,0.495626,0.523449,0.533394,0.558783,0.538374,0.551259,0.508125,0.560345,0.554894,0.400885
0.217704,0.217912,0.313048,0.288666,0.362252,0.396555,0.527437,0.572446,0.51634,0.527661,0.534114,0.555795,0.544017,0.531725,0.51917,0.56677,0.562577,0.410822
0.228331,0.233277,0.329518,0.277135,0.333974,0.37128,0.502007,0.561934,0.508802,0.508778,0.525447,0.555905,0.540354,0.530606,0.523693,0.563909,0.562469,0.412266
0.224268,0.202582,0.305711,0.232714,0.335352,0.386828,0.465257,0.552588,0.504774,0.492267,0.523491,0.536921,0.518378,0.524846,0.50196,0.531849,0.53018,0.38197
0.215801,0.218129,0.320528,0.23719,0.312727,0.361193,0.403242,0.499295,0.561454,0.544957,0.555782,0.598178,0.572339,0.554534,0.584055,0.596541,0.593848,0.449699
0.217696,0.188133,0.290648,0.196103,0.308511,0.355172,0.432007,0.560242,0.501892,0.510405,0.506822,0.520708,0.512434,0.533825,0.496209,0.532973,0.518918,0.371579
0.233293,0.257369,0.298441,0.253337,0.260078,0.281921,0.356398,0.433013,0.547389,0.547594,0.544044,0.68763,0.627366,0.585746,0.662997,0.663593,0.648407,0.428902
