cc_0412,cc_0415,cc_0427,cc_0506,cc_0516,cc_0520,cc_0523,cc_0527,cc_0531,cc_0602,cc_0614,cc_0617,cc_0620,cc_0623,cc_0627,cc_0630,cc_0708,cc_0713,cc_0716,cc_0719,cc_0721,cc_0725,cc_0728,cc_0802,cc_0808,cc_0812
0.463917,0.145026,7.811572999999999,7.238527,37.445369,46.625146,65.051077,68.77949100000001,85.251791,64.65226,87.95019,91.786905,92.962213,88.61985899999999,97.902398,97.30595600000001,97.36669,98.205651,99.45864,98.304835,96.79568499999999,92.430611,93.341435,79.217398,51.322373999999996,1.549958
0.016568,0.00179,2.440537,3.407748,22.803442999999998,41.297407,65.63925400000001,51.549087,74.488497,50.265901,71.713001,73.447008,75.25334699999999,66.886201,85.386413,90.512686,82.043124,91.113345,95.73310699999999,95.229444,92.368505,85.453576,86.901223,62.636042,40.135715999999995,2.38889
0.254899,0.09310299999999999,2.596434,3.239319,38.233779999999996,46.248978,65.869218,66.116872,89.70572800000001,67.421585,88.15181700000001,95.083117,91.291976,90.120726,99.92335,92.13069,97.639674,98.04862299999999,98.599845,92.81841,90.215451,77.206696,84.049305,49.874646999999996,25.547907000000002,1.245951
0.248527,0.048342,2.824712,2.78887,32.6711,40.317388,53.944256,62.610389,80.632979,62.293133,89.969116,88.429958,88.982259,85.38516,96.433121,97.976399,96.4946,98.556498,99.27324499999999,98.69359399999999,96.167197,90.25139899999999,92.856757,69.22391400000001,40.611218,1.9580369999999998
0.239605,0.048342,0.7869109999999999,1.852718,23.785829,30.9785,42.751199,55.526359,74.962221,60.320651,79.30674499999999,86.311622,88.271242,89.71764499999999,94.19720500000001,95.181208,95.82360200000001,97.26886400000001,97.55335500000001,94.333291,91.788599,83.96972099999999,84.973484,58.474235,32.4256,1.194313
0.005098,0.0,0.610598,0.037211,8.217833,14.359753,31.914144,46.494776,74.876301,57.270664000000004,52.018964000000004,58.691351,63.82482099999999,68.842943,69.099145,85.797791,75.207065,81.47807399999999,79.03907099999999,71.86742199999999,72.669445,64.86232700000001,72.038205,52.337352,33.416261999999996,0.840256
0.0038229999999999996,0.00179,0.10022,0.039169999999999996,10.355721,19.804303,38.91478,55.888332999999996,81.640804,70.868031,37.026911,43.397366999999996,48.658946,51.164390999999995,59.203788,60.299701,63.341643000000005,70.990362,69.709532,62.398502,65.856323,58.36379399999999,65.078466,43.620047,25.640573,0.421584
0.540387,0.327652,1.265738,3.0199700000000003,32.990219,41.663677,57.661271,63.951691000000004,84.987063,61.639564,79.179402,86.398122,87.31513199999999,87.08211999999999,94.580525,88.933791,86.52651999999999,86.30378499999999,86.542998,68.53285799999999,68.276196,61.227699,65.331453,33.853421999999995,18.689846,0.892159
0.158038,0.091313,0.7479359999999999,2.070109,30.97539,45.316475,65.656944,63.052308,84.569071,62.72884499999999,78.45690400000001,81.770358,83.181529,81.779225,92.675752,92.144657,90.449361,95.568469,96.658553,84.908175,86.109841,74.588086,78.168635,44.898564,28.299613,0.723208
0.498328,0.299005,1.074578,1.382684,33.134135,43.31882,61.853692,61.229114,82.263148,63.65915,83.75758,88.212787,87.116073,87.395534,96.430339,93.667123,95.414126,96.95480699999999,97.867455,94.161727,93.551451,85.324174,88.794112,64.18390600000001,41.346655,1.8706479999999999
0.350487,0.046551999999999996,1.967277,2.305126,33.853716999999996,44.52652,60.060415,67.258312,86.224783,68.412733,91.392888,95.45304399999999,94.36434100000001,91.769081,99.824563,97.566311,97.92932900000001,99.867462,99.634843,97.25901999999999,96.260506,90.32676500000001,93.37564,74.158289,49.857389000000005,1.830661
0.638523,0.703646,2.568595,2.1837009999999997,38.928333,44.859132,58.145522,66.834158,82.58825300000001,67.971132,94.206827,94.75828100000001,93.959378,90.742525,98.458247,99.592727,97.369816,99.354203,99.638673,90.007667,90.263262,77.772651,80.726262,53.134085999999996,31.178145,0.46183599999999997
0.243429,0.11996,1.004053,2.1895759999999997,32.621041999999996,36.460667,50.536808,58.373295,76.761909,62.006583,89.014924,91.4271,90.410514,87.087986,97.680476,97.893153,95.021321,97.045435,98.68181700000001,83.699921,84.16654,70.01849399999999,75.387063,46.518539000000004,26.736857,0.42899899999999996
0.099411,0.014324000000000002,0.328498,0.893065,25.984203,32.972195,48.246013,56.550101,76.429837,57.49440799999999,82.608835,82.912345,85.158443,79.31381400000001,94.675833,94.201802,91.316241,96.737659,97.826852,84.017498,83.614395,69.127612,76.002752,46.359114,26.489879,0.324398
0.0038229999999999996,0.0035810000000000004,0.46954799999999997,1.461023,25.28965,34.59962,54.045970999999994,62.814693000000005,84.95223,60.579723,76.590082,82.295801,83.797993,83.62953900000001,92.348782,90.417147,91.36417,96.099674,95.667222,82.081006,82.640431,70.527569,75.328979,46.962512,29.221952,0.417612
0.021666,0.00179,0.109499,1.247549,20.037746,32.162442,56.013932999999994,60.076570999999994,91.846776,63.86719300000001,64.969982,74.511697,74.754453,76.799799,86.006264,82.008667,87.09020100000001,94.46119399999999,95.290302,91.204971,90.380477,84.022334,86.12419,60.948243000000005,38.370353,1.49011
0.657641,1.00086,46.45371,25.088078,38.333896,72.079903,88.958492,77.96208100000001,96.767471,73.806146,33.181843,41.619510999999996,49.884408,53.118618000000005,61.171868,70.379263,67.89380600000001,74.00800100000001,71.54050600000001,63.59398,67.44181,60.166888,64.034247,35.643736,19.650665,0.603777
0.511073,0.333023,19.633791,9.663121,38.027291,57.34596,79.874913,76.478654,96.707094,67.384295,56.121371999999994,60.283324,61.55429399999999,64.378052,75.417314,70.397141,75.748866,81.903397,82.600659,73.426106,74.52175,64.009839,69.54446999999999,40.537572999999995,19.662838,0.72718
0.321173,0.383156,2.713357,2.943589,43.781859999999995,57.862697999999995,78.117014,74.777599,93.606987,68.393106,80.00713499999999,82.693334,86.329786,84.088766,93.279602,95.577329,91.47253,93.681435,95.86564200000001,89.730243,86.789997,77.67951,77.720099,48.46438,24.63342,0.562466
0.145293,0.039389999999999994,1.0912819999999999,4.970612,31.859745,42.194272999999995,63.332980000000006,65.024288,92.21368000000001,63.513912,78.581594,83.029213,84.039975,81.786767,93.123074,92.50949,89.599152,90.291413,94.39013800000001,79.78495699999999,79.967621,70.104524,74.722325,43.647721999999995,21.578587,0.42078999999999994
0.5735239999999999,0.5120680000000001,4.01807,4.823726000000001,38.94919,46.914203,60.086949,68.73285600000001,90.941126,64.389263,90.290128,90.05874,93.23903,90.617662,98.524336,96.68635400000001,97.961628,97.00505600000001,97.88814,81.03154,79.600553,71.81021199999999,76.066644,44.051157,20.6374,0.69196
0.16058699999999998,0.132493,0.794334,2.78887,26.689185,44.180049,76.36575,75.27725600000001,88.416919,73.839511,54.59148100000001,59.109129,64.86864200000001,62.089461,66.989147,74.910903,69.557757,68.765043,68.173506,56.293347999999995,57.08679,47.959742,56.89832,30.682465000000004,17.510319,0.593184
0.319899,0.225596,2.62984,3.4175410000000004,41.278967,54.651403,69.92896800000001,71.92178,88.639848,63.464845999999994,85.32726600000001,89.399865,90.41673399999999,88.970145,97.965009,90.912717,95.207825,96.916223,97.32276,80.155464,85.66874200000001,71.214394,79.49036600000001,45.116458,26.073667999999998,0.5465770000000001
0.5747979999999999,0.302586,2.7486189999999997,6.351338,40.073406,49.359301,63.662448,65.150868,80.656201,62.929037,86.751038,89.512132,90.722167,86.455292,97.66865,97.692578,95.97572199999999,96.162486,96.417998,78.746442,79.686151,67.887629,75.18764200000001,41.151495000000004,22.440066,0.6175470000000001
0.254899,0.15576900000000002,1.243467,3.501755,34.54827,43.31684,53.687757999999995,62.130718,71.759938,62.244066000000004,90.317542,91.174961,89.871186,84.614195,98.881916,96.308112,96.82905799999999,96.871358,97.580935,80.989561,82.068237,64.940537,73.583881,35.760674,15.722180999999999,0.615958
0.275291,0.18620599999999998,1.113553,1.9976459999999998,31.636570000000003,38.986938,49.857972,60.636187,72.93496,59.96737099999999,87.783052,87.183066,87.980117,82.624771,97.801525,96.197489,96.922831,97.265275,97.010192,70.907388,75.877434,55.964172,69.50962,32.228770000000004,16.24755,0.579149
0.483034,0.6696270000000001,1.306569,1.4904,26.536926,30.879508,42.043617,51.704536,66.31210899999999,52.850735,73.586897,77.393812,80.635429,77.55651800000001,88.000084,95.306916,91.34020600000001,95.388111,93.97874300000001,78.883329,82.631949,60.439912,74.270562,40.483391999999995,18.619168,1.029068
0.48813199999999995,0.43686899999999995,1.243467,1.90168,20.646783,23.193783,31.989324,41.944563,57.805972,49.734018,66.565314,74.158334,75.511503,74.584952,88.753506,86.443651,85.237661,91.83926600000001,92.22744399999999,78.928958,83.237302,65.293904,74.128579,45.566277,17.195019,0.997556
0.447349,0.49237299999999995,2.039658,2.31296,32.472954,36.805158,47.065236,53.867497,63.511562,55.659313,82.741484,86.37051600000001,89.392198,88.77991800000001,94.965236,95.74885,96.172646,95.84483900000001,95.66186,80.777843,81.998062,63.136731999999995,73.967235,43.0529,19.408399,1.7242060000000001
0.312252,0.30437600000000004,0.913113,1.956518,19.578882,24.058972,31.785895,34.3098,50.623476000000004,37.035553,48.65055,53.195823,56.612632999999995,55.299944999999994,63.448133999999996,69.514391,70.761179,76.465723,72.32575600000001,65.612605,68.482093,57.568186,64.221406,38.280288,17.180099,1.024302
0.442251,0.316909,1.73343,2.8260810000000003,36.381639,46.751856,53.701025,62.545988,76.311406,63.798499,88.796494,90.763625,91.194312,88.59890899999999,97.864136,94.79905500000001,93.60638900000001,96.645236,95.870238,83.619614,81.58086899999999,66.425814,73.004979,44.525923,19.074645,0.671039
0.359408,0.153978,2.008107,4.291021,35.313738,43.855354999999996,51.257657,59.24825,75.16889499999999,63.129229,88.75139300000001,88.126287,89.274628,85.80919,97.914225,98.166917,94.49619100000001,97.47075799999999,96.536743,82.840271,82.555605,65.58470200000001,72.652603,40.1127,22.616366,0.818276
0.219214,0.051923000000000004,0.89641,2.3560470000000002,32.752444,43.443549,55.562849,60.012170999999995,76.33927299999999,60.881974,86.997766,87.207912,87.211248,85.12370200000001,96.563909,97.695931,95.477683,97.55420699999999,97.51505,81.74152600000001,79.700802,60.030376000000004,69.7497,38.496623,20.247104,0.875476
0.372153,0.157559,1.7018799999999998,3.145312,34.523241,44.629471,57.035504,67.722438,85.839302,66.132112,88.011209,88.30480899999999,90.155468,87.483524,96.099195,96.540533,95.801721,96.612933,93.71060899999999,69.370605,68.954038,46.605289,62.820294,33.989459000000004,19.843458,0.570145
0.001274,0.0035810000000000004,0.911257,4.212682,62.751705,81.254464,90.128213,97.048989,100.75697199999999,75.678531,50.040717,51.735440999999994,57.229718000000005,56.551086,68.821569,73.99574799999999,72.75125200000001,81.690735,81.619288,64.282065,70.352135,54.993657999999996,66.174315,45.103984000000004,31.362690999999998,0.704671
0.262546,0.143236,3.637606,7.077932000000001,45.517199,67.24712199999999,83.702487,87.071388,92.327467,70.989716,84.970881,85.628822,89.542115,83.901891,96.944446,92.846947,93.091679,94.93497099999999,92.425097,72.49345100000001,76.687143,59.578892,71.021737,42.883340000000004,24.870975,0.287853
0.312252,0.196949,2.512917,4.071672,38.550813,53.200182999999996,68.85432800000001,75.288359,81.306411,62.958477,87.555779,86.637378,91.530226,81.78509100000001,97.46064100000001,97.646765,93.526161,95.982127,96.445578,77.098324,80.841335,60.055972,69.37602700000001,41.581825,20.677843,0.220061
0.465192,0.127122,3.7953589999999995,6.229912000000001,42.713959,55.239415,70.7847,75.01299300000001,80.626013,65.386298,90.113262,89.267354,92.413554,83.36975799999999,99.124709,97.547874,94.015865,95.581929,95.593677,73.935326,77.124386,57.465802000000004,66.631241,38.429189,20.682554999999997,0.281498
0.41038800000000003,0.15218800000000002,2.121318,4.764972,43.300053000000005,52.855692000000005,61.298683,70.58936,79.095698,63.533539000000005,88.47901999999999,86.79565500000001,88.707308,85.010572,98.708692,97.384174,95.223454,96.286314,95.075795,63.47351999999999,64.845343,45.212441,58.696338,36.695395,19.832071,0.233301
0.274017,0.15576900000000002,0.76464,5.62866,38.538299,49.788925,60.418628000000005,67.66691999999999,77.43534,64.516836,88.89907600000001,86.864671,88.66874,83.55579499999999,97.892659,97.421607,92.668658,95.711141,93.62557199999999,64.554013,59.356288,44.960037,54.03672099999999,35.05593,18.945462,0.1859
0.605386,0.25245300000000004,2.3663,5.509193,39.418483,48.52183,58.293671999999994,66.030265,74.727681,63.12530400000001,91.084257,85.566247,84.958761,80.227239,98.000489,96.90480699999999,91.552758,96.761886,94.415419,60.137131000000004,63.542097999999996,47.263674,55.52625,34.73669,20.559262,0.356705
0.272742,0.098475,0.803614,2.961216,36.819645,44.716584000000005,56.170927,67.160601,75.38950200000001,63.686627,89.337704,86.435851,86.424962,82.02895,97.55734100000001,96.398622,93.566796,96.33925500000001,93.876852,69.136985,69.739841,58.121343,63.077799,43.8204,22.715707000000002,0.28944200000000003
0.319899,0.15935,2.310622,3.6231809999999998,38.146179,52.701264,71.53429399999999,71.570909,86.027398,64.48739599999999,84.95673199999999,83.089947,84.12581999999999,79.69929599999999,95.03619499999999,95.78349,94.85878100000001,93.348534,92.93302,58.939827,63.341598,47.877266,55.13063399999999,36.152025,19.221497,0.245748
0.313526,0.196949,2.047081,4.743429,39.524856,54.283154,73.982084,80.966687,90.462758,68.605074,82.895358,85.15215,86.051724,84.775092,95.032021,93.65986,94.40241800000001,87.154431,85.713314,44.172474,49.979088,35.587645,49.295786,28.595129999999997,16.921734,0.14882599999999999
0.002549,0.00179,0.228278,2.861333,17.730913,30.214283000000002,57.71434,67.41820200000001,87.137399,62.228365000000004,39.868265,41.575340999999995,43.128813,43.437985,57.282318999999994,54.497012,56.390972999999995,60.63724499999999,55.781108999999994,27.711374,35.128256,20.619689,32.030676,21.425299,11.316233,0.12975899999999999
0.432055,0.116379,1.393797,3.881699,33.995546999999995,42.051724,50.297999,64.191526,76.833896,64.81712399999999,89.013155,98.63883,98.697626,94.420529,100.284408,98.250723,97.223947,98.446129,98.949951,97.211566,92.731717,80.680638,86.09773,53.3703,29.991943,0.512416
0.10196000000000001,0.007162000000000001,0.751648,2.350171,29.853259,39.173041999999995,48.248224,58.553171,70.043849,60.287286,93.461337,95.517459,96.609985,90.14838,99.746647,98.633434,98.35235,98.30973900000001,98.695607,96.563634,92.046164,73.976626,81.32194399999999,47.859813,25.1101,0.514534
0.627053,0.20232,1.243467,6.741074,38.281752000000004,50.374957,60.907302,70.573815,79.47189,64.318607,92.897134,98.749256,97.612749,95.262724,100.446501,99.012794,100.094445,100.181519,100.35727299999999,100.018659,98.60789100000001,89.51551500000001,88.948357,60.392790000000005,31.198954999999998,0.252633
0.779992,0.333023,1.9747,7.24832,40.703301,50.939209999999996,62.71605699999999,72.825604,82.96909000000001,65.955472,95.43339300000001,99.402609,98.97693199999999,96.740126,100.227362,99.867051,99.827713,99.61621600000001,100.13204,99.471111,95.933538,86.70138,87.493679,58.178771999999995,31.620271000000002,0.37153400000000003
1.0106760000000001,0.594428,2.674383,8.466492,41.424969,54.075270999999994,60.878556,72.534693,81.824256,67.83374599999999,89.683477,97.62935300000001,97.464077,98.035682,100.43397900000001,99.65306700000001,99.33488299999999,98.114126,98.71092900000001,98.284758,96.973821,94.957503,93.13104200000001,71.324502,50.072562,0.524597
0.894697,0.356299,3.297972,7.665475,39.038877,47.478456,54.452831,67.91341800000001,78.231847,68.49124,98.41358699999999,99.464263,99.933041,97.783443,100.050659,99.703909,98.59616,97.561386,99.255624,99.09147800000001,96.839641,94.53588,91.442092,67.38799499999999,44.807491,0.8638239999999999
0.066274,0.008952,0.10578800000000001,0.097924,11.010644000000001,13.799458999999999,24.769779999999997,35.253597,48.131778999999995,46.311124,85.477602,83.50956500000001,89.86745400000001,86.262551,92.267387,95.17171,92.47069300000001,93.963189,95.08269,95.402834,93.018586,86.357967,85.417503,57.698939,30.843605,0.808743
0.001274,0.0,0.087228,0.097924,5.581452,7.840152000000001,23.235212,36.623768,52.149147,45.68307,79.527828,81.710544,89.412726,87.533804,94.292513,93.269885,92.166451,94.955609,95.271916,95.561623,94.324145,90.092846,90.67925699999999,71.896327,42.371477,2.1426130000000003
0.038235000000000005,0.0,0.064957,0.383861,23.29985,29.994521000000002,38.286801000000004,49.801396999999994,62.76614300000001,57.298142000000006,77.689305,91.635989,93.505895,93.36129100000001,99.933785,93.211221,98.28254100000001,97.955303,97.532671,92.610342,88.84203000000001,75.609792,81.045723,45.248597,21.134498,0.144324
0.020392,0.021485,0.053822,0.68155,23.112133,30.535016,40.283508000000005,51.371431,62.380662,57.553289,89.398723,91.412377,92.327087,86.798874,98.69060400000001,97.70487,97.418786,97.158495,97.299011,91.392962,91.60737900000001,82.337266,87.0161,51.155113,26.314756,0.22032600000000002
1.023421,0.750197,3.038143,8.227558,41.059964,52.88736899999999,61.539703,73.78494599999999,79.85969399999999,64.249913,92.055251,98.45754699999999,96.624915,95.918882,100.418674,97.74509599999999,99.768323,99.882716,99.756652,99.92375,98.90247,97.74035400000001,96.271443,79.735821,56.629067000000006,1.31189
0.332644,0.035809,1.0875700000000001,5.677622,39.852318,50.143316,57.913346999999995,69.73217,80.363607,67.91814000000001,95.749099,99.071331,97.963592,95.022216,100.173794,99.192137,99.80895799999999,99.692487,99.814876,99.921925,99.02122800000001,97.66641,95.432454,78.749647,53.203177000000004,1.165183
0.539112,0.191578,2.069352,3.693686,37.985576,48.306028000000005,54.512533,64.227058,73.613036,61.610124,89.616268,95.100601,94.549093,91.464047,98.991138,97.251203,99.162966,99.165769,99.2878,95.910228,95.992145,91.956375,89.505317,62.386575,41.090253999999995,0.7941779999999999
0.678033,0.085941,2.284639,3.284364,34.915361,43.011945000000004,50.320111,60.371924,70.74514599999999,63.058572999999996,94.812593,97.148081,96.640466,95.036462,99.990831,99.21895500000001,99.50784200000001,98.603158,99.09474399999999,98.24643,96.228889,92.262816,88.304272,52.718178,30.609191999999997,1.23377
0.124901,0.005371,0.397167,0.32510700000000003,17.474366,21.974204,30.523304,41.378285,51.387471999999995,46.652628,80.934797,85.698758,90.19465799999999,90.456766,97.052277,95.575652,94.434718,92.449434,91.387034,87.762723,81.091959,69.46960200000001,62.529874,23.753915,11.461907,0.46633800000000003
0.008921,0.0,0.04083,0.24481,8.107288,11.417716,20.895771,36.537161,48.935252,47.021609999999995,82.63713299999999,84.842037,92.18401300000001,87.26815699999999,92.74184100000001,94.77559000000001,93.212542,91.9945,95.86411,90.458481,88.668521,81.40443499999999,78.81788399999999,40.743383,14.812407,0.574912
0.05352899999999999,0.00179,0.033407,0.276145,15.803685,22.514699,31.799162,46.001781,59.721768000000004,54.073477000000004,77.999705,86.161627,87.27221,87.097204,94.618091,87.92365600000001,94.727498,95.363883,97.39400699999999,95.565273,95.922742,92.179629,90.810914,71.32333299999999,41.469556,1.6696540000000002
0.033137,0.0,0.22271100000000002,0.785349,16.585839,21.65545,33.477457,49.059683,63.548717,55.478747999999996,86.007316,91.14275400000001,90.470854,91.19085799999999,96.883922,94.77503100000001,96.79050600000001,95.918419,99.388925,98.13509599999999,97.700245,95.677745,92.39015,67.95865,39.167829,2.427023
0.044607,0.00179,0.025983,0.107716,8.226175999999999,11.724591,28.022445,39.526222,52.866699,50.825261,85.355565,87.636732,86.052346,85.83600600000001,95.38890500000001,93.879989,90.54209200000001,94.534773,98.697139,97.34845200000001,97.366337,95.440271,95.70738399999999,76.315787,52.533313,4.961826
0.7940119999999999,0.046551999999999996,3.3517940000000004,4.381111,38.181636,44.421589000000004,53.696603,65.106454,78.94243399999999,65.386298,94.464167,97.589784,95.963663,97.315836,99.842651,96.889163,97.333349,97.11363,98.537025,95.795243,96.819591,92.950352,89.104538,59.033586,34.484668,1.0539610000000001
1.511554,0.316909,2.910085,5.3074699999999995,35.553598,45.209563,54.948138,64.942123,73.921885,68.530493,97.67517099999999,97.10115,97.957994,96.782027,99.69934,99.096599,98.04185600000001,98.900166,100.026319,99.420007,98.822271,97.330107,97.38600799999999,71.521737,44.220083,0.403577
1.1801840000000001,0.084151,2.821,5.853885,35.426368,43.722706,50.14985,63.889511,76.532013,67.549159,96.489284,98.95170300000001,99.699146,98.460551,99.965786,99.37315699999999,98.96395799999999,98.951313,99.443318,98.007334,96.593643,95.770175,91.95000300000001,62.492208999999995,40.412144,0.558493
0.135097,0.008952,0.588327,1.1241649999999999,14.529295000000001,17.925438,28.951146,43.125975,58.846306999999996,51.781081,92.23653900000001,92.360199,93.897172,94.495949,95.790313,97.41601999999999,94.194034,96.501667,97.105188,94.74395200000001,92.915251,88.57273,88.792822,60.082516000000005,41.555546,0.9157280000000001
0.006372,0.0,0.0,0.0,1.7123959999999998,2.920259,17.899604999999998,33.519231,51.577890999999994,47.376853000000004,75.855204,77.506079,82.175655,78.70123199999999,88.331228,94.09006099999999,83.559123,91.14744300000001,94.670529,92.721677,94.030336,89.83688599999999,90.629563,66.487186,50.969772,2.146055
0.787639,0.381365,1.352967,2.395216,31.699143,39.636324,48.626338,59.592459,73.352952,63.786722999999995,91.7139,97.842843,97.678688,97.69796600000001,99.432895,99.446347,98.717023,98.531374,97.993861,93.453565,91.04521,86.41271400000001,87.36718499999999,52.886568000000004,37.162162,0.613575
0.6589149999999999,0.107427,0.8370209999999999,1.9584759999999999,27.713285,36.65865,45.990596000000004,56.623383999999994,72.521612,62.336311,91.69886600000001,95.3509,94.35501,93.872474,98.21128,98.26469,97.28021,98.987205,99.253326,96.050765,95.64666899999999,90.44479100000001,90.85415400000001,59.76834300000001,45.009707,0.593979
0.769796,0.315119,1.0690110000000002,1.923223,29.010618,38.699861999999996,46.185181,55.446414000000004,70.545439,61.957516000000005,90.713722,93.79389499999999,93.91334599999999,91.06767099999999,98.753215,97.878068,97.855352,99.017713,98.982127,97.611275,95.854109,91.47502800000001,90.883196,61.039843999999995,43.279682,0.561936
0.447349,0.085941,1.276874,2.389341,33.872488,40.745032,48.814289,59.725701,74.170358,62.940813,92.347965,94.97913199999999,94.241173,92.50904,99.012008,95.733765,97.798046,98.68571,98.73314599999999,92.113899,88.537425,83.69811899999999,82.10285,48.964483,34.02605,0.513475
0.6487189999999999,0.633818,1.45133,1.6784139999999999,28.443296000000004,35.648934000000004,41.707516,55.244330000000005,65.420393,59.798581000000006,94.526955,96.422031,96.241102,95.552673,99.606815,99.123975,98.954581,99.214223,99.300824,93.970085,90.22856,81.007698,77.816905,37.220054,22.956011,0.092685
