ExG0407,ExG0412,ExG0415,ExG0427,ExG0506,ExG0516,ExG0520,ExG0523,ExG0527,ExG0531,ExG0602,ExG0614,ExG0617,ExG0620,ExG0623,ExG0627,ExG0630,ExG0713,ExG0716,ExG0719,ExG0721,ExG0725,ExG0728,ExG0802,ExG0808,ExG0812,ExG0818
-0.01377,-0.005721,-0.006328,-0.00121,0.108668,0.133757,0.148144,0.211829,0.173937,0.192363,0.435719,0.513453,0.487693,0.440227,0.47486,0.393046,0.433437,0.403919,0.376483,0.380569,0.330092,0.271261,0.207126,0.094912,0.052803,-0.032589,-0.046802
-0.011636,-0.001558,-0.000168,-0.003202,0.072269,0.041713,0.064557,0.12731,0.108992,0.165759,0.431372,0.367031,0.389957,0.398203,0.417961,0.363565,0.432548,0.430433,0.429499,0.475399,0.417853,0.398096,0.328101,0.198133,0.137525,-0.010938,-0.027603
-0.011306,-0.001842,0.001821,0.000608,0.134897,0.05119,0.07454,0.152509,0.115591,0.184329,0.39736,0.389621,0.419502,0.380958,0.409395,0.39042,0.428738,0.435889,0.426156,0.447026,0.414017,0.40972,0.322344,0.200794,0.163234,0.001608,-0.021395
-0.009343,0.000377,0.004352,0.005837,0.121828,0.179639,0.213897,0.291668,0.213173,0.248413,0.459998,0.492372,0.536269,0.452515,0.477372,0.42821,0.452175,0.434329,0.417847,0.414439,0.377214,0.348301,0.28563,0.151171,0.111354,-0.030879,-0.050134
-0.008935,0.002371,0.006351,0.00758,0.158498,0.176516,0.216904,0.29856,0.233502,0.239322,0.48228,0.537306,0.522412,0.457776,0.462147,0.43201,0.451669,0.432986,0.428692,0.430633,0.382955,0.360404,0.289577,0.164808,0.131383,-0.045136,-0.055146
-0.009944,0.003095,0.00785,0.004829,0.111655,0.137795,0.179085,0.253735,0.199045,0.215843,0.487586,0.501967,0.478692,0.434329,0.453094,0.388334,0.433061,0.425293,0.418908,0.400147,0.367035,0.328546,0.267354,0.146155,0.116237,-0.047074,-0.041429
-0.009005,0.000653,0.001909,-8.3e-05,0.095114,0.075456,0.109006,0.183693,0.134109,0.169148,0.417367,0.450224,0.447289,0.409047,0.44177,0.374806,0.43221,0.425713,0.42371,0.361093,0.352934,0.232731,0.209063,0.066038,0.028063,-0.050392,-0.040357
-0.007717,-0.000676,-0.002135,-0.000427,0.077872,0.057302,0.087666,0.154718,0.124991,0.16261,0.366405,0.416686,0.416515,0.403952,0.398783,0.365916,0.405392,0.408906,0.414549,0.375857,0.346882,0.249356,0.216709,0.080944,0.045743,-0.052391,-0.038344
-0.00947,0.002452,-0.000651,0.000472,0.10497,0.167088,0.195447,0.275692,0.215473,0.239251,0.44967,0.528738,0.51486,0.464345,0.461659,0.408471,0.45203,0.41522,0.436972,0.408454,0.356053,0.307668,0.255539,0.117413,0.078067,-0.029899,-0.049872
-0.009946,0.000759,-0.002416,0.001593,0.107119,0.156305,0.188416,0.272419,0.195904,0.210769,0.430355,0.50313,0.52622,0.461016,0.472493,0.405604,0.458884,0.412359,0.430658,0.39555,0.349524,0.298888,0.251704,0.10965,0.094931,-0.046185,-0.057295
-0.0096,0.000826,-0.001339,0.002635,0.137822,0.162079,0.189347,0.258031,0.204634,0.229358,0.454797,0.496892,0.522619,0.453144,0.471572,0.421234,0.485554,0.40977,0.420543,0.365022,0.341701,0.297503,0.281954,0.121416,0.058446,-0.050126,-0.041765
-0.010381,0.000558,-0.001982,0.004437,0.10214,0.175625,0.192959,0.260699,0.20657,0.232753,0.472794,0.480207,0.521232,0.44413,0.483426,0.427247,0.494752,0.414873,0.416347,0.400939,0.365012,0.346749,0.318288,0.152622,0.074542,-0.047533,-0.022483
-0.008178,0.002701,-0.000895,0.001789,0.109098,0.178209,0.217028,0.28804,0.236125,0.257907,0.489143,0.491893,0.543596,0.480146,0.480054,0.439774,0.472934,0.44504,0.457225,0.506487,0.444168,0.477165,0.378945,0.256465,0.215212,-0.015911,-0.009721
-0.0071,0.002551,0.003174,0.005145,0.115591,0.152849,0.202241,0.26047,0.215651,0.22379,0.459138,0.482206,0.513646,0.456913,0.471747,0.401995,0.4615,0.441756,0.453809,0.478186,0.405787,0.417534,0.343149,0.225482,0.186404,-0.024501,-0.012058
-0.005641,-0.003243,0.002988,-0.003922,0.066361,0.085729,0.120512,0.188835,0.147758,0.177414,0.402872,0.469013,0.468183,0.436499,0.439641,0.394942,0.461951,0.407643,0.41829,0.425169,0.349502,0.308525,0.26557,0.135369,0.108425,-0.034419,-0.041945
-0.0061,-0.002829,0.002946,0.003277,0.131843,0.155486,0.187133,0.266192,0.193469,0.240789,0.502991,0.416659,0.447012,0.419058,0.44911,0.372094,0.444119,0.37599,0.370287,0.342705,0.309476,0.246373,0.228232,0.093568,0.079714,-0.036735,-0.032608
-0.009634,-0.002502,-0.001152,0.000942,0.117463,0.160226,0.188629,0.262975,0.176677,0.220195,0.485727,0.428856,0.469795,0.428443,0.455143,0.418404,0.441413,0.419088,0.415545,0.382077,0.353791,0.265816,0.237183,0.093429,0.055947,-0.050575,-0.040644
-0.00462,-0.001851,-0.000409,-0.000325,0.074329,0.104847,0.146785,0.204948,0.157073,0.197826,0.485887,0.451159,0.462567,0.435062,0.452044,0.375868,0.405969,0.429925,0.404117,0.389676,0.36736,0.326122,0.282328,0.156991,0.137831,-0.01579,-0.024105
-0.001979,-0.002264,-0.000126,-0.000461,0.048742,0.120439,0.163902,0.22127,0.177727,0.215533,0.478333,0.472994,0.483906,0.419804,0.455989,0.366231,0.40734,0.403669,0.391072,0.35463,0.338278,0.291823,0.249231,0.113701,0.117812,-0.030542,-0.036435
9e-06,-0.002103,0.001997,0.000503,0.063734,0.115488,0.15415,0.199472,0.159017,0.206309,0.48377,0.488065,0.510978,0.460807,0.489129,0.395533,0.445241,0.382283,0.391176,0.36341,0.346976,0.310059,0.268556,0.118426,0.07749,-0.041128,-0.032475
0.000157,-0.001257,-0.000314,-0.001748,0.090107,0.114917,0.149771,0.19933,0.151195,0.184936,0.418069,0.497012,0.505621,0.459699,0.481584,0.394648,0.443504,0.373296,0.389787,0.38561,0.35077,0.330519,0.269016,0.153292,0.144583,-0.020971,-0.028906
0.000434,-0.001702,-0.00203,0.002448,0.087658,0.156314,0.20212,0.247585,0.174973,0.20453,0.44208,0.494917,0.50969,0.416809,0.46411,0.389131,0.426602,0.379068,0.382836,0.338122,0.319306,0.288374,0.24376,0.123725,0.109991,-0.036317,-0.030125
0.000126,-0.000431,-0.002989,0.005178,0.134725,0.189493,0.243837,0.28496,0.219016,0.238695,0.470503,0.507908,0.510799,0.448572,0.477286,0.407782,0.433427,0.385746,0.382238,0.370463,0.336054,0.31156,0.262085,0.12319,0.105857,-0.03906,-0.024754
-0.000888,-0.003899,-0.001661,0.0077,0.09723,0.160952,0.206797,0.240227,0.205779,0.21697,0.449067,0.504157,0.497559,0.452433,0.461954,0.395049,0.437338,0.386571,0.381563,0.354795,0.320825,0.282916,0.238372,0.104193,0.095994,-0.039449,-0.024206
-2.9e-05,-0.006285,-0.002507,0.004628,0.106509,0.086256,0.11767,0.142694,0.112727,0.155577,0.377502,0.471204,0.460566,0.440627,0.442539,0.407914,0.424973,0.412485,0.391791,0.364383,0.342986,0.255951,0.242086,0.089068,0.062942,-0.032664,-0.033338
-0.000869,-0.006055,0.002153,0.001564,0.068793,0.139954,0.178179,0.235677,0.183841,0.231697,0.449233,0.531941,0.529364,0.465396,0.489839,0.433175,0.442874,0.441038,0.410937,0.380696,0.36256,0.300079,0.278601,0.097656,0.074741,-0.034018,-0.045938
-0.0031,-0.00387,0.002728,0.005013,0.120321,0.215594,0.250433,0.312392,0.217874,0.230653,0.446154,0.544115,0.528466,0.468692,0.49098,0.410558,0.441134,0.426339,0.389208,0.392709,0.35979,0.347407,0.294487,0.154785,0.143328,-0.030285,-0.048568
-0.002636,-0.002973,0.003817,0.007685,0.097092,0.173809,0.221153,0.289812,0.215937,0.221355,0.424282,0.549149,0.515231,0.46761,0.485526,0.402238,0.425386,0.418799,0.393074,0.408083,0.38051,0.369797,0.308219,0.170864,0.147514,-0.024444,-0.048122
-0.000421,-0.000317,0.006522,0.010032,0.133166,0.208834,0.245733,0.302195,0.210702,0.224416,0.417432,0.478431,0.492726,0.450205,0.477649,0.395236,0.434348,0.418397,0.419014,0.451812,0.423961,0.422639,0.346337,0.224444,0.189853,-0.005238,-0.029527
-0.000637,-0.002629,0.006584,0.008424,0.100191,0.188657,0.220927,0.252034,0.179503,0.210011,0.410275,0.443313,0.457017,0.411714,0.460888,0.355171,0.418648,0.370378,0.377909,0.38194,0.359286,0.32223,0.27891,0.160602,0.142609,-0.028725,-0.032268
-0.002822,-0.006247,0.001957,-0.002087,0.054201,0.063986,0.100121,0.138349,0.081202,0.130254,0.334646,0.314017,0.313907,0.334241,0.375387,0.317075,0.371901,0.297564,0.306242,0.204752,0.239249,0.160078,0.176338,0.06571,0.038738,-0.041332,-0.056035
-0.006084,-0.00558,0.005477,0.002724,0.062419,0.123234,0.160594,0.170936,0.142399,0.166263,0.414259,0.428166,0.448017,0.422642,0.426322,0.400798,0.429925,0.335728,0.327912,0.276446,0.286129,0.22561,0.198154,0.075633,0.046702,-0.043219,-0.054595
-0.006628,-0.005818,0.003822,0.001473,0.076986,0.105977,0.14223,0.196436,0.139135,0.17703,0.446242,0.434967,0.472761,0.429647,0.420383,0.380495,0.396982,0.366965,0.355004,0.336244,0.33268,0.282927,0.235934,0.11209,0.105524,-0.024012,-0.050983
-0.005304,-0.002337,0.00423,0.0061,0.069495,0.144506,0.177309,0.234992,0.203518,0.232899,0.502262,0.515398,0.522645,0.463724,0.467187,0.397792,0.413203,0.381005,0.370731,0.357831,0.331941,0.28165,0.233414,0.119342,0.115986,-0.017265,-0.048544
-0.003359,-7.8e-05,0.006556,0.005296,0.062598,0.124362,0.180189,0.240825,0.18929,0.19858,0.478168,0.484134,0.483575,0.42381,0.444523,0.355468,0.382966,0.372669,0.347123,0.333893,0.337724,0.268207,0.253942,0.127555,0.077589,-0.049445,-0.033968
-0.001953,-0.001338,0.001248,0.005037,0.077865,0.133626,0.188807,0.232359,0.17616,0.180008,0.4207,0.487307,0.521351,0.438526,0.449875,0.366292,0.383578,0.369467,0.357848,0.389691,0.367398,0.349695,0.297444,0.188125,0.109404,-0.052125,-0.040055
0.000967,-0.003186,-0.000564,0.012128,0.091545,0.177361,0.220355,0.272513,0.212706,0.211439,0.482267,0.482348,0.529259,0.457024,0.481659,0.404794,0.410646,0.394831,0.400423,0.397771,0.383226,0.396936,0.32497,0.259477,0.185942,-0.044202,-0.053483
-0.002556,-0.000997,-0.000228,0.011029,0.107007,0.180623,0.220744,0.279414,0.213709,0.211847,0.46493,0.483074,0.508418,0.433874,0.473818,0.375778,0.408263,0.388183,0.356378,0.355956,0.323729,0.308904,0.259579,0.175787,0.120469,-0.046114,-0.068297
-0.005436,-0.002783,-0.003799,0.007442,0.074979,0.136326,0.172347,0.230117,0.179852,0.195977,0.457079,0.463504,0.490803,0.431912,0.466806,0.386001,0.413134,0.405164,0.38512,0.412271,0.381279,0.390353,0.318721,0.251943,0.176077,-0.040432,-0.048659
-0.003452,-0.002612,-0.006567,0.0089,0.123569,0.159729,0.202031,0.25242,0.185673,0.18523,0.47035,0.476597,0.49737,0.443599,0.473521,0.37616,0.396399,0.389579,0.385569,0.406045,0.387809,0.381883,0.325238,0.262456,0.188297,-0.042756,-0.035762
-0.004522,-0.00337,-0.004391,0.006736,0.079086,0.128697,0.16891,0.225393,0.157927,0.164863,0.404356,0.451335,0.497141,0.43324,0.44825,0.380253,0.380009,0.363898,0.361382,0.385325,0.360176,0.325156,0.293315,0.22251,0.148234,-0.051174,-0.035636
-0.003611,-0.001295,-0.005615,0.004362,0.057153,0.127934,0.181358,0.261347,0.17965,0.219642,0.48084,0.418668,0.471077,0.393744,0.424149,0.360985,0.375503,0.331953,0.32441,0.331007,0.317948,0.284781,0.255593,0.19103,0.132966,-0.043259,-0.036557
-0.001267,-0.00093,-0.002578,0.008356,0.082257,0.17694,0.224426,0.295486,0.227052,0.231147,0.525517,0.486902,0.548997,0.44995,0.47033,0.387688,0.389302,0.317887,0.30274,0.287304,0.277034,0.242937,0.209337,0.157881,0.113365,-0.041929,-0.045552
5.6e-05,-0.003545,-0.004733,-0.001509,0.061854,0.059421,0.10057,0.141086,0.105259,0.138152,0.3494,0.45251,0.498009,0.43845,0.430862,0.393765,0.372896,0.350114,0.327983,0.304787,0.313613,0.276746,0.264504,0.215648,0.15977,-0.033568,-0.036651
-0.013746,-0.012178,-0.011311,-0.00366,0.057544,0.062675,0.094398,0.146181,0.119471,0.131943,0.351752,0.397315,0.474712,0.475552,0.449216,0.425908,0.409847,0.38862,0.420891,0.401148,0.374045,0.305293,0.341765,0.216136,0.101485,-0.026703,-0.035741
-0.013613,-0.014688,-0.012946,-0.002589,0.070478,0.075037,0.112591,0.175748,0.111222,0.126311,0.355488,0.403664,0.419039,0.442172,0.435977,0.399927,0.415953,0.371152,0.368057,0.382923,0.360193,0.292106,0.328474,0.224316,0.100162,-0.030364,-0.035143
-0.010553,-0.012505,-0.01055,-0.001981,0.103408,0.111214,0.152078,0.231839,0.161272,0.181756,0.378092,0.379305,0.420935,0.447662,0.463469,0.428739,0.425245,0.402055,0.402802,0.419807,0.395758,0.362665,0.388829,0.272863,0.150062,-0.024353,-0.041198
-0.01101,-0.006686,-0.012629,-0.001813,0.081087,0.112423,0.160742,0.252889,0.193611,0.211931,0.441374,0.480111,0.482817,0.48805,0.478089,0.450796,0.450553,0.422444,0.429756,0.411531,0.413351,0.381974,0.390958,0.282375,0.167107,-0.022272,-0.032875
-0.008903,-0.004057,-0.007513,-0.000507,0.063857,0.114266,0.16506,0.236747,0.205803,0.205036,0.410173,0.486876,0.473588,0.478776,0.470599,0.43892,0.442607,0.443434,0.441115,0.41615,0.429954,0.38169,0.389186,0.279913,0.150775,-0.02572,-0.043497
-0.007518,-0.004361,-0.002306,0.004037,0.12822,0.13064,0.181087,0.241095,0.196985,0.179863,0.381976,0.488885,0.471657,0.471796,0.475196,0.409943,0.441331,0.413391,0.408498,0.412171,0.391521,0.343008,0.356039,0.239583,0.12148,-0.027729,-0.030565
-0.008016,-0.009914,-0.002888,-0.003754,0.03846,0.060986,0.103389,0.186444,0.120698,0.136179,0.259587,0.391351,0.377702,0.401178,0.420638,0.371138,0.410002,0.413372,0.397615,0.39541,0.38185,0.305202,0.358628,0.206041,0.081928,-0.021334,-0.034015
-0.008442,-0.006882,-0.006452,-0.001105,0.119325,0.081058,0.130513,0.199685,0.154437,0.16386,0.320184,0.425711,0.427809,0.440018,0.465908,0.417315,0.429314,0.399343,0.387769,0.366294,0.355832,0.257508,0.325955,0.180253,0.071813,-0.035655,-0.043916
-0.009332,-0.006807,-0.007077,-0.003137,0.071722,0.097718,0.14107,0.214416,0.169778,0.181998,0.408834,0.465668,0.456276,0.437337,0.466214,0.393043,0.409442,0.379569,0.393778,0.374622,0.371902,0.276578,0.331809,0.165651,0.059001,-0.041026,-0.033848
-0.009627,-0.009194,-0.012014,-0.003842,0.067441,0.059507,0.102517,0.172723,0.120372,0.139609,0.373809,0.478815,0.477383,0.43777,0.451544,0.423696,0.421668,0.389863,0.396861,0.408098,0.377734,0.310733,0.357039,0.203997,0.093018,-0.028642,-0.042539
-0.00943,-0.005386,-0.010276,-0.000681,0.098427,0.110859,0.15905,0.239203,0.17708,0.185593,0.414779,0.512978,0.52879,0.480289,0.502452,0.438194,0.457176,0.41604,0.426716,0.407637,0.370415,0.328654,0.37468,0.209406,0.10358,-0.023406,-0.043408
-0.008209,-0.006233,-0.006696,0.000657,0.098031,0.122963,0.176707,0.239962,0.181377,0.192484,0.403296,0.511076,0.494832,0.463442,0.478602,0.435289,0.454006,0.41126,0.426444,0.399845,0.372504,0.304808,0.352392,0.197938,0.09057,-0.027651,-0.044887
-0.005444,-0.005248,-0.005162,-0.000678,0.085299,0.092083,0.138285,0.191615,0.150477,0.157953,0.3877,0.446946,0.410656,0.424157,0.453409,0.416517,0.438271,0.429079,0.450221,0.436705,0.428436,0.338482,0.393072,0.223199,0.103388,-0.0291,-0.051202
-0.000174,-0.004839,-0.006848,4.8e-05,0.098404,0.077517,0.120528,0.17102,0.12305,0.139728,0.400677,0.439777,0.432234,0.44798,0.479744,0.423135,0.440057,0.420733,0.415232,0.413476,0.40303,0.306906,0.375482,0.220148,0.118947,-0.025512,-0.047476
0.001744,-0.004412,-0.004838,-0.003483,0.054632,0.067582,0.121694,0.185547,0.129912,0.147877,0.411465,0.445187,0.417196,0.436595,0.480261,0.418163,0.442121,0.443274,0.425291,0.46318,0.43331,0.377668,0.414784,0.262899,0.152201,-0.01639,-0.039053
0.00162,-0.002665,-0.001113,-0.000928,0.084257,0.086168,0.134402,0.205893,0.157904,0.170533,0.408623,0.462266,0.434237,0.428875,0.444541,0.427049,0.442119,0.457092,0.435269,0.462865,0.429546,0.375286,0.405827,0.250701,0.143934,-0.019995,-0.042303
0.001566,-0.001835,0.001833,0.000546,0.101815,0.118923,0.168195,0.26295,0.196309,0.206232,0.428375,0.493798,0.465601,0.485078,0.481185,0.431759,0.459807,0.429219,0.429912,0.442868,0.410774,0.331399,0.370242,0.217617,0.117937,-0.020168,-0.042052
-0.00044,-0.002245,0.002107,-0.000403,0.108833,0.086066,0.126941,0.215784,0.158394,0.163208,0.397667,0.500307,0.459327,0.457997,0.472178,0.448405,0.45089,0.432173,0.435269,0.486923,0.412406,0.355743,0.385964,0.253095,0.133863,-0.024459,-0.049041
-0.004583,-0.001757,0.000596,0.004758,0.172145,0.107182,0.156418,0.248573,0.190109,0.198088,0.466263,0.503829,0.508973,0.453072,0.514922,0.467557,0.477471,0.453958,0.452687,0.503849,0.44222,0.432942,0.44413,0.319175,0.187895,-0.00802,-0.047006
-0.006874,-0.000953,-0.001159,0.005858,0.125429,0.167328,0.226658,0.319029,0.22742,0.254512,0.511071,0.501212,0.513255,0.454124,0.517955,0.444636,0.469935,0.44197,0.453529,0.47638,0.430683,0.388616,0.420472,0.286466,0.161479,-0.023772,-0.046386
-0.006443,0.001781,-0.000733,0.005487,0.111806,0.161836,0.222375,0.294439,0.253918,0.252821,0.53958,0.529414,0.516427,0.479024,0.538476,0.454647,0.472731,0.424634,0.458453,0.432925,0.425735,0.388227,0.413329,0.285617,0.141488,-0.045357,-0.046064
-0.004067,0.001865,0.003567,0.008258,0.137098,0.151015,0.199477,0.259857,0.209441,0.230841,0.504246,0.52501,0.498992,0.463278,0.520227,0.433047,0.475976,0.42348,0.442316,0.421341,0.41361,0.373337,0.396981,0.278481,0.146861,-0.036076,-0.045849
-0.003128,-0.001198,0.000831,-0.001497,0.068236,0.077885,0.124401,0.194134,0.141999,0.177976,0.40605,0.492363,0.458141,0.427128,0.489276,0.430087,0.470926,0.42552,0.409774,0.409724,0.407086,0.338456,0.383756,0.248737,0.143572,-0.02153,-0.042899
-0.001338,-0.001696,-0.000997,0.001303,0.112371,0.083719,0.125534,0.183679,0.153984,0.202516,0.408806,0.461867,0.422716,0.421241,0.502784,0.406693,0.467226,0.416034,0.384442,0.386106,0.401674,0.307305,0.369507,0.219072,0.131156,-0.02685,-0.035098
0.001763,0.001348,0.000161,0.000563,0.16487,0.150063,0.201286,0.290162,0.184127,0.209264,0.451598,0.502773,0.484657,0.453427,0.492544,0.451731,0.478333,0.448383,0.408347,0.386968,0.411318,0.330475,0.366303,0.227896,0.14211,-0.029642,-0.052398
0.002402,-0.000766,0.001843,0.001478,0.110679,0.149773,0.194727,0.288274,0.182419,0.217465,0.419531,0.505132,0.468181,0.443665,0.484902,0.441864,0.47222,0.444452,0.41439,0.402013,0.409532,0.323072,0.36455,0.227645,0.140073,-0.041426,-0.049908
0.002154,-0.003131,0.005381,-0.000604,0.074208,0.102878,0.154265,0.243851,0.175932,0.209713,0.40876,0.489417,0.45893,0.435245,0.495657,0.421076,0.477809,0.435162,0.440687,0.446294,0.435022,0.370424,0.393781,0.275878,0.173931,-0.028468,-0.033879
0.000637,-0.002727,0.003217,-0.001626,0.04392,0.078002,0.121286,0.194629,0.146342,0.176967,0.398894,0.436074,0.42293,0.40815,0.466465,0.405513,0.454147,0.416313,0.435878,0.464278,0.426695,0.3435,0.380631,0.262554,0.158395,-0.023801,-0.023134
-0.002346,-0.002031,-0.001581,-0.004104,0.067818,0.082746,0.122209,0.20403,0.142739,0.165892,0.419847,0.417677,0.425196,0.390204,0.459461,0.41772,0.438276,0.409195,0.409484,0.433638,0.39912,0.297849,0.36269,0.232993,0.147927,-0.040326,-0.035031
-0.003085,-0.00319,-0.004874,-0.000138,0.095924,0.121331,0.161358,0.233603,0.156053,0.188696,0.420783,0.406442,0.42367,0.397117,0.493674,0.411725,0.440759,0.406851,0.406675,0.438708,0.387807,0.281464,0.351104,0.22546,0.144075,-0.045336,-0.039279
-0.000228,-0.001857,0.0015,-0.001643,0.08939,0.122489,0.166604,0.233202,0.170708,0.214283,0.468043,0.454618,0.476438,0.438183,0.498712,0.424952,0.452189,0.414619,0.393003,0.44547,0.400691,0.318557,0.363104,0.233643,0.152989,-0.023405,-0.042247
-0.000107,-0.005173,-0.000878,-0.004162,0.049534,0.088173,0.135097,0.21101,0.148033,0.190641,0.436199,0.462276,0.464013,0.434592,0.485661,0.434063,0.460416,0.404359,0.402689,0.464053,0.413103,0.334607,0.364278,0.265596,0.155232,-0.026411,-0.043898
0.000832,-0.002735,0.002641,-0.001298,0.064882,0.129335,0.174684,0.241317,0.19113,0.220327,0.527806,0.445349,0.458379,0.436151,0.491103,0.453026,0.466435,0.418199,0.422618,0.487536,0.44028,0.391918,0.406837,0.322543,0.195309,-0.023451,-0.027829
0.000163,-0.004929,0.003071,0.003255,0.069749,0.132181,0.175377,0.233624,0.191853,0.222995,0.538161,0.467968,0.448226,0.430827,0.482192,0.442175,0.4551,0.423961,0.411038,0.455992,0.421931,0.369662,0.396793,0.298133,0.191804,-0.03329,-0.032716
-0.000575,-0.007146,0.002679,-0.00012,0.040901,0.093171,0.145748,0.194063,0.154872,0.191739,0.463389,0.47211,0.424036,0.424153,0.467781,0.459597,0.478816,0.38332,0.366374,0.373337,0.356633,0.270994,0.333999,0.220712,0.109201,-0.045635,-0.052714
-0.000474,-0.008829,0.002409,0.003676,0.076871,0.109114,0.156872,0.191206,0.150902,0.185911,0.436097,0.45245,0.41777,0.420355,0.451458,0.443277,0.481272,0.391568,0.375283,0.380283,0.357121,0.26754,0.32345,0.195356,0.116283,-0.040643,-0.044454
0.001725,-0.012192,-0.002423,-0.002187,0.057403,0.080847,0.127544,0.174565,0.119892,0.164379,0.326295,0.422659,0.406663,0.413577,0.457984,0.424456,0.453424,0.415062,0.394816,0.426354,0.396221,0.309441,0.352886,0.23549,0.175065,-0.022105,-0.036456
0.002202,-0.010525,-0.007056,0.000279,0.065235,0.109092,0.153656,0.203199,0.134498,0.189152,0.315688,0.388251,0.417505,0.383974,0.469116,0.411226,0.424435,0.414874,0.368673,0.422856,0.366963,0.273615,0.333038,0.212501,0.146494,-0.014918,-0.027809
0.001521,-0.010563,-0.004578,-0.004026,0.059638,0.053897,0.083641,0.138928,0.093773,0.156984,0.275786,0.359819,0.385916,0.370836,0.420172,0.40601,0.42576,0.409106,0.377701,0.4068,0.36825,0.27312,0.34059,0.201327,0.108563,-0.030485,-0.006448
0.001437,-0.009727,-0.002154,0.00056,0.058376,0.096817,0.150059,0.207365,0.156254,0.205288,0.428068,0.447377,0.477896,0.436573,0.487148,0.437098,0.453913,0.402046,0.371669,0.393982,0.374603,0.250995,0.294255,0.140232,0.055345,-0.04833,-0.047767
0.000427,-0.009884,-0.005337,0.000554,0.089001,0.078286,0.116382,0.178607,0.117516,0.169169,0.379442,0.455309,0.472161,0.438439,0.466559,0.451495,0.452172,0.440035,0.419242,0.506196,0.460455,0.388051,0.398835,0.296069,0.200856,-0.009014,-0.027082
0.000734,-0.008365,0.000687,0.002871,0.073371,0.1395,0.194829,0.267445,0.190236,0.244643,0.492713,0.484668,0.485415,0.454028,0.477689,0.459845,0.459086,0.435098,0.406323,0.457634,0.431837,0.351744,0.365274,0.260385,0.165018,-0.010779,-0.031203
0.000771,-0.009272,0.005355,0.005278,0.083046,0.164874,0.227561,0.282341,0.20608,0.224547,0.48627,0.525004,0.485842,0.473437,0.486283,0.450008,0.472647,0.420866,0.403247,0.436335,0.408554,0.308526,0.333236,0.212981,0.142621,-0.018741,-0.04605
0.003229,-0.008824,0.003782,0.004264,0.072137,0.117574,0.172082,0.239205,0.169957,0.194683,0.439389,0.490385,0.462002,0.448632,0.493346,0.445996,0.464921,0.398619,0.388262,0.430356,0.404225,0.296732,0.331968,0.208696,0.135655,-0.024582,-0.048436
0.002338,-0.005758,0.006425,0.003793,0.071453,0.140161,0.187931,0.256665,0.170539,0.20174,0.412244,0.455548,0.448314,0.427707,0.502665,0.414326,0.466355,0.408233,0.395713,0.445686,0.427715,0.322044,0.344206,0.235288,0.171748,-0.015328,-0.039895
-0.000227,-0.010033,0.002244,-0.001564,0.049392,0.07392,0.105015,0.173006,0.089904,0.134249,0.261213,0.347361,0.362152,0.331948,0.439158,0.35504,0.401831,0.361161,0.352722,0.402784,0.388275,0.276762,0.323683,0.221402,0.171731,-0.014901,-0.022134
0.002221,-0.008368,0.000993,-0.003342,0.043056,0.058759,0.087809,0.153464,0.102028,0.139938,0.376577,0.416386,0.41914,0.383215,0.426999,0.404422,0.41165,0.41413,0.398863,0.45646,0.434799,0.411193,0.391504,0.304111,0.235746,0.012016,-0.018152
0.000575,-0.006379,0.002945,0.004214,0.069847,0.131068,0.169764,0.209202,0.174387,0.188591,0.443843,0.442444,0.456974,0.418077,0.45274,0.402309,0.450982,0.411573,0.405675,0.453788,0.422867,0.372935,0.360313,0.279362,0.216738,-0.006178,-0.039069
1.2e-05,-0.005184,-0.002861,0.000227,0.043559,0.045305,0.072093,0.114422,0.082776,0.120223,0.283569,0.442462,0.451032,0.405952,0.414433,0.426135,0.441609,0.376231,0.409257,0.457441,0.42137,0.348888,0.366569,0.252617,0.205294,0.002614,-0.034211
0.001127,-0.004382,-0.003166,0.004157,0.05068,0.115712,0.159932,0.218718,0.207894,0.237083,0.436494,0.476993,0.488196,0.425793,0.458556,0.416039,0.424853,0.37168,0.367404,0.40704,0.382998,0.292289,0.308459,0.195469,0.134945,-0.018925,-0.050272
-0.00043,-0.008593,0.001645,0.002326,0.062536,0.148594,0.192947,0.256297,0.204132,0.205665,0.477655,0.461265,0.487537,0.439284,0.488941,0.441403,0.455938,0.425482,0.384885,0.365521,0.382755,0.293681,0.345381,0.202553,0.11098,-0.042666,-0.03587
0.001295,-0.007608,0.002264,0.002206,0.069798,0.1514,0.20257,0.253683,0.206949,0.205916,0.48109,0.490577,0.52576,0.444924,0.512956,0.448378,0.46643,0.420831,0.410471,0.417846,0.429042,0.359325,0.362036,0.223219,0.144744,-0.035755,-0.046864
0.0,-0.007851,0.003256,0.008957,0.084337,0.151999,0.202156,0.272093,0.206574,0.19791,0.467568,0.481813,0.50774,0.40746,0.488818,0.42854,0.453144,0.377473,0.375736,0.426739,0.421597,0.379376,0.319057,0.21331,0.175774,-0.020402,-0.042612
0.00123,-0.00376,0.005687,0.014719,0.168454,0.194469,0.236707,0.312285,0.227935,0.224657,0.492941,0.481915,0.49862,0.422593,0.48567,0.432115,0.471302,0.390383,0.38622,0.435733,0.437063,0.379411,0.338386,0.271606,0.211822,-0.029138,-0.040129
-0.000679,-0.006199,0.003748,0.008227,0.08988,0.136924,0.188784,0.255179,0.186082,0.192424,0.436166,0.500503,0.525373,0.417403,0.444198,0.434798,0.455742,0.368963,0.362511,0.403826,0.387156,0.316203,0.296543,0.217174,0.162816,-0.032375,-0.04736
