ExG0407,ExG0412,ExG0415,ExG0427,ExG0506,ExG0516,ExG0520,ExG0523,ExG0527,ExG0531,ExG0602,ExG0614,ExG0617,ExG0620,ExG0623,ExG0627,ExG0630,ExG0713,ExG0716,ExG0719,ExG0721,ExG0725,ExG0728,ExG0802,ExG0808,ExG0812,ExG0818
0.001227,-0.006262,-0.007506,-0.000158,0.027272,0.07819,0.130616,0.182999,0.13773,0.162888,0.447162,0.464485,0.492258,0.509265,0.515309,0.500091,0.475547,0.473191,0.477832,0.406526,0.459651,0.438318,0.397377,0.274429,0.205674,-0.042644,-0.028254
0.001886,-0.004407,-0.006989,-0.001634,0.026374,0.091872,0.131541,0.204406,0.136446,0.142685,0.430657,0.404367,0.446031,0.472639,0.504387,0.453225,0.451173,0.425304,0.440799,0.358474,0.403541,0.393624,0.348918,0.241416,0.179584,-0.030289,-0.014556
0.00021,-0.004562,-0.009162,-0.002373,0.02134,0.059845,0.096131,0.17095,0.092688,0.0691,0.299908,0.284973,0.33647,0.379713,0.379477,0.384774,0.368037,0.354428,0.353259,0.307176,0.335737,0.334405,0.295989,0.204317,0.142883,-0.029769,-0.008001
0.002136,-0.001094,-0.002412,0.002147,0.050774,0.117333,0.151017,0.204352,0.160017,0.163637,0.42735,0.449412,0.487789,0.522753,0.491222,0.478933,0.455655,0.411847,0.388932,0.340844,0.362471,0.337209,0.276977,0.153392,0.09683,-0.034029,-0.041748
0.003851,-0.006644,-0.004301,-0.005761,0.001526,0.035631,0.054466,0.085419,0.071015,0.073851,0.248558,0.287828,0.356644,0.403557,0.398653,0.401048,0.385746,0.349779,0.355573,0.277814,0.31162,0.286891,0.268824,0.153907,0.097306,-0.032357,-0.011148
0.001408,-0.004904,-0.004367,-3.7e-05,0.032932,0.060144,0.075562,0.118535,0.090839,0.076225,0.276551,0.273693,0.344302,0.374693,0.37412,0.379033,0.39852,0.33748,0.314663,0.272763,0.2991,0.284667,0.25789,0.156312,0.076853,-0.044158,-0.034668
0.00118,-0.003714,-0.008641,-0.006328,0.00517,0.096555,0.134741,0.228674,0.22396,0.08604,0.269315,0.348455,0.425096,0.455033,0.430014,0.42494,0.382541,0.383809,0.347744,0.313182,0.337016,0.323129,0.296449,0.20589,0.114861,-0.037407,-0.03838
0.000204,-0.000845,-0.003193,-0.000447,0.031631,0.109913,0.126056,0.197354,0.150595,0.144072,0.390218,0.472733,0.524989,0.534184,0.504701,0.505365,0.443731,0.444273,0.435165,0.400117,0.40734,0.385571,0.344276,0.21712,0.137732,-0.038117,-0.042145
0.001625,-0.000277,-0.006231,-0.003786,0.030093,0.110352,0.120584,0.1837,0.151159,0.146758,0.385274,0.471852,0.549443,0.565719,0.543039,0.503218,0.472127,0.442977,0.453024,0.412543,0.428516,0.394016,0.34181,0.205807,0.13865,-0.039109,-0.042565
0.002245,-0.003142,-0.008995,-0.00777,-0.001914,0.013305,0.023074,0.071784,0.012243,0.03672,0.164684,0.301933,0.361463,0.401084,0.398906,0.394058,0.403285,0.377941,0.389156,0.351767,0.37416,0.344587,0.311028,0.206408,0.137108,-0.024998,-0.036063
0.002039,-0.000531,-0.003491,-0.000766,0.051679,0.117441,0.15318,0.240528,0.181157,0.159356,0.391553,0.442161,0.504531,0.533102,0.525006,0.488213,0.465761,0.392695,0.402314,0.336769,0.351761,0.302436,0.260613,0.152237,0.088582,-0.045739,-0.03969
0.000504,-0.002185,-0.004424,-0.002248,0.039311,0.102093,0.125134,0.203212,0.144517,0.16824,0.345906,0.44613,0.474232,0.508715,0.454108,0.505819,0.461677,0.401807,0.417244,0.360491,0.375117,0.342828,0.305956,0.190036,0.116938,-0.048639,-0.028938
0.002323,-0.001326,-0.00533,2e-06,0.064934,0.143804,0.17033,0.265891,0.173169,0.170998,0.350812,0.465308,0.52303,0.543493,0.49213,0.508831,0.455393,0.442192,0.432869,0.359271,0.383049,0.355816,0.32313,0.200856,0.127309,-0.062601,-0.063207
0.003374,-0.001399,-0.003619,-0.001264,0.049326,0.141793,0.167034,0.250298,0.181816,0.163418,0.373793,0.489279,0.536805,0.538718,0.501916,0.493306,0.448409,0.442745,0.413402,0.334619,0.356767,0.320566,0.28325,0.182308,0.103439,-0.059724,-0.062302
0.003448,-0.002397,-0.002582,-0.000538,0.050029,0.152409,0.175302,0.250536,0.184149,0.174739,0.395092,0.486307,0.536727,0.525538,0.472677,0.472072,0.429567,0.40796,0.394094,0.315038,0.369595,0.339947,0.27632,0.181369,0.112018,-0.036828,-0.04802
0.0003,-0.002983,-0.00702,-0.001653,0.051816,0.082415,0.103878,0.165842,0.107628,0.075984,0.279893,0.369215,0.430512,0.456774,0.409047,0.407991,0.387948,0.35204,0.377672,0.294777,0.35461,0.31601,0.281125,0.211775,0.130735,-0.031067,-0.028158
-0.007242,-0.014638,-0.009765,-0.000871,0.041755,0.113654,0.161538,0.206335,0.164864,0.192117,0.435295,0.466037,0.526452,0.506208,0.504716,0.472127,0.436554,0.435482,0.320064,0.299816,0.326349,0.280793,0.256471,0.210808,0.164699,0.121689,-0.019424
-0.00477,-0.013407,-0.01034,0.002035,0.053512,0.125428,0.173525,0.22508,0.184491,0.214021,0.454771,0.52393,0.57403,0.543199,0.539714,0.513965,0.470581,0.507325,0.408368,0.382518,0.402562,0.35961,0.341717,0.298408,0.229108,0.216232,-0.021049
-0.001834,-0.013125,-0.008632,-0.001722,0.050732,0.105628,0.156783,0.225124,0.17522,0.193205,0.41152,0.507319,0.555603,0.551809,0.507941,0.523026,0.472744,0.463095,0.449678,0.429347,0.444994,0.403543,0.406761,0.338514,0.273992,0.259435,-0.015826
-0.002423,-0.012901,-0.011374,-0.000724,0.05182,0.103646,0.15942,0.222607,0.168868,0.190173,0.425846,0.481615,0.548881,0.55128,0.530338,0.528979,0.479368,0.445212,0.451857,0.437875,0.443254,0.403936,0.413377,0.336573,0.279688,0.257885,-0.002311
-0.003136,-0.012392,-0.006101,-0.001631,0.054946,0.102701,0.157426,0.213213,0.14736,0.18555,0.424729,0.478624,0.540712,0.554289,0.540943,0.554458,0.47982,0.455244,0.465475,0.456207,0.455021,0.420506,0.427931,0.361451,0.302282,0.277257,0.007122
-0.002274,-0.011939,-0.012058,-0.004038,0.042334,0.09304,0.143424,0.190564,0.130127,0.1786,0.443103,0.468892,0.553142,0.56109,0.526948,0.554189,0.494805,0.456297,0.452826,0.459167,0.438526,0.415434,0.409195,0.333122,0.252461,0.236204,0.002386
-0.00019,-0.004213,-0.006671,0.006072,0.067315,0.139663,0.203643,0.259765,0.203152,0.215178,0.49053,0.484443,0.580363,0.572354,0.529502,0.49974,0.494046,0.469172,0.431255,0.437649,0.404534,0.39228,0.378493,0.296952,0.254748,0.220415,-0.009096
0.001811,-0.004376,-0.008651,0.005188,0.072063,0.145331,0.219449,0.273865,0.230927,0.240714,0.510904,0.496779,0.608037,0.603935,0.542469,0.514246,0.506592,0.475934,0.423486,0.428331,0.396317,0.388685,0.362809,0.279721,0.228571,0.200848,-0.035065
6.7e-05,-0.004165,-0.003774,0.005928,0.057652,0.13986,0.199701,0.2636,0.219584,0.244635,0.535145,0.507355,0.608126,0.604252,0.555439,0.537272,0.485185,0.522261,0.445941,0.456722,0.427683,0.417476,0.396818,0.317648,0.266779,0.245295,-0.023273
0.001232,-0.003063,-0.004148,0.005843,0.062911,0.144245,0.2006,0.263235,0.209622,0.232855,0.522645,0.497399,0.618093,0.603914,0.577087,0.564368,0.493151,0.521444,0.454721,0.446071,0.430561,0.426308,0.414008,0.319821,0.270314,0.266281,0.010487
0.002042,-0.006189,-0.001513,0.006767,0.05617,0.138855,0.191102,0.25544,0.20631,0.236533,0.530935,0.511581,0.61402,0.589755,0.563882,0.525394,0.507634,0.51217,0.494804,0.436385,0.433875,0.420375,0.434689,0.327777,0.283694,0.287712,0.038358
-9.1e-05,-0.008651,-0.005586,0.001422,0.04039,0.104152,0.153658,0.214967,0.170615,0.207176,0.522093,0.508042,0.601453,0.580084,0.549897,0.507181,0.510078,0.499713,0.47659,0.437776,0.439579,0.404097,0.40416,0.299923,0.274867,0.252979,0.037614
0.00059,-0.009894,-0.006944,0.002959,0.05009,0.143269,0.199069,0.248735,0.20274,0.235153,0.509227,0.51417,0.597878,0.597922,0.557642,0.513779,0.505555,0.470916,0.43808,0.405721,0.408004,0.373602,0.364501,0.26594,0.244633,0.224156,0.034787
0.004218,-0.007963,-0.007066,0.001361,0.056423,0.139094,0.199438,0.249824,0.201621,0.231954,0.438427,0.528056,0.596185,0.599255,0.557045,0.520238,0.490937,0.473093,0.425948,0.38614,0.402878,0.364738,0.360357,0.243668,0.206751,0.193746,-0.009613
0.001401,-0.003524,-0.001218,0.004085,0.062354,0.139775,0.197009,0.246815,0.196223,0.218122,0.442885,0.516458,0.607897,0.592912,0.563312,0.52803,0.490123,0.484563,0.403269,0.408019,0.400995,0.351273,0.370561,0.243027,0.224245,0.206764,-0.006365
0.001322,-0.008507,-0.008111,-0.007793,0.013332,0.039438,0.080985,0.128529,0.091002,0.1459,0.365381,0.435602,0.548677,0.515745,0.526157,0.50065,0.466243,0.484095,0.40228,0.419762,0.397034,0.386115,0.403862,0.286993,0.253577,0.230403,-0.009178
0.002461,-0.002963,0.001838,0.009478,0.065513,0.143518,0.216842,0.272107,0.205163,0.241942,0.5116,0.462748,0.5751,0.570241,0.547451,0.505592,0.474636,0.510605,0.420749,0.442001,0.416638,0.404671,0.403267,0.304795,0.258967,0.267089,0.038457
0.002814,-0.003748,-0.003291,0.002314,0.061491,0.135234,0.209466,0.275764,0.197726,0.242534,0.529473,0.512284,0.587368,0.596022,0.562037,0.54826,0.527602,0.522843,0.457993,0.473971,0.433659,0.416914,0.427083,0.303258,0.27715,0.274331,0.044534
0.003246,-0.003886,-0.003573,-0.004257,0.018875,0.066586,0.11654,0.169781,0.121629,0.179672,0.444541,0.461717,0.546145,0.528588,0.522525,0.507453,0.489979,0.46317,0.435307,0.442987,0.396137,0.379068,0.37662,0.257976,0.225544,0.250008,0.019226
0.0045,-0.00383,-0.001472,0.003525,0.039695,0.109215,0.170451,0.227114,0.175101,0.228024,0.539617,0.492984,0.588449,0.556198,0.543397,0.513621,0.486723,0.462972,0.435292,0.437121,0.401494,0.387273,0.370219,0.257323,0.226185,0.231269,0.0485
0.008825,-0.005183,-0.004072,6.8e-05,0.032329,0.09577,0.160862,0.228208,0.133521,0.194893,0.488699,0.475819,0.56102,0.553116,0.553721,0.5327,0.493328,0.463168,0.450142,0.456587,0.408277,0.390869,0.384724,0.267681,0.236136,0.24397,0.047463
0.007719,-0.003235,-2.8e-05,-0.000814,0.00706,0.035862,0.081849,0.119346,0.054147,0.121642,0.293557,0.326752,0.42872,0.43678,0.439291,0.389519,0.429338,0.432138,0.364815,0.406004,0.373585,0.323361,0.326001,0.211845,0.183874,0.19136,0.01411
0.008738,-0.00231,0.007691,0.004573,0.048977,0.139483,0.199772,0.250798,0.178302,0.231162,0.459216,0.421282,0.533391,0.504207,0.473832,0.438602,0.431557,0.370626,0.314326,0.345917,0.302225,0.25466,0.249021,0.133807,0.107945,0.110174,-0.025046
0.008059,-0.000796,0.00542,0.007352,0.052572,0.131829,0.192299,0.235869,0.167107,0.221464,0.437907,0.485198,0.576508,0.527331,0.529957,0.472413,0.477815,0.435387,0.371475,0.375716,0.3457,0.291935,0.28281,0.150181,0.130629,0.149337,-0.035227
0.007523,0.000243,0.005852,0.0059,0.031103,0.090049,0.157382,0.215151,0.132594,0.184929,0.366006,0.466575,0.599883,0.516353,0.561195,0.475518,0.502379,0.50688,0.447532,0.451405,0.426141,0.404023,0.404811,0.270096,0.246551,0.225642,-0.027665
0.006835,0.001781,1.8e-05,0.000952,0.031184,0.084567,0.144945,0.197795,0.135627,0.198674,0.417474,0.451614,0.573762,0.529429,0.539923,0.479603,0.492194,0.447662,0.425602,0.427829,0.409823,0.382676,0.386533,0.254288,0.230641,0.20224,-0.027592
0.003424,0.003574,0.000589,0.002359,0.028165,0.111624,0.182574,0.231172,0.127444,0.184636,0.390972,0.453285,0.56225,0.533967,0.550912,0.466407,0.47519,0.415473,0.397648,0.386565,0.354952,0.318849,0.318136,0.182313,0.158126,0.158262,-0.025179
0.005613,3.9e-05,-0.006616,-0.002553,0.007493,0.051667,0.102192,0.144663,0.076023,0.149378,0.349199,0.395897,0.480369,0.480344,0.507973,0.451017,0.434261,0.403182,0.380537,0.392271,0.361503,0.319454,0.325626,0.192225,0.173596,0.170886,-0.012744
0.00506,0.000557,0.001883,0.002959,0.033186,0.099728,0.147104,0.188154,0.135494,0.185887,0.426903,0.414186,0.500768,0.502827,0.521337,0.458302,0.456249,0.425458,0.388135,0.413862,0.384744,0.332659,0.325104,0.18584,0.191653,0.190335,0.013093
0.005728,0.000432,-0.001959,-0.004183,0.001003,0.04776,0.089905,0.13726,0.042193,0.09812,0.258471,0.33523,0.442243,0.435051,0.478793,0.412206,0.429872,0.441127,0.394421,0.432293,0.411014,0.354372,0.357516,0.223276,0.212531,0.220214,-0.007107
0.009701,0.002625,-0.000514,0.004936,0.023333,0.09764,0.150241,0.189358,0.09547,0.151654,0.330191,0.395389,0.498813,0.499814,0.529456,0.463418,0.459097,0.4316,0.36242,0.373376,0.353837,0.290099,0.272401,0.164392,0.144998,0.158861,-0.002804
0.008889,0.003036,-0.001772,-0.000866,0.01705,0.066286,0.110902,0.165675,0.050568,0.09736,0.258639,0.270897,0.38674,0.40639,0.43469,0.395198,0.405126,0.424544,0.375473,0.405886,0.357085,0.321834,0.317992,0.228268,0.19759,0.203699,0.04468
0.009873,0.002356,-0.005327,-0.004115,0.016447,0.076568,0.115692,0.152109,0.104708,0.155534,0.368913,0.338942,0.417471,0.43017,0.452046,0.405466,0.415663,0.380554,0.356316,0.355146,0.317793,0.276143,0.258632,0.157746,0.141551,0.157584,0.031915
0.008966,0.003521,0.001494,-0.000554,0.029881,0.118242,0.159176,0.20787,0.131908,0.171583,0.396126,0.411819,0.493101,0.490766,0.506484,0.439532,0.444092,0.394478,0.340433,0.373681,0.343583,0.274319,0.272353,0.148368,0.135199,0.150487,-0.007669
0.009147,0.001101,-0.003011,-0.002851,0.019057,0.08497,0.126574,0.186781,0.107319,0.15986,0.382983,0.43709,0.520565,0.475525,0.500115,0.447911,0.448467,0.401531,0.338847,0.375701,0.351096,0.283852,0.273381,0.163031,0.140813,0.15851,-0.017633
0.006391,0.000278,-0.001437,-0.001537,0.036136,0.105948,0.149388,0.194706,0.151372,0.208347,0.457012,0.461324,0.560774,0.495038,0.520145,0.481987,0.436311,0.427354,0.356132,0.373719,0.361271,0.284386,0.269718,0.159625,0.144833,0.170861,-0.010193
0.00722,0.000967,9.9e-05,-0.000939,0.026222,0.092093,0.131701,0.183346,0.127229,0.176559,0.41188,0.429732,0.509116,0.494761,0.5088,0.484957,0.446977,0.40647,0.375612,0.391969,0.351688,0.296104,0.268569,0.16967,0.14905,0.179868,-0.014825
0.012487,0.002211,-0.00045,0.007927,0.028684,0.117019,0.157126,0.215016,0.14418,0.19648,0.440367,0.436414,0.521473,0.504519,0.526981,0.492141,0.457475,0.414284,0.381358,0.382001,0.347409,0.307715,0.282388,0.18385,0.149967,0.179479,0.008077
0.005206,-0.000101,0.002262,0.004793,0.021029,0.094827,0.137959,0.185303,0.125347,0.180571,0.432575,0.439466,0.522849,0.495454,0.534118,0.495212,0.461336,0.423403,0.390329,0.366796,0.340816,0.317203,0.279327,0.194457,0.16359,0.191464,0.013281
0.007119,-0.002053,-0.003137,0.001362,0.017169,0.081367,0.119154,0.165062,0.11524,0.164463,0.388323,0.456973,0.531805,0.49797,0.537959,0.487671,0.456972,0.428749,0.381213,0.372294,0.354623,0.322148,0.292783,0.19491,0.172963,0.205465,0.016116
0.006273,0.00142,0.000506,-0.002481,0.01345,0.075017,0.124269,0.178008,0.092953,0.128745,0.32857,0.433376,0.506467,0.483073,0.526752,0.463797,0.457626,0.395968,0.331411,0.337781,0.341713,0.291338,0.271943,0.179428,0.145671,0.177028,0.027821
0.004855,-0.004107,-0.005993,-0.008651,-0.002968,0.061217,0.108403,0.150932,0.026025,0.0527,0.171336,0.202879,0.317878,0.338435,0.389556,0.343078,0.371955,0.378537,0.305211,0.329492,0.353741,0.299066,0.277308,0.200352,0.154764,0.17617,0.060259
0.005006,-0.005836,0.002215,-0.004338,0.004962,0.055788,0.100979,0.144998,0.074789,0.117293,0.3046,0.366519,0.486119,0.481146,0.506108,0.45277,0.453215,0.375202,0.334142,0.313136,0.348785,0.269309,0.246389,0.158234,0.115024,0.150609,0.022357
0.002556,-0.009529,-0.005852,-0.007833,-0.01117,0.01974,0.049961,0.085234,-0.001943,0.021432,0.101802,0.124581,0.192585,0.206116,0.279834,0.236326,0.265171,0.241235,0.211688,0.19255,0.224334,0.191576,0.16716,0.112895,0.058416,0.091058,0.001031
0.004383,-0.005025,0.001944,0.000108,0.018611,0.094355,0.143046,0.192057,0.134033,0.158769,0.37766,0.424837,0.511918,0.502766,0.525877,0.469122,0.442618,0.389665,0.355478,0.329381,0.343165,0.303104,0.261662,0.184821,0.142178,0.172983,0.027172
0.003256,-0.005981,-0.001649,-0.000515,0.021308,0.110856,0.150723,0.204768,0.146657,0.173724,0.407717,0.462435,0.519721,0.522936,0.527624,0.477993,0.453086,0.39807,0.352252,0.356285,0.34869,0.305466,0.271341,0.185147,0.143201,0.174228,-0.0041
0.002324,-0.00645,-0.000546,-0.001003,0.015138,0.12367,0.156084,0.220525,0.149251,0.169856,0.423641,0.465939,0.542301,0.522475,0.533683,0.494531,0.469138,0.41,0.386357,0.375518,0.361338,0.324271,0.289958,0.199238,0.154008,0.192422,0.003127
0.002411,-0.006329,0.000421,-0.002771,0.012508,0.106312,0.152682,0.231253,0.096647,0.125638,0.322338,0.375209,0.458443,0.470446,0.515992,0.458336,0.471962,0.359941,0.327058,0.344013,0.335767,0.270838,0.256027,0.169996,0.122578,0.177346,0.008113
0.003408,-0.007261,-0.005128,-0.007313,0.000121,0.085992,0.129467,0.193557,0.029972,0.060623,0.177532,0.240728,0.35575,0.387746,0.445456,0.396406,0.412483,0.339962,0.281549,0.337271,0.336498,0.262364,0.261209,0.174803,0.119665,0.160862,0.009533
0.002125,-0.006891,-0.001735,-0.00658,0.007888,0.081423,0.116223,0.174092,0.06082,0.09476,0.254209,0.301903,0.407326,0.427991,0.433074,0.394396,0.398494,0.322445,0.269979,0.300049,0.31841,0.23546,0.229413,0.146427,0.091827,0.127806,0.037372
-0.000751,-0.009846,-0.007404,-0.005513,-0.005559,0.026616,0.037753,0.087017,-0.003839,0.00725,0.070123,0.097479,0.16341,0.196438,0.237815,0.205769,0.244898,0.214817,0.184028,0.180376,0.220833,0.162114,0.164567,0.099256,0.045681,0.07983,-0.003586
-0.001847,-0.008731,-0.001458,-0.003006,0.028167,0.122366,0.142289,0.20912,0.109953,0.143917,0.367601,0.38332,0.499996,0.522923,0.517337,0.445939,0.44127,0.34501,0.30124,0.303496,0.314821,0.2612,0.235651,0.14279,0.081252,0.125734,0.025666
-0.002383,-0.010977,-0.005869,-0.007092,-0.011052,0.023364,0.028703,0.060897,-0.011841,0.004188,0.080637,0.121237,0.192362,0.236721,0.266678,0.253163,0.27874,0.347573,0.340765,0.354689,0.380127,0.358994,0.335849,0.265329,0.177522,0.19017,0.171144
0.002879,-0.011094,0.002145,-0.008462,-0.007459,0.020215,0.030005,0.02202,-0.025114,-0.012969,0.040469,0.059966,0.123069,0.162782,0.187099,0.163925,0.206148,0.18724,0.180614,0.14101,0.200416,0.185355,0.176734,0.136558,0.070931,0.092977,0.070433
0.005462,-0.008649,-0.003837,-0.009883,0.012359,0.07938,0.104105,0.160897,0.08349,0.130152,0.335932,0.395771,0.50444,0.502195,0.485294,0.459907,0.428061,0.361602,0.327552,0.322746,0.326876,0.282524,0.257128,0.172745,0.120028,0.134177,0.016229
0.005292,-0.006385,-0.004422,-0.008327,0.020295,0.103669,0.12082,0.186342,0.095321,0.134836,0.333915,0.416141,0.497795,0.492433,0.470605,0.44322,0.43331,0.360327,0.328001,0.330116,0.340649,0.286286,0.276961,0.198482,0.143288,0.164703,0.019255
0.002303,-0.008438,-0.019501,-0.001607,0.01839,0.03914,0.065759,0.095617,0.04194,0.1074,0.227322,0.381649,0.526765,0.444114,0.471284,0.457255,0.381385,0.459716,0.429098,0.401531,0.431868,0.378332,0.368427,0.354514,0.320235,0.245235,0.031423
0.003268,-0.006442,-0.015857,0.01485,0.06587,0.132151,0.177175,0.235407,0.172806,0.22031,0.353529,0.49174,0.591282,0.535168,0.527979,0.48978,0.434081,0.459407,0.411389,0.384487,0.38846,0.353708,0.33113,0.29573,0.251266,0.186736,-0.029795
0.002489,-0.004219,-0.01576,0.009985,0.063468,0.134499,0.192236,0.266731,0.200393,0.254389,0.345075,0.504175,0.599676,0.546467,0.511872,0.498764,0.45423,0.493577,0.469433,0.444551,0.433999,0.420546,0.403013,0.359741,0.325353,0.254515,-0.025451
0.000489,-0.00393,-0.014422,0.008704,0.067703,0.147543,0.217728,0.286679,0.219003,0.293234,0.372652,0.507919,0.632606,0.59245,0.537148,0.534752,0.484663,0.499228,0.477378,0.44958,0.444966,0.420374,0.371405,0.347399,0.323429,0.238325,-0.022646
0.000733,-0.003237,-0.007897,0.009377,0.059095,0.140792,0.214583,0.284977,0.205256,0.258963,0.375553,0.532996,0.640076,0.559398,0.536432,0.509779,0.447418,0.468138,0.429488,0.396047,0.40191,0.358955,0.320533,0.28194,0.246746,0.166263,-0.026987
0.002021,-0.007097,-0.009403,0.000124,0.039563,0.103267,0.169574,0.235056,0.160737,0.222641,0.360251,0.536416,0.63969,0.563319,0.539437,0.527331,0.448655,0.455818,0.419724,0.414945,0.397959,0.371191,0.318022,0.269446,0.215515,0.160532,-0.0121
0.001302,-0.005009,-0.003283,0.002427,0.052722,0.111966,0.172881,0.241494,0.157675,0.221221,0.363961,0.531629,0.633488,0.562334,0.535214,0.525263,0.447856,0.431063,0.42198,0.416233,0.361981,0.375945,0.330492,0.287442,0.246577,0.185207,-0.003282
0.00332,-0.007828,-0.008066,-0.000493,0.043686,0.104674,0.158517,0.230164,0.153872,0.22166,0.419623,0.548231,0.644024,0.585064,0.536302,0.505351,0.44396,0.432056,0.407984,0.406361,0.356338,0.354223,0.304851,0.264834,0.202808,0.155887,-0.023977
0.007187,-0.009326,-0.009933,-0.005067,0.031396,0.087836,0.138236,0.186625,0.11732,0.182326,0.430045,0.508164,0.620478,0.591027,0.559267,0.510088,0.479132,0.44205,0.420994,0.419715,0.392435,0.392559,0.35063,0.314131,0.245405,0.184508,-0.015609
0.007694,-0.001709,-0.003599,0.010175,0.064742,0.131551,0.206356,0.263264,0.189872,0.241572,0.432188,0.532551,0.639016,0.565115,0.56198,0.474502,0.451521,0.417667,0.415459,0.400793,0.370531,0.380686,0.329672,0.282932,0.222977,0.176162,0.054598
0.007615,-0.00615,-0.006008,-0.004406,0.02565,0.057072,0.116819,0.157205,0.102937,0.180827,0.372676,0.532639,0.621266,0.555602,0.523292,0.457129,0.439712,0.430513,0.418362,0.416903,0.397332,0.403316,0.338713,0.305481,0.223862,0.187802,0.043816
0.006786,-0.003091,-0.004447,0.000373,0.047877,0.120256,0.193398,0.252806,0.169299,0.233323,0.417284,0.540743,0.636727,0.570097,0.533281,0.499054,0.445404,0.431253,0.41364,0.375135,0.389028,0.359002,0.313171,0.259908,0.202402,0.169406,0.029462
0.008912,-0.00282,-0.004714,0.005366,0.070143,0.13097,0.212541,0.280551,0.16081,0.229886,0.426524,0.572226,0.656258,0.570882,0.55862,0.507504,0.460883,0.444543,0.417949,0.387607,0.387922,0.36509,0.316097,0.263055,0.203725,0.162379,0.005004
0.008447,-0.004699,-0.003268,-0.002204,0.045897,0.095598,0.165886,0.230697,0.14152,0.212912,0.444737,0.521219,0.671785,0.582487,0.560858,0.51491,0.484067,0.45298,0.44388,0.449817,0.384114,0.405081,0.370579,0.307553,0.259876,0.203326,0.019175
0.007421,-0.004725,-0.013044,-0.010123,0.027628,0.052298,0.106292,0.15246,0.113979,0.197212,0.433384,0.498445,0.632827,0.550855,0.542715,0.504444,0.46485,0.455433,0.466086,0.45167,0.406219,0.41336,0.384282,0.320048,0.258036,0.206978,0.004331
0.008378,0.00043,-0.007269,-0.004295,0.046343,0.088274,0.153501,0.208766,0.138266,0.21803,0.493529,0.472117,0.602216,0.532115,0.518591,0.48744,0.413169,0.418376,0.441616,0.418383,0.397682,0.363734,0.332313,0.29744,0.23881,0.198011,0.0524
0.006074,0.001494,-0.006965,-0.002172,0.054314,0.09614,0.167446,0.224275,0.143533,0.210266,0.481089,0.488915,0.616219,0.537023,0.53208,0.506335,0.428135,0.433662,0.445676,0.437802,0.40408,0.367024,0.341777,0.289577,0.238998,0.194599,0.062533
0.007402,0.001051,-0.008352,-0.002539,0.040746,0.097398,0.175135,0.235648,0.153368,0.230985,0.476484,0.502988,0.640173,0.581753,0.546225,0.533437,0.453081,0.438826,0.419501,0.443992,0.384988,0.33762,0.314845,0.234805,0.179251,0.149622,0.000661
0.008723,-0.002524,-0.006126,0.00536,0.060967,0.138529,0.212349,0.278575,0.194922,0.26388,0.537839,0.521078,0.648223,0.570955,0.540469,0.513759,0.437646,0.416231,0.398067,0.416853,0.365694,0.307068,0.281652,0.202078,0.145623,0.12075,-0.01495
0.010722,-0.002407,0.002312,0.005868,0.05665,0.126607,0.207669,0.274863,0.171704,0.248308,0.482581,0.531151,0.630733,0.579259,0.553736,0.508998,0.452391,0.431035,0.415034,0.396983,0.37421,0.305903,0.296065,0.212269,0.157272,0.135153,-0.00938
0.014405,0.000434,0.007938,0.011109,0.070809,0.133202,0.218501,0.278641,0.196269,0.272707,0.528473,0.540522,0.630816,0.575778,0.547024,0.504836,0.452305,0.41637,0.404175,0.377731,0.360667,0.298437,0.287657,0.208158,0.156181,0.136958,0.000996
0.014691,0.002643,0.007141,0.005052,0.047555,0.111438,0.191588,0.249548,0.163496,0.247067,0.496561,0.528327,0.630148,0.546907,0.544514,0.495689,0.43912,0.382706,0.373603,0.373433,0.34672,0.29121,0.273169,0.203989,0.135733,0.132554,0.009315
0.014752,0.004568,8.6e-05,-0.000527,0.024728,0.062211,0.123489,0.171249,0.110794,0.203196,0.407853,0.482245,0.600863,0.516952,0.505697,0.473234,0.42598,0.385282,0.372842,0.393048,0.340822,0.28197,0.264625,0.208629,0.147033,0.13236,0.01028
0.01527,0.008915,0.005015,0.017224,0.051101,0.135577,0.214528,0.271484,0.16244,0.247405,0.475207,0.471854,0.615488,0.533681,0.50916,0.451562,0.424119,0.386099,0.363743,0.393945,0.330902,0.260435,0.264432,0.192241,0.135881,0.126277,0.00101
0.014398,0.008656,0.002645,0.012939,0.050209,0.124654,0.208195,0.268232,0.169967,0.249661,0.490162,0.511447,0.621535,0.529838,0.526741,0.45384,0.442456,0.37925,0.364292,0.388947,0.33988,0.267297,0.268829,0.206972,0.135003,0.135445,0.008663
0.013826,0.00922,0.003836,0.012444,0.044573,0.109615,0.197231,0.243753,0.134453,0.218211,0.481074,0.509849,0.628892,0.529042,0.537902,0.503946,0.450739,0.408218,0.373315,0.414586,0.372399,0.303528,0.305532,0.260511,0.209016,0.186991,0.009984
0.014571,0.006851,-0.003442,0.000801,0.027921,0.073666,0.148791,0.199719,0.129943,0.221269,0.50631,0.497293,0.603802,0.539345,0.489256,0.495401,0.433362,0.403812,0.358182,0.407076,0.35114,0.286284,0.291584,0.236532,0.18229,0.168643,0.030426
0.015741,0.006412,-0.001165,0.006153,0.030931,0.087003,0.161044,0.201519,0.129079,0.212994,0.455169,0.467361,0.582558,0.504169,0.499941,0.452119,0.423962,0.392055,0.350005,0.383472,0.345284,0.285733,0.270747,0.242376,0.203683,0.177642,0.001458
