max_value,max_growth_rate,half_max_growth_rate,first_day_half_max,second_day_half_max,duration_half_max
91.80749137156276,2.7758551190970593,1.3932058983735784,44.0,73.0,30.0
95.69281254840058,3.0048638279822626,1.5088519127459676,39.0,67.0,29.0
96.64413309986183,3.0254869685109043,1.5180148231763724,37.0,65.0,29.0
96.28946383014303,3.2857089173887744,1.6460039535814985,38.0,64.0,27.0
94.23989172497245,2.8930045843367225,1.4535306895879785,38.0,67.0,30.0
95.56562074000739,2.731871283856435,1.3770989930605992,37.0,68.0,32.0
93.26865681596398,2.8338770299285443,1.42316756522598,43.0,72.0,30.0
92.01067617616611,3.2237484539621164,1.613767956006214,47.0,72.0,26.0
95.60804765069942,2.7143235143967104,1.3704963126165426,39.0,69.0,31.0
93.62107839988381,2.8463670709300004,1.4313520448894224,39.0,68.0,30.0
97.11881462826668,2.801111847361426,1.4124310183660782,38.0,69.0,32.0
96.22346572525585,3.492149570405445,1.7485142558351652,44.0,68.0,25.0
95.02589774845518,2.889379221215904,1.452724022854568,38.0,67.0,30.0
90.33838569488356,2.493479811960242,1.2580152831953573,40.0,72.0,33.0
89.93295298121093,2.8338577919839736,1.4236148875822197,41.0,68.0,28.0
78.21710661441779,3.524973489987815,1.7628490678019486,46.0,66.0,21.0
94.68863816663598,3.1055735831841957,1.5560122363922346,36.0,63.0,28.0
95.6830633100065,2.95314758957943,1.481668464364816,36.0,64.0,29.0
83.2408142890588,2.3712613668180893,1.1937915829207668,36.0,66.0,31.0
94.8224784306995,3.4363446950180787,1.7198835156051473,38.0,62.0,25.0
95.06570769299233,2.950026917858395,1.4815962643410785,38.0,66.0,29.0
94.2119666773726,2.8999978098909196,1.4575632279120732,41.0,69.0,29.0
70.48881947921532,5.2667150072238655,2.633358871406699,48.0,60.0,13.0
59.59220453902612,7.044615390583431,3.5223076952917154,48.0,55.0,8.0
87.0636812123439,3.412070761044106,1.7069310018769102,39.0,61.0,23.0
88.10608261981196,3.440056740799946,1.7209028495557277,38.0,61.0,24.0
92.73889523276527,3.1002562081994256,1.5535848874037583,38.0,64.0,27.0
96.96593580685085,3.46108094007036,1.7328901851243472,39.0,63.0,25.0
97.28660370700788,3.1892312435388703,1.5987682751017473,38.0,64.0,27.0
95.71791843563548,2.9077279073419504,1.4624798456708277,39.0,68.0,30.0
91.55577679285481,2.832309931477539,1.4240697758793885,40.0,68.0,29.0
88.58776681743045,3.4950417457935146,1.7486610062178443,41.0,63.0,23.0
81.7349721016443,4.932216185693505,2.46612126275636,44.0,58.0,15.0
65.24722752038112,2.254252255085021,1.1272307975929152,17.0,43.0,27.0
72.93077256012947,7.724384893492697,3.8621924467463487,42.0,50.0,9.0
88.13070533487674,4.941335550512349,2.4706799184315287,39.0,54.0,16.0
87.52204774271081,3.769984168400242,1.8853592287371157,39.0,60.0,22.0
95.30149929753745,3.2454517722158016,1.6254647867697258,37.0,63.0,27.0
69.37501266433661,8.0577507706181,4.02887538530905,44.0,51.0,8.0
91.9214589421291,3.582575345717487,1.7920082626687872,37.0,59.0,23.0
94.05151320429407,2.8113002734642123,1.4116639217576221,35.0,64.0,30.0
95.50405474258761,2.7267048174905995,1.3741558131386,37.0,68.0,32.0
94.61525175452992,2.7166341318718423,1.3698173351173182,38.0,69.0,32.0
91.35699472762077,2.172800378730244,1.109289888778786,38.0,75.0,38.0
88.87448297315115,2.0538551339654987,1.0459816215113715,41.0,79.0,39.0
95.89217268082378,2.373401663646746,1.2087217086814706,38.0,73.0,36.0
71.63216788182275,1.2957451716033574,0.6865652889542773,37.0,85.0,49.0
94.40361735012551,2.8582363249540776,1.4359965572197098,37.0,66.0,30.0
95.07100314604328,2.688287530361322,1.3554050575237397,37.0,68.0,32.0
94.23515262812536,2.756263423719929,1.3872669892833756,37.0,67.0,31.0
92.97862657692362,3.3793206419829858,1.691470869147338,38.0,63.0,26.0
74.23590878577863,56.878385834124856,28.439192917062428,45.0,47.0,3.0
89.39683729156926,6.233820773360321,3.116910837874798,39.0,52.0,14.0
91.54787432663012,3.4362785079622427,1.7191560548468487,37.0,60.0,24.0
92.5503006761477,3.302831078855206,1.6528035171603506,35.0,60.0,26.0
92.87040036415796,2.9262027680942992,1.4670071308842125,35.0,63.0,29.0
92.27178003708678,2.949463844714728,1.4785984507881267,36.0,63.0,28.0
92.07329568570802,2.7388592087618235,1.3757015970838893,35.0,65.0,31.0
92.2002691077704,2.9375364043460195,1.4732957662744184,37.0,65.0,29.0
88.49816746322536,3.8756640563519795,1.938070141704884,38.0,58.0,21.0
87.50096938559285,5.059556364983564,2.5297878529784157,39.0,55.0,17.0
40.95402360944579,1.1013412404281553e-07,1.0658141036401503e-07,1.0,4.0,4.0
98.75012507831762,3.011544517761422,1.5140083267084492,38.0,67.0,30.0
98.83571831097893,2.884617462228789,1.4535577933169619,39.0,70.0,32.0
99.34667500834595,2.9693047061130073,1.4918657225138077,36.0,66.0,31.0
99.54282620886285,3.1099314874438733,1.560075018502971,36.0,64.0,29.0
98.54796536036848,2.9885938559459646,1.500047968505669,35.0,64.0,30.0
100.12710936310336,3.0126037700028974,1.5138615587773074,37.0,66.0,30.0
94.28445634934171,3.2137065026915934,1.6085465582510796,49.0,74.0,26.0
93.60273756690106,3.334152424372405,1.6682662715306746,49.0,74.0,26.0
97.97611514294532,2.728191489609344,1.3742103565361763,42.0,73.0,32.0
97.414953714927,2.8712435131694747,1.4435804427323506,42.0,72.0,31.0
98.7991143628794,2.903943656207275,1.4591164596566841,35.0,65.0,31.0
